"uniprot","main_gene","protein_name","V24_1","V24_2","V24_3","V24_4","I24_1","I24_2","I24_3","I24_4","V36_1","V36_2","V36_3","V36_4","I36_1","I36_2","I36_3","I36_4","veh_pval","INK_pval"
"Q9DCS9","Ndufb10","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10",667132.348023927,611157.774443302,707066.865427311,791723.014933739,724520.714850645,542531.702383354,722171.786502862,692974.732660274,713752.693909831,692746.452310114,887789.276923432,874478.709586488,773725.920914279,586863.955842255,812877.958052496,867009.085292505,0.43,0.81
"Q9DCT1","Akr1e2","1,5-anhydro-D-fructose reductase",140672.264703292,155726.473424877,197857.687557998,65381.5096707724,153817.625283534,165071.826711956,215095.426766737,95760.0809460905,173954.802284557,155552.515125791,183897.918897316,82383.2845146731,171596.220370374,168720.703802838,213326.169095101,86387.9584113917,0.67,1
"Q9DCT2","Ndufs3","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",1764893.29580759,1357175.71365362,2052373.93244758,2035456.98581707,2234945.06175985,1586026.49962957,1981630.84222276,2278794.22534003,1827776.93188234,1556181.45636893,2036453.46429913,2076333.07288037,2037791.00870853,1549096.14487199,1879045.85020259,2180493.67206357,0.88,1
"Q9DCT5","Sdf2","Stromal cell-derived factor 2",705775.311307079,719232.22730617,657097.341574033,741208.814434542,499192.939262682,464271.251353157,399945.228844881,354688.127056686,662359.354395914,747761.228241423,626287.765405226,657826.410338084,482518.327131021,435076.148460728,397091.406735204,343421.576702949,0.87,1
"Q9DCT6","Bap18","Chromatin complexes subunit BAP18",15773.3027620321,27338.0796165436,14554.5249431417,18391.9334507796,22150.9517916121,28768.760755452,26642.1861317192,22697.3646073127,12863.1995316322,26670.5989491033,14847.5970760719,19159.9543802938,16662.3865386216,34117.1475121623,18173.6412772855,18701.5147185359,0.89,0.43
"Q9DCT8","Crip2","Cysteine-rich protein 2",3195660.0275804,393417.719934095,1132282.09232457,740920.058733225,3643275.26727793,473850.609231482,1186305.43434253,818571.09022763,3237521.45670894,513665.398954231,858538.399890772,692733.249592101,3241900.48954556,429360.289605357,1251430.91996065,1001179.58538329,0.94,1
"Q9DCU6","Mrpl4","39S ribosomal protein L4, mitochondrial",373574.18991481,487105.879391996,387463.005003552,547534.951391621,341531.769832658,584092.0160875,360187.637252788,519093.522216973,375749.661409737,521278.538242071,393885.227630967,509474.799661006,384170.64262024,521207.61155677,365569.731784342,498990.727396443,0.96,1
"Q9DCV4","Rmdn1","Regulator of microtubule dynamics protein 1",167159.075183687,227435.344505907,302729.186366245,254258.41862556,215225.828966103,232915.244412996,333057.702453207,305386.017540065,179430.748704121,237935.214186664,324911.640600043,318445.083236828,223493.613848243,266596.959820793,350442.051062783,321624.875511731,0.6,1
"Q9DCW2","Plscr2","Phospholipid scramblase 2",35773.9579526349,43107.7655907669,34048.1408259952,86018.5186992941,43526.8731352642,66133.2327707278,45502.9584626372,111448.129248468,26488.8119185277,39110.8623285005,43716.8170958425,119192.16826055,43243.2470016727,82854.0128853871,59648.8127245108,201523.404842234,0.88,0.05
"Q9DCW4","Etfb","Electron transfer flavoprotein subunit beta",5717798.30294505,8940112.64661635,5519317.92796262,6433837.96997636,7178450.85543584,8895947.41150802,7016724.56369589,7328707.02006256,4969205.59853167,8732139.50213028,6138696.71552996,6720819.19417053,6450443.72329288,9242874.73435865,6787985.05248548,7013651.36945135,0.96,1
"Q9DCX1","Mad2l1bp","MAD2L1-binding protein",80335.0230494531,90275.0216529409,103505.589272394,95045.7438117266,97708.2023634459,142877.574173083,115870.684423931,97437.857652083,82769.2657851769,91849.9002873456,102287.877036638,81901.878625721,108957.040924216,153871.99378732,100704.60292401,87365.2412355823,0.92,1
"Q9DCX2","Atp5h","ATP synthase subunit d, mitochondrial",2333808.9104299,2954342.83190241,2758662.98827808,2993945.44187722,3185969.37326959,3568829.17319774,3025083.19697441,3185685.48801434,2617521.56874949,3172086.67784075,2630110.50449785,2507731.69704132,2761281.15225774,3504206.11360205,2520236.20589853,2607643.13117611,0.95,0.71
"Q9DCZ1","Gmpr","GMP reductase 1",114080.081739973,800504.479676462,452125.541850135,230860.183203191,102451.945007403,939025.88656623,367451.794459202,303894.970135238,102153.732506483,907259.777847227,423155.092574716,250566.852894581,128006.907456487,875394.070457055,332672.81313152,255589.655467051,0.95,1
"Q9DCZ4","Apoo","Apolipoprotein O",251140.944073967,326976.952856373,305811.968304801,444485.260484005,327864.430285436,358682.675466611,357844.36073459,484883.042040799,233020.220845149,332008.348037592,303569.228535966,432400.734378777,275803.288015753,379867.571222306,306243.624760192,438390.956767206,0.92,0.98
"Q9DD03","Rab13","Ras-related protein Rab-13",143823.859874377,118866.233990146,117155.199148034,119238.057412718,121927.587781261,89822.0310149467,92255.6644016466,89519.9778817765,167404.764798458,122794.686271971,132526.125445928,130411.872856127,101373.574905663,69440.9763382364,79002.9849815975,86882.0901764319,0.62,0.54
"Q9DD18","Dtd1","D-tyrosyl-tRNA(Tyr) deacylase 1",10549.7014039997,5865.07342791878,6435.80519195657,5920.30391429361,10832.3466890041,6525.6577193018,7423.93361073148,6349.77196336081,14265.2719774121,7197.53439674764,6361.70954584187,5634.5121647786,13207.9740935973,6660.27241767528,8044.35854703719,7726.84808295091,0.55,0.79
"Q9DD24","Wbp5","WW domain-binding protein 5",37491.5294242931,58366.3053236676,69213.671536181,45620.6937234355,60793.742348623,76460.6928833604,65082.3355924693,68625.8051827314,45942.3273512541,60358.7402977953,63000.9395978677,49829.4393505343,59382.1619979923,75355.4143275502,66235.0045922137,65726.3876915296,0.84,1
"Q9EP52","Twsg1","Twisted gastrulation protein homolog 1",128401.160100982,512679.680046555,235913.444904116,212208.369621226,43482.6218046303,87989.0976027303,67028.9908629574,59400.8203042681,129255.351738864,532599.801407178,288189.020553847,229502.889100432,43553.0821866152,74841.0764806271,83514.0566495114,69001.3832231573,0.73,1
"Q9EP53","Tsc1","Hamartin",119166.698870205,76805.4937646692,113721.454342626,58233.0013400357,116847.535024486,80406.0613186153,113475.335094217,56765.7075542418,135268.343691696,86517.4212603025,118171.264662617,65162.7081441578,128719.028647686,78275.0642968666,107327.55873226,67638.403104588,0.62,1
"Q9EP69","Sacm1l","Phosphatidylinositide phosphatase SAC1",3851651.63036429,3545046.51239859,2965351.66040468,4680639.68219697,3587139.29355946,2818155.85582352,2616919.142712,3582415.57787816,3991495.02502097,3547657.27762234,3322979.38013678,4965750.86759086,3805850.49955784,2965716.75038867,2949557.333847,4141098.70868424,0.86,0.97
"Q9EP71","Rai14","Ankycorbin",3382456.70185444,3596738.23712589,4949619.82571738,3889358.82443087,6645664.83460334,5634487.07205117,7828105.75512674,6103679.19428355,3282499.02012008,3790162.01614449,5235251.90591362,4590745.50470715,6550390.5571453,5862020.25395781,8125103.18647022,6672014.15745549,0.82,1
"Q9EP72","Emc7","ER membrane protein complex subunit 7",486495.174342621,574223.336360638,415113.187621682,486454.096947343,393975.918252525,392612.678133476,347707.520092904,277989.763354176,497026.050940059,543633.931086213,447621.01601294,446950.981757104,389805.14537867,409752.836380046,314604.017166166,250799.322522633,0.95,1
"Q9EP82","Wdr4","tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4",12728.9959371968,10250.1309973609,14298.4169051693,12393.0337559124,14240.0781979981,17729.6912004295,14185.5017370171,14043.7156503252,9918.08018758965,7988.95568157675,12045.9307948846,10224.471604744,15691.65291483,17115.3745443935,15822.1107096769,14224.1318919771,0.07,1
"Q9EP89","Lactb","Serine beta-lactamase-like protein LACTB, mitochondrial",281986.343620756,255367.013305922,271265.839627193,486372.884406348,352556.672779168,278672.229187646,291269.27121201,474668.670566609,328825.307940508,287953.867460328,290875.809972946,468250.73619074,381434.59804353,279576.163575322,230155.884101264,408784.22851188,0.75,1
"Q9EP97","Senp3","Sentrin-specific protease 3",259685.694507426,277873.936512545,322335.679495464,329235.641195733,302375.663840293,373362.730397032,343229.25830257,312437.138912425,313020.825104357,337193.158414655,382274.120000021,352899.990431829,330849.006759974,357809.186343831,357876.536817933,322668.04257126,0.28,1
"Q9EPA7","Nmnat1","Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1",5088.53299355729,5060.43031254645,6095.94052534766,5833.40667167092,7403.62666523768,6371.7244069467,2702.31851122048,4770.93357673053,5399.41761838061,6569.12185236847,7924.60469300926,5155.56242832114,3557.98222959843,4485.65235029878,6344.50299928911,6575.93284687808,0.52,1
"Q9EPB5","Serhl","Serine hydrolase-like protein",725374.593130908,1030619.2198022,585538.858667971,626238.927231921,747721.055340147,836929.007360875,580186.587103902,568632.52711567,725682.776827411,986180.467447465,583185.207233114,672730.343675642,713457.98010127,794388.095818178,624360.64068978,550284.34978409,0.96,1
"Q9EPC1","Parva","Alpha-parvin",2477307.07353887,2623746.6338857,2681546.01239973,2461552.11757343,2871658.49339546,2739115.78605691,3360866.04323026,2996029.83212932,2468011.9283274,2579115.01003356,2592324.56143067,2524531.78010475,3005901.02811154,3016345.48453797,3504148.1851423,3380410.30816956,0.95,1
"Q9EPE9","Atp13a1","Manganese-transporting ATPase 13A1",2469643.62023532,3248334.36360504,2493828.30604886,3179561.21613025,1705572.71500483,2058276.40230649,1579889.1013806,1771280.7067998,2684844.06238406,3473822.95263251,2629635.80672062,3052113.33595635,1916105.73849321,2013699.75824912,1511814.93295648,1648066.69523274,0.89,1
"Q9EPJ9","Arfgap1","ADP-ribosylation factor GTPase-activating protein 1",712174.294815543,918331.932595533,759123.19551592,450440.846823675,506526.01691059,582831.356003079,488955.021328727,401008.141763653,719573.883886496,964276.284367149,719755.757741007,492026.292338987,477333.585124927,503344.43450798,458800.361757799,397721.167327924,0.92,1
"Q9EPK2","Rp2","Protein XRP2",113754.384974572,105741.317600057,146313.573545334,180625.714789645,160379.46545468,177628.66465809,173610.753592713,201779.125438291,134654.577367962,137348.252108855,174413.457308342,172913.135623613,162713.44551174,152288.7277194,179013.157917489,187440.649538588,0.37,1
"Q9EPK5","Wwtr1","WW domain-containing transcription regulator protein 1",101080.949073826,116351.724254608,135576.006916269,130625.860383419,108051.634818194,148616.895083733,169783.401946323,160350.303620056,129917.06855664,123090.02357193,116243.99168708,131001.349454844,114567.806309606,162119.289350156,168106.522221748,146359.083628439,0.9,1
"Q9EPK6","Sil1","Nucleotide exchange factor SIL1",313971.681846449,1023529.12677741,671458.362666262,605592.894587733,183276.368248407,442964.437163185,374151.829540864,222207.86838667,317134.977493137,1023097.62994238,679159.603832647,603358.772616646,196870.275980805,395691.28689547,312139.471522059,196719.346015454,0.96,1
"Q9EPK7","Xpo7","Exportin-7",1030638.6761612,982884.756298047,1103351.36951658,743419.600272753,1160345.74864554,1156406.81296528,1231348.41630345,970100.524620998,989602.296033046,946391.970091835,960978.180216123,802346.423123501,1115594.06610648,1141740.57010891,1227833.9166389,955637.107705412,0.91,1
"Q9EPL0","Xylt2","Xylosyltransferase 2",109664.016773802,99607.5627041855,130909.149335439,98772.4970818531,84408.7810223519,81240.4192429093,102713.620714345,69343.458840195,135920.470410663,118791.225094745,153080.53919981,114918.462919853,86481.4966616528,72534.1594246017,88528.930465668,64952.2479263,0.19,1
"Q9EPL2","Clstn1","Calsyntenin-1;Soluble Alc-alpha;CTF1-alpha",100870.204107979,80920.221007316,48247.9087091307,44520.7149737298,77934.179188742,37976.5556615272,38782.9621365605,37302.6616633813,100887.839463782,80966.720783845,54243.7150036042,60238.6136228763,74783.9690946502,47348.6004368341,52635.0698445155,48324.7140326967,0.59,0.35
"Q9EPL4","Mettl9","Methyltransferase-like protein 9",141438.610033647,109039.035286009,124895.353184532,144486.13404665,119084.123707098,94060.1711671755,91769.6514941685,88703.3855647404,142201.985130129,115567.126236856,121484.655147654,123593.593530969,123491.809237204,99065.9418204027,81031.8098488452,80583.2827604054,0.91,1
"Q9EPL8","Ipo7","Importin-7",2326145.45712635,770965.173504545,2151117.80931026,1695447.14751593,1695710.98989213,810123.392934253,1691411.70604298,1798035.94995184,2061391.7388536,755735.335340325,1755337.44062595,1501789.881331,1591028.66138821,747212.133997789,1714561.25693848,1654655.11876661,0.52,1
"Q9EPL9","Acox3","Peroxisomal acyl-coenzyme A oxidase 3",240450.426715515,290199.156363792,351541.481307204,482294.210125241,220687.707490062,321037.043077244,372346.63874166,412114.354676244,266786.958749329,299545.856483731,374897.316541931,483184.143358234,195720.887391502,307994.447743576,325510.652861907,403993.895567462,0.86,1
"Q9EPM5","Sync","Syncoilin",11042.0782787528,16779.6120155462,22479.6458959537,37215.1957304018,9316.29597801664,23031.9279897052,21414.9437357538,51516.3845879018,12800.8638893779,22894.383416568,23334.2439373166,37955.415730381,13065.5498553576,26036.2290615482,21325.8087723717,50503.0115635824,0.44,0.88
"Q9EPN1","Nbea","Neurobeachin",344021.998112995,164185.119289344,260310.106891708,350747.940943873,368284.860010199,216476.900417463,331643.057740369,425324.755982563,354900.786600397,177998.149922699,260836.93463009,385429.274071021,427147.781176781,247767.722120391,343443.286084492,478360.726206014,0.86,0.89
"Q9EPQ7","Stard5","StAR-related lipid transfer protein 5",39269.4505907167,36719.262003656,41531.2382762327,9582.17747590168,31517.0620012161,39763.8730838468,45885.6936272762,16133.9690215783,33907.7123566629,31286.8850237451,36227.0355667722,8186.35626468044,31417.0378860851,31282.4751001636,37982.5970952183,10753.5425366877,0.31,0.22
"Q9EPQ8","Tcf20","Transcription factor 20",122442.825157472,178348.816750509,130804.809023673,142907.001305071,132324.121832769,204965.083330783,128038.364714722,151111.383719118,146834.002854559,194307.331931563,146615.155473993,154894.800922834,147758.900496572,214447.574645809,144727.37928843,165575.318935558,0.52,0.98
"Q9EPR2","Pla2g12a","Group XIIA secretory phospholipase A2",9382.84521955995,19990.7646122421,17643.9467197196,21430.1848455776,5011.02055751692,16932.6554496875,9890.36266717935,12245.5398058118,10192.3570135083,22348.0094116433,15650.7857151381,18983.1114006787,6133.73731552844,14798.6179817313,9647.26662084852,10013.1685761109,0.94,1
"Q9EPR4","Slc23a2","Solute carrier family 23 member 2",77247.6092997853,40152.1861147322,42635.3484843803,38584.0782269592,110965.901021371,68493.6529024779,67034.198144109,53854.6813592101,85366.2645424766,40167.5135572438,48791.3363343874,36644.8127592338,126382.771406385,73895.589342892,63858.9647309068,66927.4023982246,0.88,0.97
"Q9EPR5","Sorcs2","VPS10 domain-containing receptor SorCS2",4185.0116619727,7331.48579838751,9615.43400342981,37820.6803416016,1985.36761871906,5476.07526085845,5075.88417524753,21500.3461767085,3202.42174189706,10502.5225391086,9264.7710868158,40176.7600465457,2445.69899386737,3495.1715701547,5133.33540236505,14922.7793042145,0.92,0.61
"Q9EPS3","Glce","D-glucuronyl C5-epimerase",103274.612581967,158356.403279424,107005.732458017,164329.064896549,90529.3722108903,151768.545294784,99389.6395792716,142527.409874505,105078.712643028,170499.864029288,115816.763687576,144608.434275225,99098.5351000977,133396.874976764,96038.30572934,154004.4001042,0.95,1
"Q9EPT5","Slco2a1","Solute carrier organic anion transporter family member 2A1",233534.160109061,24045.3085071203,480420.73730464,941433.8224511,269237.738814143,25246.3769537856,524954.691689784,956876.188292204,210627.340127665,30686.3658471611,482416.363083598,703491.197518683,219658.154099156,32242.2742475523,456907.69963332,837608.245272612,0.9,1
"Q9EPU0","Upf1","Regulator of nonsense transcripts 1",4479863.21492282,3977377.30102692,3856228.21323306,3899826.21860362,4086800.03260313,3986837.51697921,3415282.13126397,3279746.88972073,4057379.0038343,3810999.70341939,3419343.02891364,3348128.834612,3790108.87322609,3595892.42544487,3084766.93741592,3055244.15500837,0.59,1
