uniprot,Mean Diff.,Discovery?,q value,Individual P Value
Q8JZV7,-0.008167,No,1.00,0.95
Q8JZX4,0.09868,No,1.00,0.44
Q8JZX9,-0.07523,No,1.00,0.55
Q8JZY2,-0.03223,No,1.00,0.80
Q8JZY4,-0.1809,No,0.78,0.15
Q8JZZ7,-0.1839,No,0.77,0.15
Q8K003,-0.2385,No,0.48,0.06
Q8K007,-0.3255,No,0.15,0.01
Q8K009,0.1242,No,1.00,0.33
Q8K010,-0.1543,No,0.90,0.22
Q8K012,0.028,No,1.00,0.83
Q8K013,0.0846,No,1.00,0.50
Q8K015,0.09914,No,1.00,0.43
Q8K019,0.01119,No,1.00,0.93
Q8K021,0.06923,No,1.00,0.58
Q8K039,-0.1052,No,1.00,0.41
Q8K057,-0.1302,No,0.99,0.30
Q8K072,-0.04486,No,1.00,0.72
Q8K0B2,-0.05757,No,1.00,0.65
Q8K0C1,0.04008,No,1.00,0.75
Q8K0C4,0.1474,No,0.93,0.24
Q8K0C8,-0.07148,No,1.00,0.57
Q8K0C9,0.05952,No,1.00,0.64
Q8K0D0,0.009264,No,1.00,0.94
Q8K0D5,0.1171,No,1.00,0.36
Q8K0D7,-0.1881,No,0.76,0.14
Q8K0F1,-0.0005115,No,1.00,1.00
Q8K0G5,0.05658,No,1.00,0.66
Q8K0G8,0.1037,No,1.00,0.41
Q8K0H5,-0.0674,No,1.00,0.59
Q8K0L9,-0.01518,No,1.00,0.90
Q8K0P3,-0.1267,No,1.00,0.32
Q8K0Q5,0.1329,No,0.98,0.29
Q8K0T0,-0.01826,No,1.00,0.89
Q8K0T2,0.008797,No,1.00,0.94
Q8K0U4,-0.1441,No,0.94,0.26
Q8K0V2,0.009718,No,1.00,0.94
Q8K0V4,0.01844,No,1.00,0.88
Q8K0Z7,0.1007,No,1.00,0.43
Q8K114,0.009307,No,1.00,0.94
Q8K124,-0.2632,No,0.37,0.04
Q8K126,-0.08883,No,1.00,0.48
Q8K135,-0.08676,No,1.00,0.49
Q8K136,-0.6324,Yes,0.00,0.00
Q8K157,-0.02399,No,1.00,0.85
Q8K183,-0.03108,No,1.00,0.81
Q8K190,0.1277,No,1.00,0.31
Q8K194,-0.1642,No,0.86,0.20
Q8K199,0.05427,No,1.00,0.67
Q8K1A5,-0.2271,No,0.54,0.07
Q8K1A6,-0.2114,No,0.63,0.10
Q8K1B9,0.1,No,1.00,0.43
Q8K1C0,0.005978,No,1.00,0.96
Q8K1C9,-0.1025,No,1.00,0.42
Q8K1E0,0.1431,No,0.94,0.26
Q8K1E6,-0.07349,No,1.00,0.56
Q8K1G2,-0.3332,No,0.13,0.01
Q8K1H1,-0.09248,No,1.00,0.47
Q8K1H7,0.09591,No,1.00,0.45
Q8K1I7,-0.8631,Yes,0.00,0.00
Q8K1J5,0.06445,No,1.00,0.61
Q8K1J6,-0.06787,No,1.00,0.59
Q8K1K4,0.116,No,1.00,0.36
Q8K1L5,-0.02454,No,1.00,0.85
Q8K1M6,0.1177,No,1.00,0.35
Q8K1N1,-0.06993,No,1.00,0.58
Q8K1N2,-0.002587,No,1.00,0.98
Q8K1N4,-0.05653,No,1.00,0.66
Q8K1R3,-0.02804,No,1.00,0.82
Q8K1R7,0.1075,No,1.00,0.40
Q8K1S3,0.01673,No,1.00,0.90
Q8K1S6,-1.002,Yes,0.00,0.00
Q8K1X1,0.1152,No,1.00,0.36
Q8K1Y2,-0.3185,No,0.17,0.01
Q8K1Z0,0.1043,No,1.00,0.41
Q8K201,0.04203,No,1.00,0.74
Q8K202,-0.1011,No,1.00,0.42
Q8K207,-0.1306,No,0.99,0.30
Q8K211,0.08351,No,1.00,0.51
Q8K212,-0.07784,No,1.00,0.54
Q8K214,-0.2414,No,0.46,0.06
Q8K215,0.1581,No,0.88,0.21
Q8K221,0.249,No,0.43,0.05
Q8K224,-0.2773,No,0.31,0.03
Q8K245,0.05389,No,1.00,0.67
Q8K248,-0.1046,No,1.00,0.41
Q8K262,0.07417,No,1.00,0.56
Q8K268,-0.06142,No,1.00,0.63
Q8K273,0.1214,No,1.00,0.34
Q8K274,0.0768,No,1.00,0.54
Q8K284,-0.1263,No,1.00,0.32
Q8K296,-0.03968,No,1.00,0.75
Q8K297,0.1713,No,0.84,0.18
Q8K298,0.2521,No,0.42,0.05
Q8K2A1,-0.1107,No,1.00,0.38
Q8K2A7,0.08477,No,1.00,0.50
Q8K2A8,0.1416,No,0.95,0.26
Q8K2B0,0.04971,No,1.00,0.69
Q8K2B3,0.05769,No,1.00,0.65
Q8K2C6,-0.01363,No,1.00,0.91
Q8K2C7,-0.05347,No,1.00,0.67
Q8K2C8,0.007943,No,1.00,0.95
Q8K2C9,-0.1199,No,1.00,0.34
Q8K2D0,0.3587,No,0.08,0.00
Q8K2D3,0.06304,No,1.00,0.62
Q8K2D6,0.1717,No,0.84,0.18
Q8K2F0,0.05129,No,1.00,0.69
Q8K2F8,-0.002255,No,1.00,0.99
Q8K2H1,0.03671,No,1.00,0.77
Q8K2H2,-0.1,No,1.00,0.43
Q8K2H3,-0.1197,No,1.00,0.34
Q8K2H6,0.07224,No,1.00,0.57
Q8K2I1,0.06398,No,1.00,0.61
Q8K2I3,0.2781,No,0.31,0.03
Q8K2I4,-0.05861,No,1.00,0.64
Q8K2I9,-0.04563,No,1.00,0.72
Q8K2J0,-0.1041,No,1.00,0.41
Q8K2J7,0.08326,No,1.00,0.51
Q8K2K6,0.03028,No,1.00,0.81
Q8K2L8,-0.03886,No,1.00,0.76
Q8K2M0,0.0075,No,1.00,0.95
Q8K2P1,0.0352,No,1.00,0.78
Q8K2P7,-0.01956,No,1.00,0.88
Q8K2Q0,-0.07288,No,1.00,0.57
Q8K2Q5,-0.06431,No,1.00,0.61
Q8K2Q7,0.006702,No,1.00,0.96
Q8K2Q9,-0.5308,Yes,0.00,0.00
Q8K2T1,0.04716,No,1.00,0.71
Q8K2T4,-0.003717,No,1.00,0.98
Q8K2T8,0.1109,No,1.00,0.38
Q8K2V1,0.1086,No,1.00,0.39
Q8K2V6,0.06229,No,1.00,0.62
Q8K2W3,-0.06671,No,1.00,0.60
Q8K2W6,-0.1787,No,0.79,0.16
Q8K2X3,-0.1127,No,1.00,0.37
Q8K2X8,0.01506,No,1.00,0.91
Q8K2Y0,0.2763,No,0.31,0.03
Q8K2Y3,-0.3294,No,0.14,0.01
Q8K2Y7,0.001593,No,1.00,0.99
Q8K2Y9,0.04243,No,1.00,0.74
Q8K2Z2,0.05207,No,1.00,0.68
Q8K2Z4,0.2778,No,0.31,0.03
Q8K301,0.07315,No,1.00,0.56
Q8K304,-0.04228,No,1.00,0.74
Q8K305,0.3702,No,0.07,0.00
Q8K310,0.01117,No,1.00,0.93
Q8K327,0.03908,No,1.00,0.76
Q8K330,-0.1164,No,1.00,0.36
Q8K337,-0.01422,No,1.00,0.91
Q8K339,-0.2729,No,0.33,0.03
Q8K341,-0.1671,No,0.85,0.19
Q8K353,-0.02571,No,1.00,0.84
Q8K354,-0.0342,No,1.00,0.79
Q8K358,0.1697,No,0.85,0.18
Q8K363,0.01673,No,1.00,0.89
Q8K368,0.1539,No,0.90,0.22
Q8K370,-0.07153,No,1.00,0.57
Q8K371,-0.2394,No,0.47,0.06
Q8K382,-0.1468,No,0.93,0.25
Q8K385,-0.1128,No,1.00,0.37
Q8K387,-0.3772,No,0.06,0.00
Q8K389,0.006265,No,1.00,0.96
Q8K3A0,-0.1476,No,0.93,0.24
Q8K3A6,0.04203,No,1.00,0.74
Q8K3A9,-0.1825,No,0.78,0.15
Q8K3B1,0.01856,No,1.00,0.88
Q8K3C3,-0.03315,No,1.00,0.79
Q8K3D3,-0.08634,No,1.00,0.50
Q8K3E5,-0.06268,No,1.00,0.62
Q8K3G5,-0.01005,No,1.00,0.94
Q8K3G9,0.1318,No,0.98,0.30
Q8K3H0,-0.02974,No,1.00,0.81
Q8K3I9,0.1296,No,0.99,0.31
Q8K3J1,-0.1081,No,1.00,0.39
Q8K3J5,0.06067,No,1.00,0.63
Q8K3K7,-0.2196,No,0.58,0.08
Q8K3K8,0.03102,No,1.00,0.81
Q8K3P5,0.05679,No,1.00,0.65
Q8K3W0,0.003707,No,1.00,0.98
Q8K3W3,-0.07442,No,1.00,0.56
Q8K3X4,-0.0199,No,1.00,0.88
Q8K3Z9,-0.1561,No,0.89,0.22
Q8K400,0.04284,No,1.00,0.74
Q8K409,-0.06324,No,1.00,0.62
Q8K411,-0.03161,No,1.00,0.80
Q8K449,-0.2314,No,0.51,0.07
Q8K479,-0.1848,No,0.77,0.14
Q8K482,-0.1463,No,0.93,0.25
Q8K4B0,-0.0175,No,1.00,0.89
Q8K4B2,-0.04796,No,1.00,0.71
Q8K4D3,0.42,Yes,0.02,0.00
Q8K4F5,-0.003424,No,1.00,0.98
Q8K4F6,-0.04748,No,1.00,0.71
Q8K4G1,-0.06755,No,1.00,0.59
Q8K4G5,-0.08494,No,1.00,0.50
Q8K4J6,-0.159,No,0.88,0.21
Q8K4K6,0.04778,No,1.00,0.71
Q8K4L0,-0.04292,No,1.00,0.73
Q8K4L3,-0.1364,No,0.97,0.28
Q8K4M5,-0.0978,No,1.00,0.44
Q8K4P0,-0.1579,No,0.88,0.21
Q8K4P8,-0.1791,No,0.79,0.16
Q8K4Q0,-0.1264,No,1.00,0.32
Q8K4Q7,0.02926,No,1.00,0.82
Q8K4Q8,-0.2685,No,0.35,0.03
Q8K4R9,-0.008278,No,1.00,0.95
Q8K4S1,-0.08661,No,1.00,0.49
Q8K4X7,-0.07777,No,1.00,0.54
Q8K4Z3,-0.01539,No,1.00,0.90
Q8K4Z5,0.08794,No,1.00,0.49
Q8K5B2,0.3328,No,0.13,0.01
Q8N7N5,-0.09249,No,1.00,0.47
Q8N7N6,0.215,No,0.60,0.09
Q8N9S3,0.07021,No,1.00,0.58
Q8QZR8,0.132,No,0.98,0.30
Q8QZS1,-0.02336,No,1.00,0.85
Q8QZS3,-0.1939,No,0.72,0.13
Q8QZT1,0.007399,No,1.00,0.95
Q8QZV7,0.04551,No,1.00,0.72
Q8QZX2,-0.08883,No,1.00,0.48
Q8QZY1,0.06519,No,1.00,0.61
Q8QZY6,0.01411,No,1.00,0.91
Q8QZY9,0.06176,No,1.00,0.63
Q8QZZ7,-0.2278,No,0.53,0.07
Q8QZZ8,0.769,Yes,0.00,0.00
Q8R001,0.03228,No,1.00,0.80
Q8R010,0.004044,No,1.00,0.97
Q8R015,-0.005204,No,1.00,0.97
Q8R016,-0.1012,No,1.00,0.42
Q8R035,-0.01071,No,1.00,0.93
Q8R050,0.09198,No,1.00,0.47
Q8R059,0.02192,No,1.00,0.86
Q8R060,0.1876,No,0.76,0.14
Q8R079,0.04036,No,1.00,0.75
Q8R080,0.007642,No,1.00,0.95
Q8R081,-0.1124,No,1.00,0.38
Q8R086,0.09339,No,1.00,0.46
Q8R087,0.01818,No,1.00,0.89
Q8R088,-0.08293,No,1.00,0.51
Q8R089,0.1541,No,0.90,0.22
Q8R092,0.2337,No,0.50,0.07
Q8R0A0,0.08728,No,1.00,0.49
Q8R0A2,0.09404,No,1.00,0.46
Q8R0F3,0.2812,No,0.30,0.03
Q8R0F5,-0.249,No,0.43,0.05
Q8R0F6,-0.009109,No,1.00,0.94
Q8R0F8,-0.04165,No,1.00,0.74
Q8R0G7,0.06856,No,1.00,0.59
Q8R0G9,-0.1763,No,0.81,0.16
Q8R0H9,0.07177,No,1.00,0.57
Q8R0I4,-0.02207,No,1.00,0.86
Q8R0J4,-0.03082,No,1.00,0.81
Q8R0J7,-0.06336,No,1.00,0.62
Q8R0K9,0.2048,No,0.66,0.11
Q8R0L9,-0.3665,No,0.07,0.00
Q8R0S1,-0.04184,No,1.00,0.74
Q8R0S2,-0.00461,No,1.00,0.97
Q8R0W0,-0.3729,No,0.07,0.00
Q8R0X2,0.1381,No,0.96,0.28
Q8R0X7,-0.1359,No,0.97,0.28
Q8R100,0.05409,No,1.00,0.67
Q8R105,0.03111,No,1.00,0.81
Q8R123,0.06922,No,1.00,0.58
Q8R127,-0.1422,No,0.94,0.26
Q8R138,0.02466,No,1.00,0.85
Q8R143,-0.01816,No,1.00,0.89
Q8R146,0.001073,No,1.00,0.99
Q8R149,-0.2108,No,0.63,0.10
Q8R151,0.03344,No,1.00,0.79
Q8R164,-0.05333,No,1.00,0.67
Q8R179,0.1363,No,0.97,0.28
Q8R180,0.03506,No,1.00,0.78
Q8R184,0.1526,No,0.90,0.23
Q8R1A4,-0.02781,No,1.00,0.83
Q8R1B4,-0.01576,No,1.00,0.90
Q8R1F0,-0.5148,Yes,0.00,0.00
Q8R1F1,0.005687,No,1.00,0.96
Q8R1F6,0.2243,No,0.55,0.08
Q8R1F9,-0.3673,No,0.07,0.00
Q8R1G6,-0.3157,No,0.18,0.01
Q8R1H0,0.05161,No,1.00,0.68
Q8R1I1,0.2332,No,0.50,0.07
Q8R1J9,-0.07901,No,1.00,0.53
Q8R1K1,-0.01878,No,1.00,0.88
Q8R1K4,-0.1173,No,1.00,0.35
Q8R1N0,0.007,No,1.00,0.96
Q8R1N4,-0.0697,No,1.00,0.58
Q8R1P4,-0.245,No,0.45,0.05
Q8R1Q8,0.0299,No,1.00,0.81
Q8R1S0,0.02616,No,1.00,0.84
Q8R1S4,-0.03452,No,1.00,0.79
Q8R1T1,-0.0621,No,1.00,0.62
Q8R1T4,-0.04231,No,1.00,0.74
Q8R1U1,-0.008902,No,1.00,0.94
Q8R1U2,0.05713,No,1.00,0.65
Q8R1V4,0.1009,No,1.00,0.43
Q8R1X6,-0.01254,No,1.00,0.92
Q8R1Z9,0.004564,No,1.00,0.97
Q8R238,-0.1053,No,1.00,0.41
Q8R242,-0.06073,No,1.00,0.63
Q8R2G6,-0.1596,No,0.88,0.21
Q8R2K4,-0.03829,No,1.00,0.76
Q8R2M2,-0.1299,No,0.99,0.31
Q8R2N2,0.01659,No,1.00,0.90
Q8R2Q4,0.01286,No,1.00,0.92
Q8R2Q6,0.156,No,0.89,0.22
Q8R2Q8,-0.4039,Yes,0.03,0.00
Q8R2R1,-0.05881,No,1.00,0.64
Q8R2R3,0.2014,No,0.68,0.11
Q8R2R6,-0.1828,No,0.78,0.15
Q8R2R9,0.1751,No,0.82,0.17
Q8R2S9,-0.1275,No,1.00,0.31
Q8R2T8,0.02329,No,1.00,0.85
Q8R2U0,-0.09325,No,1.00,0.46
Q8R2U2,-0.5856,Yes,0.00,0.00
Q8R2U4,-0.07442,No,1.00,0.56
Q8R2U6,-0.04971,No,1.00,0.69
Q8R2U7,-0.137,No,0.97,0.28
Q8R2X8,0.07176,No,1.00,0.57
Q8R2Y0,0.106,No,1.00,0.40
Q8R2Y2,0.2531,No,0.41,0.05
Q8R2Y3,-0.1854,No,0.77,0.14
Q8R2Y8,0.1002,No,1.00,0.43
Q8R2Y9,-0.07761,No,1.00,0.54
Q8R2Z5,0.2141,No,0.61,0.09
Q8R307,-0.0998,No,1.00,0.43
Q8R310,0.000281,No,1.00,1.00
Q8R313,0.002215,No,1.00,0.99
Q8R316,0.2161,No,0.60,0.09
Q8R317,0.02603,No,1.00,0.84
Q8R322,-0.0706,No,1.00,0.58
Q8R323,0.1995,No,0.69,0.12
Q8R326,-0.00158,No,1.00,0.99
Q8R331,-0.1098,No,1.00,0.39
Q8R332,-0.07166,No,1.00,0.57
Q8R344,0.0507,No,1.00,0.69
Q8R349,0.0406,No,1.00,0.75
Q8R361,-0.1255,No,1.00,0.32
Q8R366,-0.01474,No,1.00,0.91
Q8R373,0.1143,No,1.00,0.37
Q8R395,0.09264,No,1.00,0.46
Q8R3B1,0.03823,No,1.00,0.76
Q8R3B7,0.08634,No,1.00,0.50
Q8R3C0,0.02275,No,1.00,0.86
Q8R3C6,-0.5358,Yes,0.00,0.00
Q8R3D1,0.08379,No,1.00,0.51
Q8R3E3,-0.07572,No,1.00,0.55
Q8R3F5,-0.01765,No,1.00,0.89
Q8R3F9,-0.4199,Yes,0.02,0.00
Q8R3G1,-0.09086,No,1.00,0.47
Q8R3G9,-0.02448,No,1.00,0.85
Q8R3H7,0.1537,No,0.90,0.23
Q8R3H9,0.09436,No,1.00,0.46
Q8R3I3,0.01891,No,1.00,0.88
Q8R3K3,0.02492,No,1.00,0.84
Q8R3L2,-0.1672,No,0.85,0.19
Q8R3L5,-0.3457,No,0.11,0.01
Q8R3N1,-0.3404,No,0.12,0.01
Q8R3N6,0.1587,No,0.88,0.21
Q8R3P2,-0.0823,No,1.00,0.52
Q8R3P6,-0.1527,No,0.90,0.23
Q8R3P7,-0.07694,No,1.00,0.54
Q8R3Q0,0.08614,No,1.00,0.50
Q8R3Q2,0.1473,No,0.93,0.24
Q8R3Q6,0.04528,No,1.00,0.72
Q8R3S6,-0.0204,No,1.00,0.87
Q8R3T5,-0.0235,No,1.00,0.85
Q8R3V5,0.07012,No,1.00,0.58
Q8R3V6,0.02714,No,1.00,0.83
Q8R3W5,-0.1018,No,1.00,0.42
Q8R3Y5,-0.2927,No,0.26,0.02
Q8R3Y8,0.05229,No,1.00,0.68
Q8R404,0.08323,No,1.00,0.51
Q8R409,0.07127,No,1.00,0.57
Q8R418,0.00145,No,1.00,0.99
Q8R420,0.1597,No,0.88,0.21
Q8R422,0.05612,No,1.00,0.66
Q8R464,0.1428,No,0.94,0.26
Q8R480,-0.2006,No,0.68,0.11
Q8R4C2,0.00467,No,1.00,0.97
Q8R4H2,-0.06885,No,1.00,0.59
Q8R4H9,0.03083,No,1.00,0.81
Q8R4K2,-0.04113,No,1.00,0.75
Q8R4K8,0.4404,Yes,0.01,0.00
Q8R4N0,-0.004322,No,1.00,0.97
Q8R4P9,-0.07398,No,1.00,0.56
Q8R4R6,0.01227,No,1.00,0.92
Q8R4T1,-0.01796,No,1.00,0.89
Q8R4U7,-0.01522,No,1.00,0.90
Q8R4V4,0.0246,No,1.00,0.85
Q8R4X3,0.0474,No,1.00,0.71
Q8R4Y8,0.2468,No,0.44,0.05
Q8R502,0.1008,No,1.00,0.43
Q8R516,-0.03479,No,1.00,0.78
Q8R527,0.1481,No,0.92,0.24
Q8R550,0.09907,No,1.00,0.43
Q8R570,-0.07824,No,1.00,0.54
Q8R574,0.009313,No,1.00,0.94
Q8R5A0,0.08394,No,1.00,0.51
Q8R5A3,-0.1228,No,1.00,0.33
Q8R5A6,0.01682,No,1.00,0.89
Q8R5C5,0.04145,No,1.00,0.74
Q8R5C8,0.03233,No,1.00,0.80
Q8R5F3,-0.005549,No,1.00,0.97
Q8R5F7,-0.1176,No,1.00,0.35
Q8R5H1,0.1336,No,0.98,0.29
Q8R5H6,0.03669,No,1.00,0.77
Q8R5I6,-0.005417,No,1.00,0.97
Q8R5J9,-0.01781,No,1.00,0.89
Q8R5K4,0.1148,No,1.00,0.36
Q8R5L3,0.01333,No,1.00,0.92
Q8R5M2,-0.165,No,0.86,0.19
Q8VBT0,0.006406,No,1.00,0.96
Q8VBT6,-0.03371,No,1.00,0.79
Q8VBT9,-0.01083,No,1.00,0.93
Q8VBU8,0.1657,No,0.86,0.19
Q8VBV3,0.01287,No,1.00,0.92
Q8VBV7,0.2014,No,0.68,0.11
Q8VBW1,-0.0431,No,1.00,0.73
Q8VBW5,-0.2802,No,0.30,0.03
Q8VBW6,-0.03445,No,1.00,0.79
Q8VBX6,0.1588,No,0.88,0.21
Q8VBZ0,-0.08093,No,1.00,0.52
Q8VBZ3,0.1298,No,0.99,0.31
Q8VC03,-0.03755,No,1.00,0.77
Q8VC16,-0.06277,No,1.00,0.62
Q8VC19,0.09686,No,1.00,0.44
Q8VC30,0.003463,No,1.00,0.98
Q8VC31,-0.08548,No,1.00,0.50
Q8VC34,0.117,No,1.00,0.36
Q8VC42,0.04203,No,1.00,0.74
Q8VC49,0.09199,No,1.00,0.47
Q8VC51,0.3445,No,0.11,0.01
Q8VC52,0.05707,No,1.00,0.65
Q8VC57,0.07019,No,1.00,0.58
Q8VC60,-0.2459,No,0.45,0.05
Q8VC65,-0.09808,No,1.00,0.44
Q8VC70,0.07434,No,1.00,0.56
Q8VC85,0.09596,No,1.00,0.45
Q8VCA6,-0.08518,No,1.00,0.50
Q8VCA8,0.06216,No,1.00,0.62
Q8VCB1,0.02521,No,1.00,0.84
Q8VCB2,0.02319,No,1.00,0.85
Q8VCC2,0.6471,Yes,0.00,0.00
Q8VCC8,-0.1833,No,0.78,0.15
Q8VCD5,0.01321,No,1.00,0.92
Q8VCD7,-0.338,No,0.12,0.01
Q8VCE2,-0.1959,No,0.71,0.12
Q8VCE9,0.06575,No,1.00,0.60
Q8VCF0,0.05441,No,1.00,0.67
Q8VCF1,0.03039,No,1.00,0.81
Q8VCG3,0.05116,No,1.00,0.69
Q8VCG9,0.06965,No,1.00,0.58
Q8VCH5,0.05936,No,1.00,0.64
Q8VCH6,0.1709,No,0.84,0.18
Q8VCH7,0.009986,No,1.00,0.94
Q8VCH8,-0.3639,No,0.08,0.00
Q8VCI5,0.05431,No,1.00,0.67
Q8VCL2,0.01064,No,1.00,0.93
Q8VCM3,-0.05805,No,1.00,0.65
Q8VCM4,-0.04184,No,1.00,0.74
Q8VCM5,-0.0823,No,1.00,0.52
Q8VCM8,0.1633,No,0.86,0.20
Q8VCN9,-0.04513,No,1.00,0.72
Q8VCP8,0.0844,No,1.00,0.51
Q8VCQ3,0.06403,No,1.00,0.61
Q8VCR7,-0.1457,No,0.94,0.25
Q8VCS3,0.05377,No,1.00,0.67
Q8VCT3,-0.008268,No,1.00,0.95
Q8VCW4,-0.009818,No,1.00,0.94
Q8VCW8,0.1249,No,1.00,0.32
Q8VCX2,-0.07576,No,1.00,0.55
Q8VCX5,-0.02558,No,1.00,0.84
Q8VCX6,0.005782,No,1.00,0.96
Q8VCY6,-0.04987,No,1.00,0.69
Q8VD04,-0.01969,No,1.00,0.88
Q8VD12,-0.07379,No,1.00,0.56
Q8VD26,0.04732,No,1.00,0.71
Q8VD31,-0.06814,No,1.00,0.59
Q8VD62,-0.03944,No,1.00,0.76
Q8VD65,0.06868,No,1.00,0.59
Q8VD66,0.174,No,0.82,0.17
Q8VD72,-0.01506,No,1.00,0.91
Q8VD75,0.05771,No,1.00,0.65
Q8VD76,-0.08922,No,1.00,0.48
Q8VDC0,0.1091,No,1.00,0.39
Q8VDC1,-0.03672,No,1.00,0.77
Q8VDD5,-0.08188,No,1.00,0.52
Q8VDD8,-0.5859,Yes,0.00,0.00
Q8VDD9,-0.5801,Yes,0.00,0.00
Q8VDF2,0.2284,No,0.53,0.07
Q8VDG3,-0.066,No,1.00,0.60
Q8VDG5,-0.09826,No,1.00,0.44
Q8VDG7,-0.07516,No,1.00,0.55
Q8VDI7,0.2332,No,0.50,0.07
Q8VDI9,-0.06876,No,1.00,0.59
Q8VDJ3,0.02188,No,1.00,0.86
Q8VDK1,-0.006109,No,1.00,0.96
Q8VDL4,-0.03672,No,1.00,0.77
Q8VDM1,-0.06972,No,1.00,0.58
Q8VDM4,0.1076,No,1.00,0.40
Q8VDM6,0.03498,No,1.00,0.78
Q8VDN2,0.02396,No,1.00,0.85
Q8VDP2,-0.07151,No,1.00,0.57
Q8VDP3,-0.001738,No,1.00,0.99
Q8VDP4,0.03402,No,1.00,0.79
Q8VDP6,0.01605,No,1.00,0.90
Q8VDQ1,-0.08854,No,1.00,0.48
Q8VDQ8,-0.0161,No,1.00,0.90
Q8VDQ9,-0.3572,No,0.09,0.00
Q8VDR9,0.008519,No,1.00,0.95
Q8VDS4,-0.04953,No,1.00,0.70
Q8VDS8,-0.2259,No,0.54,0.07
Q8VDT9,-0.01277,No,1.00,0.92
Q8VDU0,0.05668,No,1.00,0.65
Q8VDV8,-0.1094,No,1.00,0.39
Q8VDW0,0.2801,No,0.30,0.03
Q8VDY9,0.1644,No,0.86,0.19
Q8VDZ4,0.1267,No,1.00,0.32
Q8VE09,-0.1217,No,1.00,0.34
Q8VE11,0.02273,No,1.00,0.86
Q8VE18,-0.07256,No,1.00,0.57
Q8VE19,-0.02397,No,1.00,0.85
Q8VE22,0.05938,No,1.00,0.64
Q8VE37,-0.367,No,0.07,0.00
Q8VE38,-0.126,No,1.00,0.32
Q8VE42,0.1101,No,1.00,0.39
Q8VE47,0.1315,No,0.99,0.30
Q8VE62,-0.004958,No,1.00,0.97
Q8VE65,-0.0466,No,1.00,0.71
Q8VE70,0.005385,No,1.00,0.97
Q8VE73,0.14,No,0.95,0.27
Q8VE88,-0.01825,No,1.00,0.89
Q8VE92,0.04945,No,1.00,0.70
Q8VE94,0.108,No,1.00,0.39
Q8VE95,-0.2541,No,0.41,0.04
Q8VE96,-0.06583,No,1.00,0.60
Q8VE97,-0.1415,No,0.95,0.26
Q8VE98,0.013,No,1.00,0.92
Q8VE99,0.03176,No,1.00,0.80
Q8VEA8,-0.09163,No,1.00,0.47
Q8VEB1,-0.1677,No,0.85,0.19
Q8VEB2,-0.08701,No,1.00,0.49
Q8VEB4,-0.269,No,0.35,0.03
Q8VEC4,-0.0116,No,1.00,0.93
Q8VED2,-0.03619,No,1.00,0.78
Q8VED9,-0.08855,No,1.00,0.48
Q8VEE0,0.05659,No,1.00,0.66
Q8VEE1,-0.1821,No,0.78,0.15
Q8VEE4,0.1516,No,0.91,0.23
Q8VEF1,0.1189,No,1.00,0.35
Q8VEG4,0.02872,No,1.00,0.82
Q8VEG6,0.1291,No,0.99,0.31
Q8VEH3,0.1303,No,0.99,0.30
Q8VEH5,0.05137,No,1.00,0.69
Q8VEH6,0.04841,No,1.00,0.70
Q8VEH8,-0.01431,No,1.00,0.91
Q8VEJ4,0.01923,No,1.00,0.88
Q8VEJ9,-0.06823,No,1.00,0.59
Q8VEK0,0.06299,No,1.00,0.62
Q8VEK3,-0.08064,No,1.00,0.52
Q8VEK6,0.03638,No,1.00,0.77
Q8VEL2,0.05936,No,1.00,0.64
Q8VEM8,0.007442,No,1.00,0.95
Q8VH51,-0.01308,No,1.00,0.92
Q8VHC3,0.02653,No,1.00,0.83
Q8VHE0,0.01659,No,1.00,0.90
Q8VHG2,0.07264,No,1.00,0.57
Q8VHH5,-0.1817,No,0.78,0.15
Q8VHI3,0.08301,No,1.00,0.51
Q8VHK1,-0.07479,No,1.00,0.56
Q8VHK9,-0.3178,No,0.17,0.01
Q8VHL1,0.1485,No,0.92,0.24
Q8VHN8,-0.006153,No,1.00,0.96
Q8VHQ4,0.1078,No,1.00,0.39
Q8VHR5,0.05938,No,1.00,0.64
Q8VHX6,-0.153,No,0.90,0.23
Q8VHY0,-0.03924,No,1.00,0.76
Q8VHZ7,0.08472,No,1.00,0.50
Q8VI16,-0.02104,No,1.00,0.87
Q8VI33,0.02351,No,1.00,0.85
Q8VI36,0.09296,No,1.00,0.46
Q8VI59,-0.07448,No,1.00,0.56
Q8VI63,-0.2568,No,0.40,0.04
Q8VI75,0.1523,No,0.90,0.23
Q8VI84,-0.3946,Yes,0.04,0.00
Q8VI94,-0.1017,No,1.00,0.42
Q8VIG0,-0.02748,No,1.00,0.83
Q8VIG1,-0.4734,Yes,0.01,0.00
Q8VIJ6,0.0256,No,1.00,0.84
Q8VIJ8,0.0664,No,1.00,0.60
Q8VIK5,-0.1511,No,0.91,0.23
Q8VIM9,-0.1173,No,1.00,0.35
Q8WTY4,-0.08302,No,1.00,0.51
Q91UZ5,0.03226,No,1.00,0.80
Q91V01,0.07428,No,1.00,0.56
Q91V04,0.1555,No,0.90,0.22
Q91V08,-0.09817,No,1.00,0.44
Q91V09,-0.1362,No,0.97,0.28
Q91V12,-0.0914,No,1.00,0.47
Q91V17,0.1427,No,0.94,0.26
Q91V24,-0.08567,No,1.00,0.50
Q91V36,-0.2041,No,0.67,0.11
Q91V41,-0.187,No,0.76,0.14
Q91V61,-0.02135,No,1.00,0.87
