uniprot,Mean Diff.,Discovery?,q value,Individual P Value
A1A5B6,0.01584,No,0.95,0.89
A1Z198,-1.554,Yes,0.00,0.00
A2A432,0.03225,No,0.92,0.78
A2A4P0,-0.2371,No,0.24,0.04
A2A5R2,-0.0617,No,0.89,0.59
A2A5Z6,-0.1434,No,0.62,0.21
A2A690,-0.2456,No,0.21,0.03
A2A699,-0.06107,No,0.89,0.60
A2A6A1,0.009655,No,0.95,0.93
A2A6Q5,0.001215,No,0.96,0.99
A2A6T1,0.06027,No,0.89,0.60
A2A791,-0.2569,No,0.18,0.03
A2A7S8,-0.1727,No,0.49,0.13
A2A863,0.09115,No,0.81,0.43
A2A884,0.02147,No,0.94,0.85
A2A8L1,-0.2531,No,0.19,0.03
A2A8L5,-0.2239,No,0.28,0.05
A2A8U2,-0.3295,Yes,0.05,0.00
A2A8Z1,0.03847,No,0.92,0.74
A2A9A2,0.2181,No,0.30,0.06
A2A9C3,-0.04912,No,0.91,0.67
A2AAE1,-0.2884,No,0.11,0.01
A2AAY5,-0.4466,Yes,0.00,0.00
A2ABV5,-0.07461,No,0.86,0.52
A2ACJ2,0.09562,No,0.80,0.41
A2ADA5,0.04324,No,0.91,0.71
A2ADY9,0.0366,No,0.92,0.75
A2AF47,-0.04235,No,0.91,0.71
Q8R3R5,-0.1803,No,0.46,0.12
A2AG58,-0.06081,No,0.89,0.60
A2AGH6,-0.1315,No,0.67,0.25
A2AGT5,-0.2148,No,0.32,0.06
A2AH22,0.166,No,0.52,0.15
A2AHC3,-0.2879,No,0.11,0.01
A2AI05,0.1792,No,0.46,0.12
A2AI08,-0.2035,No,0.36,0.08
A2AIL4,-0.2496,No,0.20,0.03
A2AIV2,-0.07375,No,0.86,0.52
A2AIW0,0.05443,No,0.90,0.64
A2AJ15,-0.1067,No,0.76,0.35
A2AJ88,-0.09401,No,0.80,0.41
A2AJI0,-0.4334,Yes,0.00,0.00
A2AJL3,-0.2366,No,0.24,0.04
A2AJT4,0.007908,No,0.96,0.95
A2AKG8,0.243,No,0.22,0.03
A2AKX3,-0.3569,Yes,0.03,0.00
A2ALU4,0.1013,No,0.78,0.38
A2ALW5,-0.1977,No,0.39,0.09
A2AM05,-0.08427,No,0.84,0.46
A2AM29,-0.1821,No,0.45,0.11
A2AN08,-0.03956,No,0.92,0.73
A2APB8,0.5396,Yes,0.00,0.00
A2APV2,-0.2906,No,0.11,0.01
A2APY7,0.03474,No,0.92,0.76
A2AQ19,0.03126,No,0.93,0.79
A2AQ25,-0.3451,Yes,0.04,0.00
A2AR02,-0.02214,No,0.94,0.85
A2AR95,0.08729,No,0.83,0.45
A2ARP1,-0.07234,No,0.86,0.53
A2ARV4,0.08009,No,0.85,0.49
A2AS55,0.1538,No,0.58,0.18
A2ASA8,0.09082,No,0.81,0.43
A2ASQ1,-0.2165,No,0.31,0.06
A2ASS6,0.04908,No,0.91,0.67
A2ASZ8,-0.04102,No,0.92,0.72
A2AT37,-0.2838,No,0.12,0.01
A2ATU0,-0.3097,No,0.07,0.01
A2AUU0,-0.02978,No,0.93,0.80
A2AVA0,-0.01323,No,0.95,0.91
A2AVZ9,-0.2551,No,0.18,0.03
A2AWA9,0.06708,No,0.88,0.56
A2AWL7,-1.208,Yes,0.00,0.00
A2AWT3,-0.2619,No,0.17,0.02
A2BDX3,0.01636,No,0.94,0.89
A2BE28,-0.02077,No,0.94,0.86
A2BH40,-0.03558,No,0.92,0.76
A2CE44,-0.1814,No,0.45,0.12
A2CG49,-0.05965,No,0.89,0.60
A2CG63,-0.0206,No,0.94,0.86
A2RSJ4,0.02964,No,0.93,0.80
A2RSQ0,0.01418,No,0.95,0.90
A2RSX7,0.05556,No,0.90,0.63
A2RSY1,-0.06053,No,0.89,0.60
A2RSY6,-0.102,No,0.78,0.38
A2RT67,-0.2247,No,0.28,0.05
A2RTL5,0.05107,No,0.90,0.66
A3KFM7,-2.211,Yes,0.00,0.00
A3KGB4,0.09209,No,0.81,0.42
A3KGF9,-0.2974,No,0.09,0.01
A3KGS3,0.04916,No,0.91,0.67
A3KGV1,-0.1291,No,0.68,0.26
A3KGW5,-0.2881,No,0.11,0.01
A3KMP2,-0.1108,No,0.75,0.34
A6H5Y3,0.1508,No,0.59,0.19
A6H5Z3,0.005255,No,0.96,0.96
A6H611,-0.08656,No,0.83,0.45
A6H619,-0.1028,No,0.78,0.37
A6H630,0.04752,No,0.91,0.68
A6H687,-0.2204,No,0.29,0.06
A6H6A9,-0.03177,No,0.92,0.78
A6H8H2,0.09859,No,0.79,0.39
A6X8Z5,0.02868,No,0.93,0.80
A6X919,-0.2671,No,0.15,0.02
A8C756,0.1798,No,0.46,0.12
A8Y5H7,0.1725,No,0.49,0.13
B0F2B4,-0.1772,No,0.47,0.12
B0V2N1,-0.2416,No,0.23,0.04
B1AQJ2,0.5589,Yes,0.00,0.00
B1AR13,0.007596,No,0.96,0.95
B1ARD6,0.4064,Yes,0.01,0.00
B1ARW8,-0.1136,No,0.74,0.32
B1AUE5,-0.1429,No,0.62,0.21
B1AVH7,-0.04043,No,0.92,0.73
B1AVY7,-0.0578,No,0.89,0.62
B1AVZ0,-0.06772,No,0.87,0.56
B1AWL2,-0.9021,Yes,0.00,0.00
B1AX39,-0.1778,No,0.47,0.12
B1AXD8,0.1497,No,0.59,0.19
B1AXP6,0.06305,No,0.89,0.58
B1AY10,-0.1972,No,0.39,0.09
B1AY13,0.1194,No,0.72,0.30
B1AZ99,-0.3945,Yes,0.01,0.00
B1AZA5,-0.07748,No,0.85,0.50
B1AZI6,-0.3144,No,0.07,0.01
B1AZP2,-0.1263,No,0.69,0.27
B2B9E1,-0.1414,No,0.63,0.22
B2KF05,-0.6408,Yes,0.00,0.00
B2RQC2,-0.01748,No,0.94,0.88
B2RQC6,0.2424,No,0.22,0.04
B2RQE8,-0.01446,No,0.95,0.90
B2RR83,-0.1564,No,0.57,0.17
B2RRD7,-0.3262,No,0.05,0.00
B2RRE7,-0.01543,No,0.95,0.89
B2RSH2,-0.0164,No,0.94,0.89
B2RU80,0.118,No,0.73,0.31
B2RUR8,0.05517,No,0.90,0.63
B2RVL6,-0.137,No,0.65,0.23
B2RWS6,-0.0752,No,0.86,0.51
B2RX14,-0.4908,Yes,0.00,0.00
B2RX88,0.04339,No,0.91,0.71
B2RXC1,-0.03543,No,0.92,0.76
B2RXR6,-0.02522,No,0.94,0.83
B2RXS4,0.0005593,No,0.96,1.00
B2RXV4,0.1777,No,0.47,0.12
B2RY04,-0.002848,No,0.96,0.98
B2RY56,0.08028,No,0.85,0.49
B5TVM2,-0.03494,No,0.92,0.76
B7ZMP1,0.08386,No,0.84,0.47
B7ZNG0,-0.1628,No,0.54,0.16
B8JKV0,-0.1738,No,0.49,0.13
B8ZXI1,-0.03519,No,0.92,0.76
B9EHT4,-0.1961,No,0.39,0.09
B9EJ80,-0.1583,No,0.56,0.17
B9EJ86,-0.1379,No,0.64,0.23
B9EJR8,0.2727,No,0.14,0.02
B9EJV3,-0.2026,No,0.37,0.08
B9EKE5,-0.213,No,0.32,0.06
B9EKI3,0.1223,No,0.71,0.29
B9EKR1,0.2714,No,0.14,0.02
C0HKD9,0.0478,No,0.91,0.68
C0HKE9,-0.2651,No,0.16,0.02
C0HKG6,-0.01234,No,0.95,0.91
D2EAC2,0.001918,No,0.96,0.99
D3YVF0,0.04042,No,0.92,0.73
D3YX43,-0.01727,No,0.94,0.88
D3YXG0,-0.3649,Yes,0.02,0.00
D3YXJ0,0.05924,No,0.89,0.61
D3YXK1,-0.2391,No,0.23,0.04
D3YXK2,0.006985,No,0.96,0.95
D3YYU8,0.1098,No,0.75,0.34
D3YZG8,-0.02716,No,0.93,0.81
D3YZP9,0.07535,No,0.86,0.51
D3YZV8,-0.3979,Yes,0.01,0.00
D3Z2R5,-0.05858,No,0.89,0.61
D3Z4S3,-0.107,No,0.76,0.35
D3Z5L6,-0.4414,Yes,0.00,0.00
D3Z7P3,0.1919,No,0.41,0.10
D3Z7Q2,0.194,No,0.40,0.09
E1U8D0,-0.5037,Yes,0.00,0.00
E2JF22,-0.01736,No,0.94,0.88
E9PUQ8,0.03396,No,0.92,0.77
E9PVA8,0.06011,No,0.89,0.60
E9PVB5,0.01562,No,0.95,0.89
E9PVD3,-0.267,No,0.15,0.02
E9PVX6,-0.7725,Yes,0.00,0.00
E9PXF8,-0.1103,No,0.75,0.34
E9PY46,-0.1833,No,0.45,0.11
E9PYH6,-0.04552,No,0.91,0.69
E9PYK3,-0.1527,No,0.58,0.18
E9PYL2,-0.6779,Yes,0.00,0.00
E9PZJ8,0.04074,No,0.92,0.72
E9PZM4,-0.6506,Yes,0.00,0.00
E9Q1P8,-0.009741,No,0.95,0.93
E9Q286,0.1098,No,0.75,0.34
E9Q309,-1.002,Yes,0.00,0.00
E9Q394,-0.337,Yes,0.04,0.00
E9Q3C1,-0.5042,Yes,0.00,0.00
E9Q3L2,-0.09635,No,0.80,0.40
E9Q414,0.07022,No,0.86,0.54
E9Q4F7,-1.477,Yes,0.00,0.00
E9Q4N7,-0.06227,No,0.89,0.59
E9Q555,-0.1607,No,0.55,0.16
E9Q557,-0.2682,No,0.15,0.02
E9Q5C9,0.1485,No,0.60,0.20
E9Q5F9,-0.0339,No,0.92,0.77
E9Q5G3,0.3145,No,0.07,0.01
E9Q5K9,0.0253,No,0.94,0.83
E9Q634,0.1494,No,0.59,0.19
E9Q6B2,0.2405,No,0.23,0.04
E9Q6J5,-0.7584,Yes,0.00,0.00
E9Q6P5,-0.1941,No,0.40,0.09
E9Q735,-0.05749,No,0.89,0.62
E9Q784,-0.2755,No,0.14,0.02
E9Q7D5,-0.07723,No,0.85,0.50
E9Q7E2,-0.1479,No,0.60,0.20
E9Q7F2,-0.2608,No,0.17,0.02
E9Q7G0,-0.12,No,0.72,0.30
E9Q7X6,0.01572,No,0.95,0.89
E9Q8D0,-0.5781,Yes,0.00,0.00
E9Q8I9,-0.1243,No,0.70,0.28
E9Q8T2,-0.6457,Yes,0.00,0.00
E9Q9R9,-0.1244,No,0.70,0.28
E9QAM5,-0.2237,No,0.28,0.05
E9QAT4,0.04507,No,0.91,0.70
F6ZDS4,0.06978,No,0.87,0.54
F7BJB9,0.2986,No,0.09,0.01
F8VPQ2,-0.1188,No,0.72,0.30
F8VPU2,-0.2385,No,0.23,0.04
F8VPZ9,-0.03229,No,0.92,0.78
F8VQB6,-0.02398,No,0.94,0.84
G3X9G7,-0.6665,Yes,0.00,0.00
G3X9J0,0.08727,No,0.83,0.45
G3X9K3,0.02972,No,0.93,0.80
G3XA57,-0.2948,No,0.10,0.01
G3XA59,-0.232,No,0.25,0.04
G5E829,-0.08547,No,0.83,0.46
G5E870,-0.7074,Yes,0.00,0.00
G5E897,-0.02758,No,0.93,0.81
G5E8B9,-1.272,Yes,0.00,0.00
G5E8K5,-0.1834,No,0.44,0.11
G5E8P0,-0.01105,No,0.95,0.92
G5E8P1,-0.2645,No,0.16,0.02
G5E8Q8,-0.3919,Yes,0.01,0.00
L0N7N1,-0.0604,No,0.89,0.60
O08528,0.1733,No,0.49,0.13
O08529,0.005388,No,0.96,0.96
O08532,-0.1102,No,0.75,0.34
O08539,0.1161,No,0.73,0.31
O08543,0.04958,No,0.91,0.67
O08547,0.006789,No,0.96,0.95
O08550,-0.08558,No,0.83,0.46
O08553,0.04016,No,0.92,0.73
O08573,0.07568,No,0.86,0.51
O08579,0.004695,No,0.96,0.97
O08582,-0.1495,No,0.59,0.19
O08583,-0.2273,No,0.27,0.05
O08585,0.06031,No,0.89,0.60
O08586,-0.05505,No,0.90,0.63
O08599,-0.04527,No,0.91,0.69
O08600,-0.01622,No,0.94,0.89
O08601,-0.1177,No,0.73,0.31
O08609,0.03005,No,0.93,0.79
O08638,0.2061,No,0.35,0.07
O08644,0.06605,No,0.88,0.57
O08648,0.1084,No,0.76,0.35
O08663,0.1877,No,0.43,0.10
O08664,-0.01372,No,0.95,0.91
O08665,0.1885,No,0.42,0.10
O08688,-0.4061,Yes,0.01,0.00
O08689,-0.3709,Yes,0.02,0.00
O08709,0.1876,No,0.43,0.10
O08715,0.1527,No,0.58,0.18
O08734,-0.002133,No,0.96,0.99
O08736,-0.01093,No,0.95,0.92
O08738,-0.1219,No,0.71,0.29
O08746,-0.7158,Yes,0.00,0.00
O08749,-0.06843,No,0.87,0.55
O08750,0.3978,Yes,0.01,0.00
O08756,-0.06195,No,0.89,0.59
O08759,0.1395,No,0.64,0.23
O08784,0.01725,No,0.94,0.88
O08785,-0.07248,No,0.86,0.53
O08788,0.08136,No,0.84,0.48
O08789,-0.1039,No,0.77,0.37
O08791,-0.09778,No,0.79,0.40
O08795,-0.04709,No,0.91,0.68
O08796,-0.1503,No,0.59,0.19
O08800,-0.03711,No,0.92,0.75
O08807,0.1063,No,0.77,0.36
O08808,-0.184,No,0.44,0.11
O08810,0.07302,No,0.86,0.53
O08811,-0.007063,No,0.96,0.95
O08832,0.05751,No,0.89,0.62
O08848,0.09506,No,0.80,0.41
O08852,-0.09344,No,0.80,0.42
O08856,-0.08314,No,0.84,0.47
O08908,-0.01086,No,0.95,0.92
O08911,-0.298,No,0.09,0.01
O08912,0.03859,No,0.92,0.74
O08915,0.07671,No,0.85,0.51
O08917,-0.08531,No,0.83,0.46
O08919,-0.07296,No,0.86,0.53
O08967,0.09767,No,0.79,0.40
O08970,0.3451,Yes,0.04,0.00
O08983,0.04723,No,0.91,0.68
O08989,0.007626,No,0.96,0.95
O08992,-0.01958,No,0.94,0.87
O08997,-0.04369,No,0.91,0.70
O08999,-0.2499,No,0.20,0.03
O09000,0.102,No,0.78,0.38
O09005,-0.05697,No,0.89,0.62
O09012,0.07017,No,0.86,0.54
O09044,-0.07763,No,0.85,0.50
O09061,0.01119,No,0.95,0.92
O09106,-0.04181,No,0.92,0.72
O09110,0.0293,No,0.93,0.80
O09111,-0.02593,No,0.94,0.82
O09117,0.02626,No,0.94,0.82
O09126,0.146,No,0.61,0.20
O09131,0.1563,No,0.57,0.17
O09159,-0.1936,No,0.40,0.09
O09164,-0.09772,No,0.79,0.40
O09167,0.06388,No,0.88,0.58
O09172,0.1804,No,0.46,0.12
O09174,-0.04129,No,0.92,0.72
O35066,-0.3915,Yes,0.01,0.00
O35071,-0.1473,No,0.60,0.20
O35074,0.1969,No,0.39,0.09
O35075,0.0754,No,0.86,0.51
O35083,-0.1363,No,0.65,0.24
O35099,-0.3252,No,0.05,0.00
O35114,-0.3743,Yes,0.02,0.00
O35126,0.009593,No,0.95,0.93
O35127,-0.04686,No,0.91,0.68
O35129,0.06162,No,0.89,0.59
O35130,0.02019,No,0.94,0.86
O35134,0.07634,No,0.85,0.51
O35143,-0.5698,Yes,0.00,0.00
O35144,-0.4299,Yes,0.00,0.00
O35153,-0.07695,No,0.85,0.50
O35166,-0.0693,No,0.87,0.55
O35177,0.009638,No,0.95,0.93
O35188,-0.02219,No,0.94,0.85
O35206,-0.3886,Yes,0.01,0.00
O35207,-0.004058,No,0.96,0.97
O35215,-0.05798,No,0.89,0.61
O35218,0.007804,No,0.96,0.95
O35231,0.04198,No,0.91,0.72
O35239,0.01783,No,0.94,0.88
O35242,-0.02925,No,0.93,0.80
O35245,-0.1275,No,0.69,0.27
O35250,0.006125,No,0.96,0.96
O35286,0.1135,No,0.74,0.32
O35295,-0.04368,No,0.91,0.70
O35309,-0.1089,No,0.76,0.34
O35316,-0.01088,No,0.95,0.92
O35317,-0.07168,No,0.86,0.53
O35326,-0.198,No,0.39,0.09
O35343,0.08859,No,0.82,0.44
O35344,0.2263,No,0.28,0.05
O35345,0.01196,No,0.95,0.92
O35350,-0.02776,No,0.93,0.81
O35375,-0.04178,No,0.92,0.72
O35379,-0.03977,No,0.92,0.73
O35381,-0.03291,No,0.92,0.78
O35382,0.09852,No,0.79,0.39
O35386,-0.05088,No,0.90,0.66
O35387,0.1735,No,0.49,0.13
O35405,-0.3079,No,0.08,0.01
O35425,0.06274,No,0.89,0.59
O35427,0.1901,No,0.42,0.10
O35435,0.001063,No,0.96,0.99
O35445,-0.06231,No,0.89,0.59
O35448,-0.1505,No,0.59,0.19
O35450,-0.03993,No,0.92,0.73
O35459,-0.05355,No,0.90,0.64
O35465,-0.02497,No,0.94,0.83
O35473,-0.06403,No,0.88,0.58
O35492,-0.194,No,0.40,0.09
O35495,-0.05649,No,0.90,0.62
O35516,-0.05915,No,0.89,0.61
O35551,0.06068,No,0.89,0.60
O35566,-0.32,No,0.06,0.01
O35593,0.2297,No,0.26,0.05
O35594,-0.3792,Yes,0.02,0.00
O35598,0.0005532,No,0.96,1.00
O35604,-0.1577,No,0.56,0.17
O35607,-0.1731,No,0.49,0.13
O35609,0.078,No,0.85,0.50
O35613,0.05031,No,0.91,0.66
O35615,0.0575,No,0.89,0.62
O35618,-0.1808,No,0.46,0.12
O35621,0.1172,No,0.73,0.31
O35623,-0.1133,No,0.74,0.33
O35625,-0.09689,No,0.80,0.40
O35632,-0.05355,No,0.90,0.64
O35638,-0.01647,No,0.94,0.89
O35639,0.07889,No,0.85,0.49
O35640,0.1637,No,0.53,0.16
O35643,-0.02759,No,0.93,0.81
O35648,0.2612,No,0.17,0.02
O35654,0.2785,No,0.13,0.02
O35657,-0.2007,No,0.37,0.08
O35658,0.143,No,0.62,0.21
O35664,-0.2184,No,0.30,0.06
O35671,0.03558,No,0.92,0.76
O35674,-0.3465,Yes,0.03,0.00
O35678,0.1488,No,0.60,0.20
O35682,-0.2578,No,0.18,0.03
O35683,0.0759,No,0.85,0.51
O35685,0.2163,No,0.31,0.06
O35691,-0.005174,No,0.96,0.96
O35704,-0.06471,No,0.88,0.57
O35711,-0.1773,No,0.47,0.12
O35730,-0.04284,No,0.91,0.71
O35737,0.03071,No,0.93,0.79
O35739,-0.2373,No,0.24,0.04
O35841,0.033,No,0.92,0.77
O35855,-0.04564,No,0.91,0.69
O35857,0.02034,No,0.94,0.86
O35864,0.02601,No,0.94,0.82
O35874,0.164,No,0.53,0.15
O35887,-0.05066,No,0.91,0.66
O35892,-0.406,Yes,0.01,0.00
O35900,-0.05112,No,0.90,0.66
O35914,0.1071,No,0.76,0.35
O35943,0.01478,No,0.95,0.90
O35945,-0.2777,No,0.13,0.02
O35954,-0.02489,No,0.94,0.83
O35955,-0.02778,No,0.93,0.81
O35963,-0.05409,No,0.90,0.64
O35969,-0.1594,No,0.55,0.17
O35972,-0.02543,No,0.94,0.83
O35973,0.0368,No,0.92,0.75
O35980,-0.3796,Yes,0.02,0.00
O35988,-0.03963,No,0.92,0.73
O54692,-0.005358,No,0.96,0.96
O54724,-0.3417,Yes,0.04,0.00
O54734,0.02088,No,0.94,0.86
O54754,0.1837,No,0.44,0.11
O54774,-0.1231,No,0.71,0.29
O54775,0.1604,No,0.55,0.16
O54781,-0.1199,No,0.72,0.30
O54782,-0.2989,No,0.09,0.01
O54784,-0.6315,Yes,0.00,0.00
O54786,0.2128,No,0.32,0.06
O54791,0.1457,No,0.61,0.21
O54792,0.08842,No,0.82,0.44
O54818,-0.08008,No,0.85,0.49
O54819,-0.01776,No,0.94,0.88
O54824,-0.07597,No,0.85,0.51
O54825,0.1616,No,0.54,0.16
O54826,-0.04914,No,0.91,0.67
O54827,-0.1233,No,0.70,0.28
O54833,-0.1013,No,0.78,0.38
O54834,-0.1189,No,0.72,0.30
O54836,-0.1143,No,0.74,0.32
O54879,-0.05492,No,0.90,0.63
O54890,-0.003554,No,0.96,0.98
O54901,0.06984,No,0.87,0.54
O54910,0.1077,No,0.76,0.35
O54916,-0.02588,No,0.94,0.82
O54918,-0.2977,No,0.09,0.01
O54926,0.2281,No,0.27,0.05
O54931,0.02141,No,0.94,0.85
O54940,-1.107,Yes,0.00,0.00
O54941,-0.02524,No,0.94,0.83
O54946,0.06356,No,0.89,0.58
O54950,0.0374,No,0.92,0.75
O54956,0.228,No,0.27,0.05
O54962,-0.01259,No,0.95,0.91
O54967,0.05815,No,0.89,0.61
O54984,0.06063,No,0.89,0.60
O54988,0.0337,No,0.92,0.77
O54991,-0.4133,Yes,0.01,0.00
O54992,0.05099,No,0.90,0.66
O54998,-0.1057,No,0.77,0.36
O55013,0.03565,No,0.92,0.76
O55017,-0.5162,Yes,0.00,0.00
O55022,0.0007462,No,0.96,0.99
O55023,0.04967,No,0.91,0.67
O55028,-0.08546,No,0.83,0.46
O55029,0.03682,No,0.92,0.75
O55033,-0.06479,No,0.88,0.57
O55057,-0.1868,No,0.43,0.10
O55060,-0.1471,No,0.60,0.20
O55091,-0.1354,No,0.65,0.24
O55098,-0.1173,No,0.73,0.31
O55102,0.03811,No,0.92,0.74
O55106,-0.006297,No,0.96,0.96
O55125,-0.3225,No,0.06,0.01
O55126,-0.1952,No,0.40,0.09
O55128,-0.04372,No,0.91,0.70
O55131,0.03614,No,0.92,0.75
O55135,0.2222,No,0.29,0.05
O55137,-0.04096,No,0.92,0.72
O55142,-0.03091,No,0.93,0.79
O55143,-0.04645,No,0.91,0.69
O55176,0.01984,No,0.94,0.86
O55186,-0.4404,Yes,0.00,0.00
O55187,0.1391,No,0.64,0.23
O55201,0.00561,No,0.96,0.96
O55222,0.01874,No,0.94,0.87
O55229,-0.1589,No,0.55,0.17
O55234,0.07292,No,0.86,0.53
O55236,-0.05951,No,0.89,0.61
O55239,-0.08877,No,0.82,0.44
O55242,-0.077,No,0.85,0.50
O70126,0.9388,Yes,0.00,0.00
O70131,-0.1198,No,0.72,0.30
O70133,-0.01373,No,0.95,0.91
O70139,-0.1923,No,0.41,0.09
O70152,-0.1386,No,0.64,0.23
O70157,-0.479,Yes,0.00,0.00
O70161,-0.1509,No,0.59,0.19
O70172,-0.05401,No,0.90,0.64
O70194,-0.1275,No,0.69,0.27
O70230,-0.001489,No,0.96,0.99
O70251,0.1525,No,0.59,0.19
O70252,-0.1229,No,0.71,0.29
O70258,0.03471,No,0.92,0.76
O70274,0.1015,No,0.78,0.38
O70279,0.009367,No,0.95,0.94
O70281,-0.1227,No,0.71,0.29
O70293,-0.04784,No,0.91,0.68
O70303,-1.506,Yes,0.00,0.00
O70305,0.01097,No,0.95,0.92
O70309,-0.2532,No,0.19,0.03
O70310,-0.01569,No,0.95,0.89
O70311,0.1265,No,0.69,0.27
O70318,-0.01288,No,0.95,0.91
O70325,0.08407,No,0.84,0.47
O70326,-0.09409,No,0.80,0.41
O70348,-0.03358,No,0.92,0.77
O70374,0.0606,No,0.89,0.60
O70378,0.05568,No,0.90,0.63
O70400,0.1325,No,0.67,0.25
O70401,-0.2053,No,0.35,0.07
O70404,-0.1195,No,0.72,0.30
O70421,-0.2838,No,0.12,0.01
O70422,-0.1007,No,0.78,0.38
Q812C9,-0.5206,Yes,0.00,0.00
O70433,0.09202,No,0.81,0.42
O70435,0.124,No,0.70,0.28
O70439,-0.02409,No,0.94,0.83
O70456,-0.3983,Yes,0.01,0.00
O70458,0.03802,No,0.92,0.74
O70472,-0.3986,Yes,0.01,0.00
O70475,0.2103,No,0.33,0.07
O70479,0.1445,No,0.62,0.21
O70480,-0.375,Yes,0.02,0.00
O70481,-0.0521,No,0.90,0.65
O70492,0.05876,No,0.89,0.61
O70493,-0.04371,No,0.91,0.70
O70494,-1.132,Yes,0.00,0.00
O70496,-0.1426,No,0.62,0.22
O70503,-0.08757,No,0.83,0.45
O70546,-0.1051,No,0.77,0.36
O70551,0.02177,No,0.94,0.85
O70566,-0.3599,Yes,0.03,0.00
O70572,-0.1268,No,0.69,0.27
O70579,0.04033,No,0.92,0.73
O70583,-0.1137,No,0.74,0.32
O70584,0.344,Yes,0.04,0.00
O70589,-0.1092,No,0.76,0.34
O70591,0.02304,No,0.94,0.84
O88196,-0.2657,No,0.16,0.02
O88207,0.03905,No,0.92,0.73
O88271,0.246,No,0.21,0.03
O88286,-0.1458,No,0.61,0.21
O88291,-0.1386,No,0.64,0.23
O88307,0.05851,No,0.89,0.61
O88322,-0.5323,Yes,0.00,0.00
O88327,-0.2457,No,0.21,0.03
O88342,0.09341,No,0.80,0.42
O88343,0.1165,No,0.73,0.31
O88351,0.0264,No,0.94,0.82
O88379,-1.062,Yes,0.00,0.00
O88384,-0.03178,No,0.92,0.78
O88393,-0.3049,No,0.08,0.01
O88413,-0.1284,No,0.68,0.26
O88428,0.168,No,0.51,0.14
O88441,-0.3296,Yes,0.05,0.00
O88447,0.06474,No,0.88,0.57
O88448,0.1546,No,0.58,0.18
O88455,-0.2213,No,0.29,0.05
O88456,0.134,No,0.66,0.24
O88466,-0.02208,No,0.94,0.85
O88477,0.417,Yes,0.01,0.00
O88487,0.05396,No,0.90,0.64
O88491,-0.4804,Yes,0.00,0.00
O88492,-0.5098,Yes,0.00,0.00
O88502,-0.2472,No,0.21,0.03
O88508,-0.01455,No,0.95,0.90
O88512,0.1189,No,0.72,0.30
O88520,0.04286,No,0.91,0.71
O88522,0.06587,No,0.88,0.57
O88531,-0.1941,No,0.40,0.09
O88532,-0.2995,No,0.09,0.01
O88543,0.111,No,0.75,0.34
O88544,0.03127,No,0.93,0.79
O88545,0.0842,No,0.84,0.46
O88554,0.01106,No,0.95,0.92
O88559,-0.1972,No,0.39,0.09
O88561,0.02857,No,0.93,0.80
O88569,0.05376,No,0.90,0.64
O88572,-0.1008,No,0.78,0.38
O88574,-0.1413,No,0.63,0.22
O88587,0.03824,No,0.92,0.74
O88597,-0.0602,No,0.89,0.60
O88622,0.0052,No,0.96,0.96
O88630,-0.1434,No,0.62,0.21
O88632,-0.07157,No,0.86,0.53
O88643,-0.007221,No,0.96,0.95
O88653,-0.1338,No,0.66,0.25
O88665,-0.08629,No,0.83,0.45
O88667,-0.1379,No,0.64,0.23
O88668,-0.3121,No,0.07,0.01
O88673,-0.08278,No,0.84,0.47
O88676,-0.2699,No,0.15,0.02
O88685,0.1502,No,0.59,0.19
O88696,0.06546,No,0.88,0.57
O88697,-0.07486,No,0.86,0.52
O88712,-0.05557,No,0.90,0.63
O88736,-0.004111,No,0.96,0.97
O88738,0.1741,No,0.49,0.13
O88746,-0.0387,No,0.92,0.74
O88792,-0.1428,No,0.62,0.21
O88796,-0.03202,No,0.92,0.78
O88811,-0.001732,No,0.96,0.99
O88822,-0.1421,No,0.63,0.22
O88824,0.0607,No,0.89,0.60
O88829,-0.2309,No,0.26,0.04
O88838,-0.04898,No,0.91,0.67
O88839,-0.03928,No,0.92,0.73
O88842,0.08154,No,0.84,0.48
O88844,-0.08505,No,0.83,0.46
O88845,0.04267,No,0.91,0.71
O88848,0.0407,No,0.92,0.72
O88851,-0.1524,No,0.59,0.19
O88852,-0.01302,No,0.95,0.91
O88856,0.05261,No,0.90,0.65
O88874,0.01907,No,0.94,0.87
O88876,-0.4204,Yes,0.01,0.00
O88878,0.149,No,0.60,0.20
O88879,-0.07099,No,0.86,0.54
O88895,0.007235,No,0.96,0.95
O88942,0.209,No,0.34,0.07
O88952,-0.03623,No,0.92,0.75
O88958,-0.2104,No,0.33,0.07
O88967,0.09834,No,0.79,0.39
O88974,-0.01335,No,0.95,0.91
O88983,-0.05331,No,0.90,0.64
O88986,-0.003382,No,0.96,0.98
O88990,-0.2464,No,0.21,0.03
P63056,-0.1808,No,0.46,0.12
O89001,-0.09037,No,0.81,0.43
O89013,-0.07851,No,0.85,0.50
O89016,-0.177,No,0.47,0.12
O89017,-0.1547,No,0.58,0.18
O89023,-0.06562,No,0.88,0.57
O89026,-0.1105,No,0.75,0.34
O89032,-0.2235,No,0.28,0.05
O89050,0.2695,No,0.15,0.02
O89051,-0.2175,No,0.31,0.06
O89079,0.08767,No,0.83,0.45
O89084,0.0573,No,0.89,0.62
O89086,0.08569,No,0.83,0.46
O89090,0.02009,No,0.94,0.86
O89110,0.03205,No,0.92,0.78
O89112,-0.1196,No,0.72,0.30
