uniprot,Mean Diff.,Discovery?,q value,Individual P Value
Q9CQV5,-0.07003,No,0.86,0.54
Q9CQV6,0.2092,No,0.34,0.07
Q9CQV7,0.03337,No,0.92,0.77
Q9CQV8,0.136,No,0.65,0.24
Q9CQW1,-0.1011,No,0.78,0.38
Q9CQW2,0.02083,No,0.94,0.86
Q9CQW9,-0.3925,Yes,0.01,0.00
Q9CQX2,-0.1243,No,0.70,0.28
Q9CQX4,1.002,Yes,0.00,0.00
Q9CQX5,0.008182,No,0.96,0.94
Q9CQX8,0.08377,No,0.84,0.47
Q9CQY1,-0.1475,No,0.60,0.20
Q9CQY2,-0.003789,No,0.96,0.97
Q9CQY5,-0.1473,No,0.60,0.20
Q9CQY6,0.1498,No,0.59,0.19
Q9CQZ0,0.0393,No,0.92,0.73
Q9CQZ1,-0.07922,No,0.85,0.49
Q9CQZ5,-0.06534,No,0.88,0.57
Q9CQZ6,0.05522,No,0.90,0.63
Q9CR00,0.1328,No,0.67,0.25
Q9CR08,-0.02371,No,0.94,0.84
Q9CR09,-0.02945,No,0.93,0.80
Q9CR10,-0.3401,Yes,0.04,0.00
Q9CR11,-0.07682,No,0.85,0.50
Q9CR13,-0.2805,No,0.13,0.01
Q9CR16,0.2255,No,0.28,0.05
Q9CR20,0.05662,No,0.89,0.62
Q9CR21,-0.01576,No,0.95,0.89
Q9CR23,-0.295,No,0.10,0.01
Q9CR24,0.2888,No,0.11,0.01
Q9CR25,0.1762,No,0.48,0.13
Q9CR26,0.03322,No,0.92,0.77
Q9CR29,-0.01389,No,0.95,0.90
Q9CR37,-0.0292,No,0.93,0.80
Q9CR39,0.4057,Yes,0.01,0.00
Q9CR47,0.02933,No,0.93,0.80
Q9CR48,-0.1584,No,0.56,0.17
Q9CR50,-0.125,No,0.70,0.28
Q9CR51,-0.3308,Yes,0.05,0.00
Q9CR56,-0.001157,No,0.96,0.99
Q9CR57,0.3748,Yes,0.02,0.00
Q9CR58,-0.01065,No,0.95,0.93
Q9CR59,-0.1856,No,0.44,0.11
Q9CR60,0.0775,No,0.85,0.50
Q9CR61,-0.09753,No,0.79,0.40
Q9CR62,-0.1174,No,0.73,0.31
Q9CR63,0.04308,No,0.91,0.71
Q9CR64,-0.06755,No,0.88,0.56
Q9CR67,0.00787,No,0.96,0.95
Q9CR68,-0.0608,No,0.89,0.60
Q9CR70,0.03135,No,0.93,0.79
Q9CR80,-0.1681,No,0.51,0.14
Q9CR86,-0.8807,Yes,0.00,0.00
Q9CR88,-0.144,No,0.62,0.21
Q9CR89,-0.09583,No,0.80,0.41
Q9CR95,0.05745,No,0.89,0.62
Q9CR98,-0.01542,No,0.95,0.89
Q9CRA5,0.09753,No,0.79,0.40
Q9CRA7,-0.05171,No,0.90,0.65
Q9CRA8,0.1494,No,0.59,0.19
Q9CRA9,-0.03086,No,0.93,0.79
Q9CRB2,0.01993,No,0.94,0.86
Q9CRB9,-0.004316,No,0.96,0.97
Q9CRC0,-0.1238,No,0.70,0.28
Q9CRC3,-0.2365,No,0.24,0.04
Q9CRC6,0.01204,No,0.95,0.92
Q9CRC8,0.1333,No,0.67,0.25
Q9CRC9,-0.1083,No,0.76,0.35
Q9CRD0,0.2151,No,0.32,0.06
Q9CRD2,-0.1089,No,0.76,0.34
Q9CRG1,-0.2209,No,0.29,0.06
Q9CRT8,0.1004,No,0.78,0.38
Q9CRW3,-0.08194,No,0.84,0.48
Q9CRY7,-0.1495,No,0.59,0.19
Q9CS00,-0.04923,No,0.91,0.67
Q9CS42,0.1702,No,0.50,0.14
Q9CS74,0.3061,No,0.08,0.01
Q9CSB4,-0.342,Yes,0.04,0.00
Q9CSH3,-0.1279,No,0.69,0.27
Q9CSN1,-0.06681,No,0.88,0.56
Q9CSP9,-0.4225,Yes,0.01,0.00
Q9CSU0,0.04604,No,0.91,0.69
Q9CSV6,-0.1394,No,0.64,0.23
Q9CT10,0.1473,No,0.60,0.20
Q9CTH6,-0.1155,No,0.73,0.32
Q9CTN5,0.001411,No,0.96,0.99
Q9CTY5,-0.07856,No,0.85,0.50
Q9CU62,-0.1849,No,0.44,0.11
Q9CU65,0.03811,No,0.92,0.74
Q9CUB6,0.0781,No,0.85,0.50
Q9CUS9,-0.2842,No,0.12,0.01
Q9CUX1,-0.08921,No,0.82,0.44
Q9CV28,0.06095,No,0.89,0.60
Q9CVB6,0.01743,No,0.94,0.88
Q9CVD2,0.1489,No,0.60,0.20
Q9CVI2,0.0263,No,0.94,0.82
Q9CW03,0.02765,No,0.93,0.81
Q9CW46,0.05228,No,0.90,0.65
Q9CW79,0.1628,No,0.54,0.16
Q9CWD8,-0.06477,No,0.88,0.57
Q9CWE0,-0.07847,No,0.85,0.50
Q9CWF2,0.2673,No,0.15,0.02
Q9CWG8,0.05767,No,0.89,0.62
Q9CWG9,-0.00499,No,0.96,0.97
Q9CWI3,0.1681,No,0.51,0.14
Q9CWJ3,-0.01675,No,0.94,0.88
Q9CWJ9,0.1945,No,0.40,0.09
Q9CWK3,0.09277,No,0.81,0.42
Q9CWK8,0.03867,No,0.92,0.74
Q9CWL2,0.1429,No,0.62,0.21
Q9CWL8,0.06003,No,0.89,0.60
Q9CWM4,0.2161,No,0.31,0.06
Q9CWN7,-0.03349,No,0.92,0.77
Q9CWP6,0.0379,No,0.92,0.74
Q9CWQ0,0.3396,Yes,0.04,0.00
Q9CWR0,-0.06201,No,0.89,0.59
Q9CWR1,0.08399,No,0.84,0.47
Q9CWR7,0.1917,No,0.41,0.10
Q9CWS0,0.03947,No,0.92,0.73
Q9CWS1,0.07335,No,0.86,0.52
Q9CWS4,0.02178,No,0.94,0.85
Q9CWT3,0.05345,No,0.90,0.64
Q9CWT6,-0.04934,No,0.91,0.67
Q9CWU2,0.0507,No,0.91,0.66
Q9CWU4,0.1844,No,0.44,0.11
Q9CWU6,0.01666,No,0.94,0.88
Q9CWU9,0.06112,No,0.89,0.60
Q9CWV0,0.1217,No,0.71,0.29
Q9CWV6,0.09925,No,0.79,0.39
Q9CWW6,-0.05752,No,0.89,0.62
Q9CWW7,-0.2182,No,0.30,0.06
Q9CWX2,0.03648,No,0.92,0.75
Q9CWX9,-0.3924,Yes,0.01,0.00
Q9CWY3,0.2155,No,0.31,0.06
Q9CWY4,0.1642,No,0.53,0.15
Q9CWY8,0.2084,No,0.34,0.07
Q9CWY9,-0.5203,Yes,0.00,0.00
Q9CWZ3,-0.02073,No,0.94,0.86
Q9CWZ7,0.1059,No,0.77,0.36
Q9CX00,0.08518,No,0.83,0.46
Q9CX13,-0.1328,No,0.67,0.25
Q9CX30,-0.1188,No,0.72,0.30
Q9CX34,0.1717,No,0.50,0.14
Q9CX53,0.2937,No,0.10,0.01
Q9CX56,0.0449,No,0.91,0.70
Q9CX60,-0.09063,No,0.81,0.43
Q9CX80,-0.5235,Yes,0.00,0.00
Q9CX83,-0.468,Yes,0.00,0.00
Q9CX86,-0.07517,No,0.86,0.51
Q9CX97,0.147,No,0.60,0.20
Q9CXA2,-0.13,No,0.68,0.26
Q9CXC3,0.05954,No,0.89,0.61
Q9CXD6,-0.1725,No,0.49,0.13
Q9CXE7,0.006735,No,0.96,0.95
Q9CXF4,0.1167,No,0.73,0.31
Q9CXF7,-0.04515,No,0.91,0.70
Q9CXG3,-0.0707,No,0.86,0.54
Q9CXI0,0.01375,No,0.95,0.90
Q9CXI5,0.08867,No,0.82,0.44
Q9CXJ1,0.06868,No,0.87,0.55
Q9CXJ4,-0.1756,No,0.48,0.13
Q9CXK8,0.258,No,0.18,0.03
Q9CXK9,-0.038,No,0.92,0.74
Q9CXL1,-0.04962,No,0.91,0.67
Q9CXL3,-0.1261,No,0.69,0.27
Q9CXP8,0.07866,No,0.85,0.49
Q9CXR1,-0.1289,No,0.68,0.26
Q9CXS4,-0.3045,No,0.08,0.01
Q9CXT8,-0.0001726,No,0.97,1.00
Q9CXU1,-0.01049,No,0.95,0.93
Q9CXV9,0.009087,No,0.95,0.94
Q9CXW2,0.05038,No,0.91,0.66
Q9CXW3,0.1688,No,0.51,0.14
Q9CXW4,-0.04968,No,0.91,0.67
Q9CXY6,-0.05218,No,0.90,0.65
Q9CXY9,-0.2914,No,0.10,0.01
Q9CXZ1,0.06911,No,0.87,0.55
Q9CY00,-0.1416,No,0.63,0.22
Q9CY16,-0.02689,No,0.93,0.82
Q9CY18,0.1632,No,0.53,0.16
Q9CY21,-0.1618,No,0.54,0.16
Q9CY27,-0.1793,No,0.46,0.12
Q9CY28,-0.07206,No,0.86,0.53
Q9CY34,0.003916,No,0.96,0.97
Q9CY45,0.1373,No,0.65,0.23
Q9CY50,0.01018,No,0.95,0.93
Q9CY57,-0.1522,No,0.59,0.19
Q9CY58,-0.2851,No,0.12,0.01
Q9CY62,0.1659,No,0.52,0.15
Q9CY64,-0.04024,No,0.92,0.73
Q9CY66,-0.1028,No,0.78,0.37
Q9CY73,0.009016,No,0.95,0.94
Q9CY94,0.4074,Yes,0.01,0.00
Q9CY97,0.01937,No,0.94,0.87
Q9CYA0,0.08856,No,0.82,0.44
Q9CYA6,0.004948,No,0.96,0.97
Q9CYC3,-0.2262,No,0.28,0.05
Q9CYC6,-0.07111,No,0.86,0.54
Q9CYD3,-0.05223,No,0.90,0.65
Q9CYF5,0.07423,No,0.86,0.52
Q9CYG7,-0.01646,No,0.94,0.89
Q9CYH2,0.004636,No,0.96,0.97
Q9CYH6,-0.1467,No,0.61,0.20
Q9CYI0,-0.06806,No,0.87,0.55
Q9CYI4,0.03018,No,0.93,0.79
Q9CYK1,-0.03052,No,0.93,0.79
Q9CYL5,-0.1719,No,0.50,0.14
Q9CYN2,-0.04613,No,0.91,0.69
Q9CYN9,-0.3624,Yes,0.02,0.00
Q9CYR0,-0.0082,No,0.96,0.94
Q9CYR6,0.01317,No,0.95,0.91
Q9CYT6,0.1364,No,0.65,0.24
Q9CYU6,-0.01451,No,0.95,0.90
Q9CYV5,-0.0774,No,0.85,0.50
Q9CYW4,-0.06696,No,0.88,0.56
Q9CYX7,0.05898,No,0.89,0.61
Q9CYZ2,-0.05537,No,0.90,0.63
Q9CYZ6,0.272,No,0.14,0.02
Q9CYZ8,-0.489,Yes,0.00,0.00
Q9CZ04,0.09036,No,0.81,0.43
Q9CZ09,0.09844,No,0.79,0.39
Q9CZ13,-0.03423,No,0.92,0.77
Q9CZ15,0.3311,Yes,0.05,0.00
Q9CZ28,-0.01602,No,0.95,0.89
Q9CZ30,0.07223,No,0.86,0.53
Q9CZ42,-0.08076,No,0.84,0.48
Q9CZ52,-0.1968,No,0.39,0.09
Q9CZ57,-0.1903,No,0.42,0.10
Q9CZ62,-0.03386,No,0.92,0.77
Q9CZ69,0.003519,No,0.96,0.98
Q9CZ82,0.08312,No,0.84,0.47
Q9CZ83,-0.9029,Yes,0.00,0.00
Q9CZ91,-0.2402,No,0.23,0.04
Q9CZ92,-0.09255,No,0.81,0.42
Q9CZ96,0.06904,No,0.87,0.55
Q9CZA6,0.2355,No,0.24,0.04
Q9CZB0,-0.08447,No,0.83,0.46
Q9CZB3,-0.1931,No,0.41,0.09
Q9CZB6,0.02694,No,0.93,0.82
Q9CZC8,-0.0801,No,0.85,0.49
Q9CZD3,0.2081,No,0.34,0.07
Q9CZD5,-0.1436,No,0.62,0.21
Q9CZE3,-0.0287,No,0.93,0.80
Q9CZG3,0.07482,No,0.86,0.52
Q9CZG9,0.02182,No,0.94,0.85
Q9CZH3,0.1595,No,0.55,0.17
Q9CZH7,-0.1375,No,0.64,0.23
Q9CZI9,0.4164,Yes,0.01,0.00
Q9CZJ1,0.8486,Yes,0.00,0.00
Q9CZJ2,-0.1487,No,0.60,0.20
Q9CZK6,-0.1273,No,0.69,0.27
Q9CZL2,-0.02015,No,0.94,0.86
Q9CZL5,-0.1062,No,0.77,0.36
Q9CZM2,0.1066,No,0.76,0.35
Q9CZN7,0.188,No,0.43,0.10
Q9CZN8,0.01609,No,0.94,0.89
Q9CZP5,-0.01947,No,0.94,0.87
Q9CZP7,0.1872,No,0.43,0.10
Q9CZQ6,0.07497,No,0.86,0.52
Q9CZR2,0.06221,No,0.89,0.59
Q9CZR3,-0.0567,No,0.89,0.62
Q9CZR8,-0.07122,No,0.86,0.54
Q9CZS1,-0.1544,No,0.58,0.18
Q9CZT4,0.07207,No,0.86,0.53
Q9CZT5,-0.2002,No,0.38,0.08
Q9CZT6,0.14,No,0.63,0.22
Q9CZT8,0.07529,No,0.86,0.51
Q9CZU3,0.09455,No,0.80,0.41
Q9CZU6,0.04927,No,0.91,0.67
Q9CZV5,0.01593,No,0.95,0.89
Q9CZV8,-0.2025,No,0.37,0.08
Q9CZW4,-0.2674,No,0.15,0.02
Q9CZW5,0.05628,No,0.90,0.63
Q9CZX0,-0.05182,No,0.90,0.65
Q9CZX5,0.4015,Yes,0.01,0.00
Q9CZX7,-0.05114,No,0.90,0.66
Q9CZX8,-0.04985,No,0.91,0.67
Q9CZX9,0.1141,No,0.74,0.32
Q9CZY2,-0.05337,No,0.90,0.64
Q9CZY3,0.06736,No,0.88,0.56
Q9D009,0.02881,No,0.93,0.80
Q9D020,0.01799,No,0.94,0.88
Q9D023,0.04222,No,0.91,0.71
Q9D024,-0.09876,No,0.79,0.39
Q9D032,0.09054,No,0.81,0.43
Q9D051,0.008701,No,0.96,0.94
Q9D061,0.1104,No,0.75,0.34
Q9D067,-0.2359,No,0.24,0.04
Q9D071,-0.03637,No,0.92,0.75
Q9D074,-0.0803,No,0.85,0.49
Q9D081,-0.02181,No,0.94,0.85
Q9D083,0.5973,Yes,0.00,0.00
Q9D084,0.08026,No,0.85,0.49
Q9D0A3,0.08652,No,0.83,0.45
Q9D0B0,-0.009001,No,0.95,0.94
Q9D0B1,-0.1467,No,0.61,0.20
Q9D0B5,0.2734,No,0.14,0.02
Q9D0B6,0.08475,No,0.83,0.46
Q9D0C4,0.09277,No,0.81,0.42
Q9D0D3,-0.1248,No,0.70,0.28
Q9D0D4,0.07096,No,0.86,0.54
Q9D0D5,-0.2142,No,0.32,0.06
Q9D0E1,-0.2679,No,0.15,0.02
Q9D0E3,-0.06038,No,0.89,0.60
Q9D0F1,0.7766,Yes,0.00,0.00
Q9D0F3,-0.002998,No,0.96,0.98
Q9D0F4,-0.03382,No,0.92,0.77
Q9D0F6,0.2134,No,0.32,0.06
Q9D0F9,-0.005647,No,0.96,0.96
Q9D0G0,-0.0887,No,0.82,0.44
Q9D0I4,0.02725,No,0.93,0.81
Q9D0I8,0.0424,No,0.91,0.71
Q9D0I9,0.07819,No,0.85,0.50
Q9D0J4,0.09322,No,0.80,0.42
Q9D0J8,-0.02144,No,0.94,0.85
Q9D0K0,0.2115,No,0.33,0.07
Q9D0K1,0.03685,No,0.92,0.75
Q9D0K2,-0.132,No,0.67,0.25
Q9D0L1,-0.04197,No,0.91,0.72
Q9D0L4,-0.01625,No,0.94,0.89
Q9D0L7,-0.06441,No,0.88,0.58
Q9D0L8,0.05349,No,0.90,0.64
Q9D0M0,0.1642,No,0.53,0.15
Q9D0M1,0.04591,No,0.91,0.69
Q9D0M3,0.03475,No,0.92,0.76
Q9D0M5,0.05793,No,0.89,0.61
Q9D0N7,0.4332,Yes,0.00,0.00
Q9D0P8,-0.271,No,0.14,0.02
Q9D0Q7,0.05577,No,0.90,0.63
Q9D0R2,0.1184,No,0.72,0.30
Q9D0R4,0.06854,No,0.87,0.55
Q9D0R8,-0.4722,Yes,0.00,0.00
Q9D0R9,-0.0419,No,0.91,0.72
Q9D0S9,0.01455,No,0.95,0.90
Q9D0T1,-0.01581,No,0.95,0.89
Q9D0U6,-0.2056,No,0.35,0.07
Q9D0U9,0.04702,No,0.91,0.68
Q9D0V7,-0.02229,No,0.94,0.85
Q9D0V8,0.006137,No,0.96,0.96
Q9D0W5,0.07175,No,0.86,0.53
Q9D0Z3,-0.3249,No,0.05,0.00
Q9D110,-0.13,No,0.68,0.26
Q9D113,0.01309,No,0.95,0.91
Q9D115,-0.03356,No,0.92,0.77
Q9D125,-0.03209,No,0.92,0.78
Q9D136,-0.2102,No,0.33,0.07
Q9D142,-0.0589,No,0.89,0.61
Q9D154,-0.1277,No,0.69,0.27
Q9D162,-0.02909,No,0.93,0.80
Q9D164,0.3914,Yes,0.01,0.00
Q9D168,-0.1183,No,0.72,0.30
Q9D172,-0.07983,No,0.85,0.49
Q9D173,0.04021,No,0.92,0.73
Q9D187,-0.01096,No,0.95,0.92
Q9D198,0.1666,No,0.52,0.15
Q9D1A0,0.2915,No,0.10,0.01
Q9D1A2,0.04921,No,0.91,0.67
Q9D1B9,-0.06615,No,0.88,0.57
Q9D1C1,0.7463,Yes,0.00,0.00
Q9D1C2,0.2014,No,0.37,0.08
Q9D1C8,0.1218,No,0.71,0.29
Q9D1C9,-0.0306,No,0.93,0.79
Q9D1D4,-0.05875,No,0.89,0.61
Q9D1D6,-0.2642,No,0.16,0.02
Q9D1E6,0.1567,No,0.56,0.17
Q9D1E8,-0.008162,No,0.96,0.94
Q9D1F4,-0.1174,No,0.73,0.31
Q9D1G1,-0.0771,No,0.85,0.50
Q9D1G2,-0.1221,No,0.71,0.29
Q9D1G5,0.009214,No,0.95,0.94
Q9D1H6,-0.26,No,0.17,0.02
Q9D1H7,0.08758,No,0.83,0.45
Q9D1H8,0.04687,No,0.91,0.68
Q9D1I2,0.03877,No,0.92,0.74
Q9D1I5,-0.04106,No,0.92,0.72
Q9D1I6,-0.1471,No,0.60,0.20
Q9D1J1,-0.02091,No,0.94,0.86
Q9D1J3,0.02917,No,0.93,0.80
Q9D1K2,-0.07413,No,0.86,0.52
Q9D1K7,0.1709,No,0.50,0.14
Q9D1L0,-0.03768,No,0.92,0.74
Q9D1L9,-0.1927,No,0.41,0.09
Q9D1M0,0.09578,No,0.80,0.41
Q9D1M4,0.09645,No,0.80,0.40
Q9D1M7,0.03392,No,0.92,0.77
Q9D1N9,-0.0929,No,0.81,0.42
Q9D1P0,-0.06411,No,0.88,0.58
Q9D1P2,-0.2784,No,0.13,0.02
Q9D1P4,0.1292,No,0.68,0.26
Q9D1Q1,0.1321,No,0.67,0.25
Q9D1Q4,0.005872,No,0.96,0.96
Q9D1Q6,-0.1063,No,0.77,0.36
Q9D1R1,0.01022,No,0.95,0.93
Q9D1R2,0.1182,No,0.72,0.30
Q9D1R9,-0.123,No,0.71,0.29
Q9D1X0,-0.04083,No,0.92,0.72
Q9D1Z3,0.002701,No,0.96,0.98
Q9D211,0.04885,No,0.91,0.67
Q9D270,0.07615,No,0.85,0.51
Q9D273,-0.1414,No,0.63,0.22
Q9D281,0.09099,No,0.81,0.43
Q9D287,0.1124,No,0.74,0.33
Q9D289,-0.0542,No,0.90,0.64
Q9D2C2,0.0391,No,0.92,0.73
Q9D2D7,-0.2894,No,0.11,0.01
Q9D2E2,-0.0135,No,0.95,0.91
Q9D2G2,-0.03605,No,0.92,0.75
Q9D2G5,-0.2226,No,0.29,0.05
Q9D2H6,-0.2736,No,0.14,0.02
Q9D2I5,0.06394,No,0.88,0.58
Q9D2L1,-0.3469,Yes,0.03,0.00
Q9D2L6,-0.01725,No,0.94,0.88
Q9D2L9,0.2695,No,0.15,0.02
Q9D2M8,0.137,No,0.65,0.23
Q9D2N4,-0.2933,No,0.10,0.01
Q9D2N9,-0.02113,No,0.94,0.85
Q9D2P4,0.1191,No,0.72,0.30
Q9D2Q2,-0.01707,No,0.94,0.88
Q9D2Q3,0.1614,No,0.54,0.16
Q9D2R0,0.002815,No,0.96,0.98
Q9D2R6,0.02066,No,0.94,0.86
Q9D2R8,-0.04734,No,0.91,0.68
Q9D2U5,0.1174,No,0.73,0.31
Q9D2U9,-0.1111,No,0.75,0.33
Q9D2V5,-0.01532,No,0.95,0.89
Q9D2V7,-0.09463,No,0.80,0.41
Q9D2V8,-0.1343,No,0.66,0.24
Q9D2X0,0.1018,No,0.78,0.38
Q9D2X5,0.03445,No,0.92,0.76
Q9D2Y4,0.04467,No,0.91,0.70
Q9D304,0.1465,No,0.61,0.20
Q9D338,0.04421,No,0.91,0.70
Q9D358,0.3055,No,0.08,0.01
Q9D379,-0.1209,No,0.71,0.29
Q9D384,-0.2144,No,0.32,0.06
Q9D385,-0.3292,Yes,0.05,0.00
Q9D394,-0.1392,No,0.64,0.23
Q9D3A8,-0.2313,No,0.26,0.04
Q9D3B1,-0.08523,No,0.83,0.46
Q9D3D0,-0.0329,No,0.92,0.78
Q9D3D9,0.1109,No,0.75,0.34
Q9D3E6,-0.1,No,0.79,0.39
Q9D3G5,0.01567,No,0.95,0.89
Q9D3P8,0.009126,No,0.95,0.94
Q9D3S3,-0.2233,No,0.28,0.05
Q9D3U0,-0.0208,No,0.94,0.86
Q9D3W4,-0.01689,No,0.94,0.88
Q9D404,-0.04152,No,0.92,0.72
Q9D479,-0.132,No,0.67,0.25
Q9D483,-0.003528,No,0.96,0.98
Q9D486,-0.0652,No,0.88,0.57
Q9D4C5,-0.02449,No,0.94,0.83
Q9D4F2,-0.07298,No,0.86,0.53
Q9D4F8,0.08578,No,0.83,0.46
Q9D4H1,-0.02962,No,0.93,0.80
Q9D4H2,-0.1031,No,0.78,0.37
Q9D4H4,-0.007552,No,0.96,0.95
Q9D4H8,0.08114,No,0.84,0.48
Q9D4H9,-0.3128,No,0.07,0.01
Q9D4J7,-0.1365,No,0.65,0.24
Q9D516,0.04382,No,0.91,0.70
Q9D517,-0.1433,No,0.62,0.21
Q9D554,0.0372,No,0.92,0.75
Q9D5J6,-0.1794,No,0.46,0.12
Q9D5R2,0.02921,No,0.93,0.80
Q9D5T0,0.08741,No,0.83,0.45
Q9D5V5,-0.024,No,0.94,0.83
Q9D5V6,0.2176,No,0.31,0.06
Q9D600,0.3035,No,0.08,0.01
Q9D620,0.1571,No,0.56,0.17
Q9D662,0.1034,No,0.78,0.37
Q9D666,-0.1104,No,0.75,0.34
Q9D6G5,-0.1823,No,0.45,0.11
Q9D6H5,-0.3302,Yes,0.05,0.00
Q9D6I7,-0.3178,No,0.06,0.01
Q9D6J3,0.1668,No,0.52,0.15
Q9D6J5,-0.2031,No,0.36,0.08
Q9D6J6,-0.07355,No,0.86,0.52
Q9D6K5,0.04106,No,0.92,0.72
Q9D6K7,0.08306,No,0.84,0.47
Q9D6K8,-0.08539,No,0.83,0.46
Q9D6K9,-0.1537,No,0.58,0.18
Q9D6L8,-0.07067,No,0.86,0.54
Q9D6M3,0.04296,No,0.91,0.71
Q9D6N1,-0.2252,No,0.28,0.05
Q9D6N5,-0.06365,No,0.88,0.58
Q9D6R2,0.1209,No,0.71,0.29
Q9D6S7,-0.3607,Yes,0.03,0.00
Q9D6T0,0.05717,No,0.89,0.62
Q9D6U8,-0.005927,No,0.96,0.96
Q9D6W8,-0.1212,No,0.71,0.29
Q9D6X6,-0.3872,Yes,0.01,0.00
Q9D6Y4,-0.09156,No,0.81,0.43
Q9D6Y7,0.05004,No,0.91,0.66
Q9D6Y9,-0.08968,No,0.82,0.44
Q9D6Z0,-0.116,No,0.73,0.31
Q9D6Z1,-0.7667,Yes,0.00,0.00
Q9D706,0.07106,No,0.86,0.54
Q9D708,0.002614,No,0.96,0.98
Q9D710,-0.00511,No,0.96,0.96
Q9D711,0.05928,No,0.89,0.61
Q9D720,0.2277,No,0.27,0.05
Q9D727,0.1312,No,0.67,0.25
Q9D735,-0.00559,No,0.96,0.96
Q9D753,0.1628,No,0.54,0.16
Q9D771,-0.1582,No,0.56,0.17
Q9D773,0.1473,No,0.60,0.20
Q9D786,0.2397,No,0.23,0.04
Q9D787,-0.01362,No,0.95,0.91
Q9D7A6,0.05574,No,0.90,0.63
Q9D7A8,-0.01981,No,0.94,0.86
Q9D7B1,0.2701,No,0.15,0.02
Q9D7B6,-0.07249,No,0.86,0.53
Q9D7B7,-0.1427,No,0.62,0.22
Q9D7E3,-0.1341,No,0.66,0.24
Q9D7E4,0.04434,No,0.91,0.70
Q9D7G0,0.1567,No,0.56,0.17
Q9D7H3,0.1115,No,0.75,0.33
Q9D7J4,-0.02834,No,0.93,0.81
Q9D7J6,-0.3443,Yes,0.04,0.00
Q9D7J9,-0.2329,No,0.25,0.04
Q9D7K2,-0.04851,No,0.91,0.67
Q9D7K5,-0.169,No,0.51,0.14
Q9D7M1,-0.2593,No,0.17,0.02
Q9D7M8,0.06371,No,0.88,0.58
Q9D7N3,-0.1415,No,0.63,0.22
Q9D7N6,-0.06536,No,0.88,0.57
Q9D7N9,-0.0717,No,0.86,0.53
Q9D7P6,-0.04385,No,0.91,0.70
Q9D7S7,-0.1639,No,0.53,0.15
Q9D7S9,-0.05159,No,0.90,0.65
Q9D7V9,-0.1848,No,0.44,0.11
Q9D7W5,0.04884,No,0.91,0.67
Q9D7X3,-0.04809,No,0.91,0.68
Q9D7X8,0.05455,No,0.90,0.64
Q9D7Z3,0.01006,No,0.95,0.93
Q9D819,0.1459,No,0.61,0.21
Q9D820,-0.009967,No,0.95,0.93
Q9D824,0.02239,No,0.94,0.85
Q9D832,-0.008655,No,0.96,0.94
Q9D842,-0.02082,No,0.94,0.86
Q9D850,-0.09953,No,0.79,0.39
Q9D853,0.0568,No,0.89,0.62
Q9D855,-0.09396,No,0.80,0.41
Q9D864,-0.4503,Yes,0.00,0.00
Q9D868,0.05868,No,0.89,0.61
Q9D880,-0.05397,No,0.90,0.64
Q9D882,-0.2458,No,0.21,0.03
Q9D883,-0.05158,No,0.90,0.65
Q9D892,0.03486,No,0.92,0.76
Q9D898,0.003154,No,0.96,0.98
Q9D8B3,0.06206,No,0.89,0.59
Q9D8B6,-0.08032,No,0.85,0.49
Q9D8B7,-0.08716,No,0.83,0.45
Q9D8C4,-0.001638,No,0.96,0.99
Q9D8C6,0.1418,No,0.63,0.22
Q9D8E6,0.3303,Yes,0.05,0.00
Q9D8F3,-0.311,No,0.07,0.01
Q9D8L5,-0.1352,No,0.66,0.24
Q9D8M4,-0.03629,No,0.92,0.75
Q9D8M7,-0.01186,No,0.95,0.92
Q9D8N0,0.1648,No,0.53,0.15
Q9D8N1,-0.06459,No,0.88,0.57
Q9D8N2,-0.06687,No,0.88,0.56
Q9D8N3,-0.3354,Yes,0.04,0.00
Q9D8N6,-0.2724,No,0.14,0.02
Q9D8P4,0.08026,No,0.85,0.49
Q9D8S3,0.05225,No,0.90,0.65
Q9D8S4,0.003839,No,0.96,0.97
Q9D8S9,0.03638,No,0.92,0.75
Q9D8T0,0.009345,No,0.95,0.94
Q9D8T2,-0.03776,No,0.92,0.74
Q9D8T4,-0.07931,No,0.85,0.49
Q9D8T7,0.1311,No,0.67,0.25
Q9D8U8,0.1084,No,0.76,0.35
Q9D8V0,-0.02597,No,0.94,0.82
Q9D8V7,0.1059,No,0.77,0.36
Q9D8W5,0.02533,No,0.94,0.83
Q9D8W7,-0.03799,No,0.92,0.74
Q9D8X0,-0.5558,Yes,0.00,0.00
Q9D8X1,-0.2393,No,0.23,0.04
Q9D8X2,-0.08196,No,0.84,0.48
Q9D8X5,0.003022,No,0.96,0.98
Q9D8Y0,0.1316,No,0.67,0.25
Q9D8Y1,0.09262,No,0.81,0.42
Q9D8Y8,-0.238,No,0.24,0.04
Q9D8Z1,0.058,No,0.89,0.61
Q9D8Z2,0.01818,No,0.94,0.87
Q9D8Z6,0.1048,No,0.77,0.36
Q9D902,-0.02152,No,0.94,0.85
Q9D903,0.07024,No,0.86,0.54
Q9D906,-0.02278,No,0.94,0.84
Q9D920,-0.09385,No,0.80,0.42
Q9D924,-0.3027,No,0.08,0.01
Q9D937,0.1236,No,0.70,0.28
Q9D938,-0.1823,No,0.45,0.11
Q9D945,0.2034,No,0.36,0.08
Q9D952,0.02746,No,0.93,0.81
Q9D958,-0.1087,No,0.76,0.35
Q9D964,0.0213,No,0.94,0.85
