Experiment ID,26163.0,
Experiment name,Brain proteomics vehicle vs ink ,
Job,e71d6748-348c-41be-8ffc-18850a76fbf3,
Method,BD2 eJTK,
Submitted,2023-08-10T17:28:22.521658773,Finished,2023-08-10T17:28:23.529886636,
NULL_SIZE,100000,
DW_END,0.0,
PERIOD_MIN,24.0,
DATA_SET_ID,26163_NO_DTR,
PERIOD_MAX,24.0,
DW_START,0.0,
PRESET,EJTK_CLASSIC,
METHOD,BD2EJTK,
DATA_SET_TYPE_NAME,no dtr,
PARAMS_SUMMARY,no dtr min-max p(24.0),
DATA_SET_TYPE,NO_DTR,


Individual Results,

Data Id,Data Label,,tau,emp p,emp p BH Corrected,Pattern Shape,Pattern Period,Pattern Peak,P. Trough,P. Circ. Peak,P. Circ. Trough,P. Width,P. Asym,,JTK p from tau,JTK p BH Corrected,bf corrected JTK p,BH bf corrected p,
49,A2AQ25,,0.20497289793748086,0.7500124998750013,0.9699376133111797,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.13405890065957154,0.17500621718922132,10.45659425144658,1.0,
50,A2AR02,,0.2236067977499791,0.6875131248687513,0.9630277547736616,ACOS,24.0,12.0,18.0,12.0,18.0,24.0,0.75,,0.11350807917025535,0.15899540921908942,8.853630175279918,1.0,
51,A2AR50,,0.3913118960624634,0.21876781232187678,0.8885383169758424,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.017251591034782986,0.07727751022410106,1.345624100713073,1.0,
52,A2ARP1,,0.3540440964374669,0.3125168748312517,0.8885383169758424,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.027887169552556004,0.08869803358922809,2.175199225099368,1.0,
53,A2ARS0,,0.3913118960624634,0.21876781232187678,0.8885383169758424,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.017251591034782986,0.07727751022410106,1.345624100713073,1.0,
54,A2AS55,,0.29814239699997214,0.43751562484375156,0.910440413239118,ACOS,24.0,16.0,12.0,16.0,12.0,24.0,0.17,,0.05361444160464873,0.11156802545635547,4.181926445162601,1.0,
55,A2ASI5,,0.4099457958749617,0.18751812481875182,0.8885383169758424,ACOS,24.0,20.0,20.0,20.0,20.0,24.0,0.0,,0.013386385243419103,0.07176620879457715,1.04413804898669,1.0,
56,A2ASQ1,,0.5590169943749478,0.023459765402345976,0.8777360261331884,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.0012630300532244254,0.048039983326192935,0.09851634415150518,1.0,
57,A2ASZ8,,0.2236067977499791,0.6875131248687513,0.9630277547736616,ACOS,24.0,20.0,22.0,20.0,22.0,24.0,0.92,,0.11350807917025535,0.15899540921908942,8.853630175279918,1.0,
58,A2AT37,,0.16770509831248434,0.8437615623843762,0.9699376133111797,ACOS,24.0,10.0,0.0,10.0,0.0,24.0,0.42,,0.1824518756760124,0.21112523075524892,14.231246302728968,1.0,
59,A2AWA9,,0.14907119849998607,0.8750112498875011,0.9699376133111797,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.21029812498078254,0.23371306144129841,16.403253748501037,1.0,
60,A2AWP8,,0.13043729868748782,0.9062609373906261,0.9699376133111797,ACOS,24.0,10.0,8.0,10.0,8.0,24.0,0.08,,0.24049416858204564,0.25739202724698457,18.75854514939956,1.0,
61,A2BDX3,,0.5217491947499513,0.04689953100468995,0.8885383169758424,ACOS,24.0,10.0,2.0,10.0,2.0,24.0,0.33,,0.0024097615294134673,0.052480726270455795,0.18796139929425046,1.0,
62,A2BE28,,0.3167762968124704,0.37501624983750165,0.8885383169758424,ACOS,24.0,14.0,18.0,14.0,18.0,24.0,0.83,,0.04349923101882863,0.10306415664910816,3.392940019468633,1.0,
63,A2BH40,,0.3354101966249687,0.34376656233437664,0.8885383169758424,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.03498372787327912,0.09512495887032071,2.7287307741157716,1.0,
64,A2BIM8,,0.3540440964374669,0.3125168748312517,0.8885383169758424,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.027887169552556004,0.08869803358922809,2.175199225099368,1.0,
65,A2CG49,,0.09316949906249129,0.968760312396876,0.9939650898782312,COS,24.0,10.0,22.0,10.0,22.0,24.0,0.5,,0.30735312441432305,0.3153497021125728,23.973543704317198,1.0,
66,A2RSJ4,,0.3354101966249687,0.34376656233437664,0.8885383169758424,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.03498372787327912,0.09512495887032071,2.7287307741157716,1.0,
67,A2RSQ0,,0.11180339887498955,0.937510624893751,0.9782984248079596,ACOS,24.0,2.0,2.0,2.0,2.0,24.0,0.0,,0.2729083801775865,0.2847816668476503,21.286853653851747,1.0,
68,A2RSX7,,0.20497289793748086,0.7500124998750013,0.9699376133111797,ACOS,24.0,4.0,4.0,4.0,4.0,24.0,0.0,,0.13405890065957154,0.17500621718922132,10.45659425144658,1.0,
69,A2RSY6,,0.29814239699997214,0.43751562484375156,0.910440413239118,ACOS,24.0,22.0,22.0,22.0,22.0,24.0,0.0,,0.05361444160464873,0.11156802545635547,4.181926445162601,1.0,
70,A2RT62,,0.2795084971874739,0.5000149998500015,0.925186073412726,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.06550881647134288,0.12121205304484514,5.1096876847647446,1.0,
71,A2RTL5,,0.09316949906249129,0.968760312396876,0.9939650898782312,ACOS,24.0,20.0,20.0,20.0,20.0,24.0,0.0,,0.30735312441432305,0.3153497021125728,23.973543704317198,1.0,
72,A2TJV2,,0.18633899812498259,0.8125118748812512,0.9699376133111797,ACOS,24.0,8.0,16.0,8.0,16.0,24.0,0.67,,0.15703129585716225,0.19182766434242474,12.248441076858654,1.0,
73,A3KFX0,,0.24224069756247738,0.6250137498625014,0.952260816334714,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.0953088004769263,0.1452109432248595,7.434086437200252,1.0,
74,A3KGB4,,0.14907119849998607,0.8750112498875011,0.9699376133111797,ACOS,24.0,20.0,20.0,20.0,20.0,24.0,0.0,,0.21029812498078254,0.23371306144129841,16.403253748501037,1.0,
75,A3KGS3,,0.29814239699997214,0.43751562484375156,0.910440413239118,COS,24.0,20.0,8.0,20.0,8.0,24.0,0.5,,0.05361444160464873,0.11156802545635547,4.181926445162601,1.0,
76,A3KMP2,,0.4099457958749617,0.18751812481875182,0.8885383169758424,COS,24.0,14.0,2.0,14.0,2.0,24.0,0.5,,0.013386385243419103,0.07176620879457715,1.04413804898669,1.0,
77,A6H5Y3,,0.3540440964374669,0.3125168748312517,0.8885383169758424,ACOS,24.0,10.0,0.0,10.0,0.0,24.0,0.42,,0.027887169552556004,0.08869803358922809,2.175199225099368,1.0,
78,A6H5Z3,,0.29814239699997214,0.43751562484375156,0.910440413239118,ACOS,24.0,12.0,18.0,12.0,18.0,24.0,0.75,,0.05361444160464873,0.11156802545635547,4.181926445162601,1.0,
79,A6H611,,0.18633899812498259,0.8125118748812512,0.9699376133111797,ACOS,24.0,14.0,18.0,14.0,18.0,24.0,0.83,,0.15703129585716225,0.19182766434242474,12.248441076858654,1.0,
80,A6H630,,0.20497289793748086,0.7500124998750013,0.9699376133111797,ACOS,24.0,10.0,2.0,10.0,2.0,24.0,0.33,,0.13405890065957154,0.17500621718922132,10.45659425144658,1.0,
81,A6H6A9,,0.18633899812498259,0.8125118748812512,0.9699376133111797,ACOS,24.0,16.0,12.0,16.0,12.0,24.0,0.17,,0.15703129585716225,0.19182766434242474,12.248441076858654,1.0,
82,A6H6A9-3,,0.2236067977499791,0.6875131248687513,0.9630277547736616,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.11350807917025535,0.15899540921908942,8.853630175279918,1.0,
83,A6H8H2,,0.20497289793748086,0.7500124998750013,0.9699376133111797,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.13405890065957154,0.17500621718922132,10.45659425144658,1.0,
84,A6H8H5,,0.20497289793748086,0.7500124998750013,0.9699376133111797,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.13405890065957154,0.17500621718922132,10.45659425144658,1.0,
85,A6X919,,0.3913118960624634,0.21876781232187678,0.8885383169758424,ACOS,24.0,4.0,4.0,4.0,4.0,24.0,0.0,,0.017251591034782986,0.07727751022410106,1.345624100713073,1.0,
86,A6X935,,0.2795084971874739,0.5000149998500015,0.925186073412726,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.06550881647134288,0.12121205304484514,5.1096876847647446,1.0,
87,A8Y5H7,,0.4099457958749617,0.18751812481875182,0.8885383169758424,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.013386385243419103,0.07176620879457715,1.04413804898669,1.0,
88,B0F2B4,,0.11180339887498955,0.937510624893751,0.9782984248079596,ACOS,24.0,14.0,16.0,14.0,16.0,24.0,0.92,,0.2729083801775865,0.2847816668476503,21.286853653851747,1.0,
89,B0V2N1,,0.3167762968124704,0.37501624983750165,0.8885383169758424,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.04349923101882863,0.10306415664910816,3.392940019468633,1.0,
90,B1AR13,,0.6708203932499374,0.002949970500294997,0.741103177203522,ACOS,24.0,16.0,8.0,16.0,8.0,24.0,0.33,,1.449047398848948E-4,0.04024834581050694,0.011302569711021794,1.0,
91,B1ARW8,,0.055901699437494776,0.99220007799922,0.9949862872666125,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.3813183256938952,0.3823891103838312,29.742829404123825,1.0,
92,B1AS29,,0.2795084971874739,0.5000149998500015,0.925186073412726,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.06550881647134288,0.12121205304484514,5.1096876847647446,1.0,
93,B1AUH1,,0.13043729868748782,0.9062609373906261,0.9699376133111797,ACOS,24.0,10.0,8.0,10.0,8.0,24.0,0.08,,0.24049416858204564,0.25739202724698457,18.75854514939956,1.0,
94,B1AVZ0,,0.3167762968124704,0.37501624983750165,0.8885383169758424,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.04349923101882863,0.10306415664910816,3.392940019468633,1.0,
95,B1AWN6,,0.2236067977499791,0.6875131248687513,0.9630277547736616,ACOS,24.0,20.0,22.0,20.0,22.0,24.0,0.92,,0.11350807917025535,0.15899540921908942,8.853630175279918,1.0,
96,B1AXH1,,0.24224069756247738,0.6250137498625014,0.952260816334714,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.0953088004769263,0.1452109432248595,7.434086437200252,1.0,
97,B1AXP6,,0.20497289793748086,0.7500124998750013,0.9699376133111797,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.13405890065957154,0.17500621718922132,10.45659425144658,1.0,
98,B1AXV0,,0.16770509831248434,0.8437615623843762,0.9699376133111797,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.1824518756760124,0.21112523075524892,14.231246302728968,1.0,
99,B1AY10,,0.2236067977499791,0.6875131248687513,0.9630277547736616,COS,24.0,10.0,22.0,10.0,22.0,24.0,0.5,,0.11350807917025535,0.15899540921908942,8.853630175279918,1.0,
100,B1AY13,,0.11180339887498955,0.937510624893751,0.9782984248079596,ACOS,24.0,10.0,6.0,10.0,6.0,24.0,0.17,,0.2729083801775865,0.2847816668476503,21.286853653851747,1.0,
101,B1AZA5,,0.24224069756247738,0.6250137498625014,0.952260816334714,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.0953088004769263,0.1452109432248595,7.434086437200252,1.0,
102,B1AZI6,,0.20497289793748086,0.7500124998750013,0.9699376133111797,ACOS,24.0,16.0,8.0,16.0,8.0,24.0,0.33,,0.13405890065957154,0.17500621718922132,10.45659425144658,1.0,
103,B1AZP2-2,,0.3540440964374669,0.3125168748312517,0.8885383169758424,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.027887169552556004,0.08869803358922809,2.175199225099368,1.0,
104,B2B9E1,,0.3540440964374669,0.3125168748312517,0.8885383169758424,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.027887169552556004,0.08869803358922809,2.175199225099368,1.0,
105,B2RPU2,,0.37267799624996517,0.25001749982500177,0.8885383169758424,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.02203270318362918,0.08375293676189731,1.718550848323076,1.0,
106,B2RQC6,,0.2795084971874739,0.5000149998500015,0.925186073412726,ACOS,24.0,10.0,2.0,10.0,2.0,24.0,0.33,,0.06550881647134288,0.12121205304484514,5.1096876847647446,1.0,
107,B2RR83,,0.3354101966249687,0.34376656233437664,0.8885383169758424,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.03498372787327912,0.09512495887032071,2.7287307741157716,1.0,
108,B2RRD7,,0.37267799624996517,0.25001749982500177,0.8885383169758424,ACOS,24.0,14.0,10.0,14.0,10.0,24.0,0.17,,0.02203270318362918,0.08375293676189731,1.718550848323076,1.0,
109,B2RRE7,,0.4099457958749617,0.18751812481875182,0.8885383169758424,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.013386385243419103,0.07176620879457715,1.04413804898669,1.0,
110,B2RSH2,,0.16770509831248434,0.8437615623843762,0.9699376133111797,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.1824518756760124,0.21112523075524892,14.231246302728968,1.0,
111,B2RUJ5,,0.2795084971874739,0.5000149998500015,0.925186073412726,ACOS,24.0,20.0,22.0,20.0,22.0,24.0,0.92,,0.06550881647134288,0.12121205304484514,5.1096876847647446,1.0,
112,B2RUR8,,0.48448139512495475,0.07814921850781492,0.8885383169758424,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.004428713520216645,0.056935541015905186,0.3454396545768983,1.0,
113,B2RXC1,,0.18633899812498259,0.8125118748812512,0.9699376133111797,COS,24.0,14.0,2.0,14.0,2.0,24.0,0.5,,0.15703129585716225,0.19182766434242474,12.248441076858654,1.0,
114,B2RXR6,,0.3913118960624634,0.21876781232187678,0.8885383169758424,ACOS,24.0,14.0,10.0,14.0,10.0,24.0,0.17,,0.017251591034782986,0.07727751022410106,1.345624100713073,1.0,
115,B2RXS4,,0.37267799624996517,0.25001749982500177,0.8885383169758424,ACOS,24.0,20.0,22.0,20.0,22.0,24.0,0.92,,0.02203270318362918,0.08375293676189731,1.718550848323076,1.0,
116,B2RY04,,0.3540440964374669,0.3125168748312517,0.8885383169758424,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.027887169552556004,0.08869803358922809,2.175199225099368,1.0,
117,B2RY56,,0.13043729868748782,0.9062609373906261,0.9699376133111797,ACOS,24.0,2.0,10.0,2.0,10.0,24.0,0.67,,0.24049416858204564,0.25739202724698457,18.75854514939956,1.0,
118,B5TVM2,,0.13043729868748782,0.9062609373906261,0.9699376133111797,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.24049416858204564,0.25739202724698457,18.75854514939956,1.0,
119,B7ZMP1,,0.5403830945624495,0.031269687303126965,0.8777360261331884,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.0017528052122483628,0.04920101268267457,0.1367188065553723,1.0,
120,B9EHT4,,0.14907119849998607,0.8750112498875011,0.9699376133111797,ACOS,24.0,20.0,0.0,20.0,0.0,24.0,0.83,,0.21029812498078254,0.23371306144129841,16.403253748501037,1.0,
121,B9EJ80,,0.07453559924999303,0.984390156098439,0.9949862872666125,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.34358681309626693,0.3475882962830979,26.799771421508822,1.0,
122,B9EJ86,,0.3354101966249687,0.34376656233437664,0.8885383169758424,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.03498372787327912,0.09512495887032071,2.7287307741157716,1.0,
123,B9EJA2,,0.18633899812498259,0.8125118748812512,0.9699376133111797,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.15703129585716225,0.19182766434242474,12.248441076858654,1.0,
124,B9EJI9,,0.42857969568745996,0.15626843731562684,0.8885383169758424,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.010293111274975088,0.06703558183945275,0.8028626794480569,1.0,
125,B9EKI3,,0.7453559924999303,2.599974000259997E-4,0.5570877624557088,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,2.825417584497489E-5,0.04024834581050694,0.0022038257159080416,1.0,
126,B9EKR1,,0.2236067977499791,0.6875131248687513,0.9630277547736616,ACOS,24.0,4.0,2.0,4.0,2.0,24.0,0.08,,0.11350807917025535,0.15899540921908942,8.853630175279918,1.0,
127,C0HK80,,0.3354101966249687,0.34376656233437664,0.8885383169758424,ACOS,24.0,16.0,6.0,16.0,6.0,24.0,0.42,,0.03498372787327912,0.09512495887032071,2.7287307741157716,1.0,
128,C0HKD9,,0.3913118960624634,0.21876781232187678,0.8885383169758424,ACOS,24.0,20.0,0.0,20.0,0.0,24.0,0.83,,0.017251591034782986,0.07727751022410106,1.345624100713073,1.0,
