uniprot,3.00,3.00,3.00,3.00,9.00,9.00,9.00,9.00,15.00,15.00,15.00,15.00,21.00,21.00,21.00,21.00,27.00,27.00,27.00,27.00,33.00,33.00,33.00,33.00,39.00,39.00,39.00,39.00,45.00,45.00,45.00,45.00
A1A5B6,14310.93518,17925.37308,20582.29638,18736.27304,18419.02109,15867.10846,15719.72966,18168.36463,17086.37833,16641.19359,18249.99897,18332.42953,16749.03054,18325.88695,15027.35526,16752.4158,14310.93518,17925.37308,20582.29638,18736.27304,18419.02109,15867.10846,15719.72966,18168.36463,17086.37833,16641.19359,18249.99897,18332.42953,16749.03054,18325.88695,15027.35526,16752.4158
A2A432,564048.019,650208.8593,641071.0154,671025.1116,701630.7034,606527.6576,651652.3957,632790.8469,663629.2011,680527.2216,615742.8257,676667.5319,621779.7986,666182.9601,718337.487,634595.5437,564048.019,650208.8593,641071.0154,671025.1116,701630.7034,606527.6576,651652.3957,632790.8469,663629.2011,680527.2216,615742.8257,676667.5319,621779.7986,666182.9601,718337.487,634595.5437
A2A5R2,701231.9678,771588.4403,727970.8731,770805.7189,799830.627,700071.2102,710355.6548,760949.1467,797058.4624,761047.2806,830431.636,849615.1319,786116.932,788791.8114,780671.7542,812420.0205,701231.9678,771588.4403,727970.8731,770805.7189,799830.627,700071.2102,710355.6548,760949.1467,797058.4624,761047.2806,830431.636,849615.1319,786116.932,788791.8114,780671.7542,812420.0205
A2A690,484133.5768,548444.3388,515623.0015,514973.7155,554501.5117,548464.339,486011.4669,523148.6005,570861.3783,523083.3759,539016.5155,502163.3425,541528.4744,547273.9101,344689.1737,509567.8441,484133.5768,548444.3388,515623.0015,514973.7155,554501.5117,548464.339,486011.4669,523148.6005,570861.3783,523083.3759,539016.5155,502163.3425,541528.4744,547273.9101,344689.1737,509567.8441
A2A699,279481.0647,295632.7954,265350.0961,262953.4988,285930.3114,272132.2521,242832.3223,272636.9726,295138.5553,306788.8193,281338.5219,275821.981,283305.3995,263300.8263,207818.7531,273797.6712,279481.0647,295632.7954,265350.0961,262953.4988,285930.3114,272132.2521,242832.3223,272636.9726,295138.5553,306788.8193,281338.5219,275821.981,283305.3995,263300.8263,207818.7531,273797.6712
A2A6A1,21010.14959,22788.452,20418.11491,23047.10499,23268.19054,21345.20901,20380.98755,22250.94171,20007.58746,19697.68326,23122.5958,20197.9274,18440.14882,22142.4646,21172.23711,18611.99624,21010.14959,22788.452,20418.11491,23047.10499,23268.19054,21345.20901,20380.98755,22250.94171,20007.58746,19697.68326,23122.5958,20197.9274,18440.14882,22142.4646,21172.23711,18611.99624
A2A6Q5,61930.83546,80016.15011,62674.79095,63796.83304,72766.5258,72653.99626,60077.16877,70414.63021,73294.33993,68476.31048,63816.29828,67095.61929,69506.2114,68593.98307,59416.89974,71123.96157,61930.83546,80016.15011,62674.79095,63796.83304,72766.5258,72653.99626,60077.16877,70414.63021,73294.33993,68476.31048,63816.29828,67095.61929,69506.2114,68593.98307,59416.89974,71123.96157
A2A7S8,10413.73413,10463.31664,10154.71062,9892.057638,11492.003,11111.05403,6103.125733,8162.89236,12977.95957,5644.550397,10996.65595,9718.38964,10540.18906,10376.97617,5821.521828,7947.18477,10413.73413,10463.31664,10154.71062,9892.057638,11492.003,11111.05403,6103.125733,8162.89236,12977.95957,5644.550397,10996.65595,9718.38964,10540.18906,10376.97617,5821.521828,7947.18477
A2A8L1,66149.75956,72025.86787,63905.49913,79495.03481,79304.67446,66817.62104,68419.16631,73493.16153,70279.0033,74957.88691,78970.9574,68143.21325,63478.34001,76530.20558,50586.49503,67406.56354,66149.75956,72025.86787,63905.49913,79495.03481,79304.67446,66817.62104,68419.16631,73493.16153,70279.0033,74957.88691,78970.9574,68143.21325,63478.34001,76530.20558,50586.49503,67406.56354
