uniprot,3.00,3.00,3.00,3.00,9.00,9.00,9.00,9.00,15.00,15.00,15.00,15.00,21.00,21.00,21.00,21.00,27.00,27.00,27.00,27.00,33.00,33.00,33.00,33.00,39.00,39.00,39.00,39.00,45.00,45.00,45.00,45.00
A1A5B6,17615.84477,17214.23125,12837.51747,17933.86902,16952.36468,15897.97693,14900.46586,14930.51871,15996.50465,14749.65126,15783.90306,16173.7792,16082.93316,16024.41778,17304.31517,15092.45371,17615.84477,17214.23125,12837.51747,17933.86902,16952.36468,15897.97693,14900.46586,14930.51871,15996.50465,14749.65126,15783.90306,16173.7792,16082.93316,16024.41778,17304.31517,15092.45371
A2A432,660844.5789,701725.0899,512458.4211,662002.7858,674142.319,671438.4537,649881.974,436207.7916,626644.7463,613315.4282,602351.7993,581863.5559,632634.8461,593273.1496,627706.2828,477423.7592,660844.5789,701725.0899,512458.4211,662002.7858,674142.319,671438.4537,649881.974,436207.7916,626644.7463,613315.4282,602351.7993,581863.5559,632634.8461,593273.1496,627706.2828,477423.7592
A2A5R2,754590.4074,735605.8586,777323.5039,760953.1002,736460.2175,703430.5378,753176.0032,803973.852,698366.302,694962.9832,782258.5722,754663.6006,732579.0637,732521.0697,810601.3156,804268.1051,754590.4074,735605.8586,777323.5039,760953.1002,736460.2175,703430.5378,753176.0032,803973.852,698366.302,694962.9832,782258.5722,754663.6006,732579.0637,732521.0697,810601.3156,804268.1051
A2A690,486000.4022,495329.9483,346087.2709,510530.2196,505655.8957,467615.513,484383.8759,437900.5906,448028.0228,443564.878,447509.7842,445518.173,415988.7326,464863.3927,460158.9862,464013.9515,486000.4022,495329.9483,346087.2709,510530.2196,505655.8957,467615.513,484383.8759,437900.5906,448028.0228,443564.878,447509.7842,445518.173,415988.7326,464863.3927,460158.9862,464013.9515
A2A699,326722.4339,304517.4231,192755.381,303420.9272,328390.7408,299124.6061,303928.9936,265812.5558,287222.7928,300015.9403,252422.1343,292462.9274,269097.0717,280286.2435,283085.9117,281038.4848,326722.4339,304517.4231,192755.381,303420.9272,328390.7408,299124.6061,303928.9936,265812.5558,287222.7928,300015.9403,252422.1343,292462.9274,269097.0717,280286.2435,283085.9117,281038.4848
A2A6A1,20980.90801,18657.81814,17249.0585,18905.88915,17695.93747,19829.18388,19877.6849,21048.46424,22046.01539,17894.46431,19922.66197,16432.55622,17135.68522,18961.99987,18864.86914,20722.34764,20980.90801,18657.81814,17249.0585,18905.88915,17695.93747,19829.18388,19877.6849,21048.46424,22046.01539,17894.46431,19922.66197,16432.55622,17135.68522,18961.99987,18864.86914,20722.34764
A2A6Q5,68365.64992,74584.31548,66827.29238,59073.22494,68816.94147,68824.77032,56137.67346,75431.17174,59681.91874,65061.24154,65532.28297,65238.77597,53071.16564,68390.15545,68161.8281,74999.23867,68365.64992,74584.31548,66827.29238,59073.22494,68816.94147,68824.77032,56137.67346,75431.17174,59681.91874,65061.24154,65532.28297,65238.77597,53071.16564,68390.15545,68161.8281,74999.23867
A2A7S8,9926.647765,8114.327418,3841.224693,9756.832738,9019.482729,6622.000165,9905.51168,5838.557035,8075.283879,6222.71374,9085.349962,4355.433265,4547.116974,8703.46298,8933.718043,10874.38495,9926.647765,8114.327418,3841.224693,9756.832738,9019.482729,6622.000165,9905.51168,5838.557035,8075.283879,6222.71374,9085.349962,4355.433265,4547.116974,8703.46298,8933.718043,10874.38495
A2A8L1,79102.90581,66989.44202,14730.86386,85897.52418,82504.80168,72160.27464,67685.41779,8838.200956,66976.13536,75887.7384,51221.32802,45496.69362,59963.74589,54594.29919,55634.55272,15165.93809,79102.90581,66989.44202,14730.86386,85897.52418,82504.80168,72160.27464,67685.41779,8838.200956,66976.13536,75887.7384,51221.32802,45496.69362,59963.74589,54594.29919,55634.55272,15165.93809
