"uniprot","main_gene","protein_name","I3_1","I3_2","I3_3","I3_4","I9_1","I9_2","I9_3","I9_4","I15_1","I15_2","I15_3","I15_4","I21_1","I21_2","I21_3","I21_4","pval","Phase","Amplitude"
"O88544","Cops4","COP9 signalosome complex subunit 4",3297497.4724481,3045237.76829055,3211895.07589341,3214382.81137955,3494805.78666837,3408809.80868549,3266757.56062278,3317816.749303,3232467.90797021,3504717.10393316,3049730.45753759,3346085.53226417,3163488.4571968,3147326.4403417,3053418.31142494,3174338.92291783,0.0380528357368757,11.5,587903
"O88630","Gosr1","Golgi SNAP receptor complex member 1",566043.820911233,599834.726837772,622208.032131397,610953.774116386,598822.763945681,614453.176642188,649454.216283419,646200.241492841,640711.888352456,710070.93822468,714311.655840997,650984.112105021,615669.915484192,578671.850431475,615243.928962743,649841.157540399,0.0436840271864044,15.19,36432
"O88986","Gcat","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",6859177.99056695,5769913.66670597,6049727.27392688,6380952.57732147,5129906.52051587,5760745.63337616,5308932.2776246,5413173.75031617,5455355.93625159,6040445.59842349,5920020.79277632,5586412.22890504,5626843.92518789,6176410.11811697,5223944.00524621,5794254.55433808,0.0380528357368757,0.94,244789
"O89050","Mkln1","Muskelin",267520.282142257,208302.644703021,240946.437036229,237992.22632514,287024.69335562,289177.773105142,313265.530176048,283094.270340351,272983.202947605,297579.156281798,274561.029834813,278349.348697786,200084.157330623,229803.303449,209019.981607438,216673.020216166,0.00704351167247589,10.96,38971
"O89051","Itm2b","Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide",611791.267000312,610329.416096423,574367.360620529,594259.290204791,481808.038471857,555120.839927137,462160.679383423,542068.408302769,498171.600540487,521452.263876103,505538.644073928,453195.325149952,631798.813386301,555983.040920942,631477.073636804,560107.693781707,0.0231653424442385,0.14,60984
"P01027","C3","Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2",17896641.4380718,22209399.3919062,23099546.0592064,20142545.7204897,21432555.7982854,23330989.550579,21886915.8070578,20641916.1993763,19678330.9906343,19755549.6869077,15555521.5282658,16798857.4904492,19599442.7352526,20808185.7135292,16494753.168776,16748071.1745832,0.0436840271864044,7.27,1662036
"P01029","C4b","Complement C4-B;Complement C4 beta chain;Complement C4 alpha chain;C4a anaphylatoxin;Complement C4 gamma chain",6563344.95220818,6371405.51183495,6771875.16389885,6186853.075128,6315792.03702412,6146955.09041558,6694843.57891184,6085865.62102486,5919031.11327251,4660472.3213728,5294951.41699732,6075481.25668903,6010713.50594628,5291749.01123923,6060643.92781536,5695522.63786504,0.0175321223791074,5.6,397438
"P01898","H2-Q10","H-2 class I histocompatibility antigen, Q10 alpha chain",1420816.45584983,1528072.17474178,1313623.15464332,1371321.58881294,1301389.91374013,1241835.69958329,1019653.39886816,1137313.9669462,1224372.26539519,1060372.41328196,1223608.40887152,1115995.57411127,1447822.22449791,1361526.03706654,1392060.67718132,1207749.58955471,0.0274583284381719,1.18,134079
"P01899","H2-D1","H-2 class I histocompatibility antigen, D-B alpha chain",1544898.40072449,1339681.11271803,1630738.36219744,1985458.91059408,1144842.63020236,1164631.57762576,1338926.12525999,1324218.06528644,1262465.00631327,1333196.13094322,1338618.06213214,1452945.19182172,1399524.5038443,1096406.01730672,1426245.30650965,1533729.91136669,0.0341716271686448,1.49,122334
"P01901","H2-K1","H-2 class I histocompatibility antigen, K-B alpha chain",3111549.09985468,2951534.14672355,2402096.47144755,3012494.59217898,2580856.83524008,2414439.60345053,2090717.19808274,2052419.83646624,2601005.73224153,2216578.00020431,2380322.89740237,2472448.6569644,2848845.29747579,2592325.79974953,2510634.87414735,2404276.62119444,0.0436840271864044,1.03,237155
"P04441","Cd74","H-2 class II histocompatibility antigen gamma chain",311846.432842961,220411.957001457,287608.938612303,361495.609448455,120768.782196318,196277.402134405,236988.231029813,166542.937867119,216705.260298318,282779.626095655,184700.913865587,245565.046289831,310483.428396176,216392.607719931,242871.95635884,279149.428930152,0.0313165056348466,23.7,49189
"P04627","Araf","Serine/threonine-protein kinase A-Raf",1073910.01547413,917393.125583875,915865.474158318,1045845.89351962,1110609.8414315,1102436.66911226,1048468.66992306,1176996.44215593,1121087.19935067,1095570.10015922,1131386.80346774,1228489.77943137,1011422.27197593,1085142.89970791,995978.347487626,1035931.10914059,0.0216262025533578,14.01,78292
"P06339","H2-T23","H-2 class I histocompatibility antigen, D-37 alpha chain",387107.775054331,343602.019586206,351723.184681454,315134.03095812,253024.693397553,286582.109604214,344719.708530344,278472.640659463,245349.982627963,268110.561874538,270128.366244768,210988.484950227,329118.244529775,245064.774758382,154569.634844486,226908.412457834,0.0231653424442385,6.08,36223
"P08071","Ltf","Lactotransferrin",188222.726621526,134930.366518118,125736.94774799,162764.778409004,113806.573605278,135604.399802886,145868.727264227,126975.327775083,81351.0825044833,74680.1010037695,82911.9945486066,85328.9525193084,96909.3012648891,94433.3869169309,124424.93813215,89062.4367670534,0.00704351167247589,5.33,26303
"P08905","Lyz2","Lysozyme C-2;Lysozyme C-1",103892.269308272,87864.5807090076,88184.6062932201,96649.6789351341,91727.2821478479,85616.608240924,102724.3814918,85393.1319379854,75423.1892110349,77088.0145378848,69524.7503873459,75489.8623675818,75268.8592592225,59589.3010566023,84419.80239464,70964.4658676867,0.0175321223791074,6.94,7295
"Q3THW5","H2afv","Histone H2A.V;Histone H2A.Z",4813965.8029534,4099484.70634782,5843118.38649033,4212560.77937866,4848078.04754377,3972310.15883062,5051031.30271065,5242510.76884463,3641223.18363171,4618959.77813873,4370122.20569711,4493136.13806548,3565280.59588182,3939979.81098131,3822125.88146176,3282784.88781651,0.0341716271686448,8.79,386201
"P10630","Eif4a2","Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",6130427.72454447,5661616.78834625,6280994.26226992,6501885.22865274,6850465.23854411,6048747.33439853,7115265.44687726,6846197.68707768,7371418.70105527,7499251.56792596,8147998.22993635,7917955.44356788,6770088.69763538,6304037.61136321,7100978.82886648,7442325.86228457,0.0200042851164173,15.8,656894
"P12265","Gusb","Beta-glucuronidase",4776108.81696666,5403059.73890698,4920431.62248636,4761324.29039427,4615068.2948852,4783955.34238297,4146086.45538653,4403808.28256601,4303931.56869366,4519803.75189445,4232585.63588848,4280882.56758969,4791753.48625449,4871187.55221511,5382630.99976381,4599019.59478617,0.0274583284381719,0.42,338754
"P14206","Rpsa","40S ribosomal protein SA",8253509.3728176,7830840.01591862,6944139.82182519,7565474.76932624,8402147.32738633,7853086.80566959,8225315.62552768,8349345.68383357,8842954.26121609,9091504.48217347,8589369.52379555,8421758.70936325,9012625.76160909,7035452.67902652,7787628.06748287,8245071.33620881,0.0313165056348466,14.99,476468
"P14438","H2-Aa","H-2 class II histocompatibility antigen, A-U alpha chain;H-2 class II histocompatibility antigen, A-B alpha chain;H-2 class II histocompatibility antigen, A-S alpha chain;H-2 class II histocompatibility antigen, A-R alpha chain;H-2 class II histocompatibility antigen, A-F alpha chain;H-2 class II histocompatibility antigen, I-E alpha chain;H-2 class II histocompatibility antigen, A-D alpha chain;H-2 class II histocompatibility antigen, A-K alpha chain",630434.489862373,536367.13050491,488081.469578545,873559.947690936,297103.963028157,281195.791996275,291864.221606445,317920.353611614,379553.959361596,335829.110066961,304612.300051357,583122.604684365,618153.117993116,413071.490712885,544243.642352642,429364.526284455,0.0159635076083501,0.12,671649587
"P15920","Atp6v0a2","V-type proton ATPase 116 kDa subunit a isoform 2",101417.143727928,88418.3699771489,88457.015712923,84192.7423608019,87451.3825785839,76709.9692764491,79631.99840905,91821.5245583598,95890.0564677599,89594.5134588455,89505.2707151485,92174.2975091494,91539.5707689704,97335.6534278208,96759.8235842011,94624.3713108728,0.0341716271686448,21.78,4674
"P18581","Slc7a2","Cationic amino acid transporter 2",195082.302525435,175274.165485478,209366.315714165,178784.455408789,278772.504549889,272129.631588332,262053.231734152,289521.874594842,370976.151978398,767129.566488459,353340.99283775,266737.170193363,184936.213106542,243065.018854652,197084.85381366,311726.071431518,0.0175321223791074,15.15,118833
"P21614","Gc","Vitamin D-binding protein",7407014.69629533,8120362.69607448,8475754.97300203,9532594.88044072,9782758.76876003,9534317.92523067,9341106.0317993,8932722.18492604,8598186.44510021,8970833.15077875,9689234.57738611,9386291.22218047,7275096.87731762,7742228.0051414,7837837.66837567,8584238.10860441,0.0274583284381719,11.99,756249
"P21958","Tap1","Antigen peptide transporter 1",690490.473707493,619066.605537191,561450.914261064,761231.273889576,505200.670959671,543976.193296276,521750.000287206,429453.215143658,565961.710650387,600766.433212277,514901.392534531,528337.06875815,517024.658485456,573238.062918958,568369.332840717,534427.142062289,0.0313165056348466,23.58,46198
"P26638","Sars","Serine--tRNA ligase, cytoplasmic",2786466.75514282,2567262.4665072,2671067.6243275,2779758.26865597,2904441.07571264,2813650.029661,2769476.94145514,3031584.11162236,2945396.98407781,2946129.36141153,3093755.75827578,3108944.85832791,2640103.10630394,2441021.06170545,3225901.99646263,2763821.50409128,0.0380528357368757,14.41,150424
"P28230","Gjb1","Gap junction beta-1 protein",261594.285282441,228264.114988266,234014.151148229,293668.613659169,256764.025333036,292344.001764423,335667.203649438,363395.350230203,302530.682940961,284828.164143155,285749.388771354,346667.912165929,204418.928582387,204790.543865229,175685.815774765,268778.298504803,0.0274583284381719,11.77,49494
"P28658","Atxn10","Ataxin-10",1575121.23761892,1592270.33239678,1528762.59834403,1708111.00256862,1800000.68741657,1740067.34246187,2134751.56515714,1708155.99795896,1869857.90377999,1845997.15078881,1842455.58380179,1962656.42614775,1601728.91363686,1552928.12681837,1679975.29884373,1680301.25047315,0.0159635076083501,13.45,156818
"P28666","Mug2","Murinoglobulin-2",1119905.05899771,996593.691329494,1050655.06258819,1182513.64977391,1107633.22134459,986905.03689974,1262935.91572242,1105467.35083172,838092.781661237,787463.820558948,823766.991636608,1118948.48917628,954340.192715425,774412.16380537,745445.455584112,894637.007934282,0.0380528357368757,7.65,100316
"P31725","S100a9","Protein S100-A9",320409.54442748,275387.925338203,232220.959494842,335964.068265972,166042.754198085,237403.037739171,314504.750435817,240657.933532804,123938.089605222,92116.2841041634,146303.797298697,141850.12252123,138339.804472061,151759.673127726,194666.214269266,152714.82736614,0.00759048104868416,5.06,75751
"P35279","Rab6a","Ras-related protein Rab-6A;Ras-related protein Rab-6B",1941422.41731744,1763485.58277316,1815104.74087599,1810222.38557085,2008355.94805752,1994760.32152433,1914535.11117647,1903494.87895524,2058590.90595302,2009806.95808589,1993063.5714907,1924713.21188069,1893905.87827057,1960601.58907936,1749305.17238661,1968604.51163548,0.0341716271686448,14.25,75959
"P35585","Ap1m1","AP-1 complex subunit mu-1",659984.524637589,655844.696338702,697947.928525673,675564.807040776,691418.322880091,661463.222079521,772237.091234817,712688.630449372,716850.905876192,716230.337840286,716735.642431936,711128.518139719,776565.548377498,623933.567055246,594742.978296632,635468.19993198,0.0436840271864044,12.72,30263
"P35822","Ptprk","Receptor-type tyrosine-protein phosphatase kappa",363849.554936653,400928.112028496,402803.925442474,451347.907987839,494814.462831178,434489.96997069,516189.335916416,557058.055864812,410083.19314791,387601.49523529,466214.362981542,465364.191042868,308095.990910234,354942.390451607,416344.961681156,416289.129478482,0.0313165056348466,10.93,58038
"P35951","Ldlr","Low-density lipoprotein receptor",1168646.46633615,1244979.57819508,1226397.62847663,1124456.85135058,1380560.58691057,1299840.49891817,1546186.2151904,1467381.76774431,1310361.76533905,1359046.62556668,1290543.81342849,1064782.02404481,1092635.55027164,1259967.74620518,1153698.46785835,1251294.63100052,0.0313165056348466,10.95,115918
"P39054","Dnm2","Dynamin-2",4548392.00780787,4348940.49559013,4055549.72286607,4296132.81815453,4313616.50110997,4540530.69876824,4498468.12431126,4369269.64243816,4475116.24979338,4734649.13608573,4349382.32747446,4516218.06116929,4657614.15006073,4500786.8012493,4749230.99384746,4600106.89822538,0.0436840271864044,19.05,93662
"P41105","Rpl28","60S ribosomal protein L28",264090.348975883,215943.495709421,263665.500807984,258074.555342411,335580.579294227,246937.146543527,298211.117263714,300665.659710732,277470.179790788,289509.663496101,298341.492498634,281357.857561103,259791.747918222,277528.234238749,231918.298112862,297797.04315675,0.0436840271864044,13.25,20795
"P41317","Mbl2","Mannose-binding protein C",904699.618921872,855051.155529452,827062.700516922,923286.842645536,807240.727871399,776712.685903885,687045.21407502,712466.232307392,824212.919779117,963884.351905303,810645.389470895,809169.823617602,885181.071609768,816765.969534995,887423.258370032,998715.119461888,0.0274583284381719,22.67,73022
"P42125","Eci1","Enoyl-CoA delta isomerase 1, mitochondrial",16947549.3850237,15351944.1109955,16218114.449626,15859765.1831077,17112743.2294722,17061335.3505326,14767833.5670875,17043671.5535579,15735000.0393293,13981780.3707435,15350187.301711,15018174.1693316,14386158.5254046,15453674.0447931,13907331.856739,14964152.6213597,0.0274583284381719,8.16,711298
"P42232","Stat5b","Signal transducer and activator of transcription 5B",1585498.73320611,1496994.96271359,1613403.81258934,1487266.08504609,1638985.83388051,1537460.39049298,1765967.82530971,1639248.33029894,1452293.19770765,1460784.95835215,1484941.30295557,1556144.9994903,1573750.51347207,1388784.94782553,1561203.02175482,1629874.8306348,0.0436840271864044,8.11,52941
"P43025","Clec3b","Tetranectin",557510.797646703,580864.115564776,494851.22137052,603428.096701646,440417.988759932,483858.004315353,449895.952348641,488522.233488938,543839.145132057,612763.342253215,607454.937721632,612415.682172295,780309.143587535,475208.460954611,634630.838134247,672587.885670917,0.0216262025533578,21.43,73256
"P43883","Plin2","Perilipin-2",609351.772206763,700982.79467728,591962.82505864,753673.646171305,346541.972476742,494994.400489428,519577.854138113,810654.169964314,484432.601246739,267982.733525882,432386.723830334,474306.214518193,650654.537009503,619165.859719858,602666.960460288,589864.107274114,0.0274583284381719,2.6,115384
"P46061","Rangap1","Ran GTPase-activating protein 1",1452519.7441959,1232144.69124365,1327775.3228595,1300991.68948708,1425417.55097556,1492271.50762085,1543714.980299,1571777.93880826,1426336.15990484,1556853.91751721,1694632.17266338,1645860.78068377,1447483.64408365,1241358.52458885,1341888.42555558,1382105.6264608,0.0231653424442385,13.83,134805
"P46460","Nsf","Vesicle-fusing ATPase",2323643.26251759,2197490.94647942,2379429.66292505,2415834.21762686,2410141.41943056,2550492.12020963,2531946.35189204,2598386.21087621,2404202.43652384,2551765.3484529,2556237.89373558,2542405.86591665,2686040.05879271,2361897.5612606,2668383.30580242,2658587.72242164,0.0436840271864044,16.8,68963
"P46935","Nedd4","E3 ubiquitin-protein ligase NEDD4",3049847.11712947,3663872.01313066,3109846.35647934,3450591.8325937,3856206.2515515,4108893.11701788,4150950.88543621,3938065.65049937,3781019.86873113,4171803.02285927,4089413.5918981,3901423.46578095,3268162.77997223,3007704.05808482,3734713.06819631,3452161.95733209,0.0231653424442385,13.02,410682
"P47879","Igfbp4","Insulin-like growth factor-binding protein 4",96742.097611646,98787.5016687406,109478.348431922,89683.9292422903,123759.124333862,107057.964944324,113184.264828556,100685.114372652,132840.767270259,123055.438450645,115232.252481103,119601.822359199,89050.9271030421,93815.0556515897,80214.541989695,112305.291177945,0.0200042851164173,11.61,13442
"P48024","Eif1","Eukaryotic translation initiation factor 1",1405553.55162604,1382651.03173811,1379675.41463526,1315195.74242205,1486486.81377875,1460548.99627065,1556298.79129187,1326197.53058017,1640684.96211357,1844854.98240615,1420508.67565043,1770293.54884557,1448564.14014115,1519983.54496713,1665722.47820349,1736715.16220899,0.0274583284381719,17.18,112189
"P48760","Fpgs","Folylpolyglutamate synthase, mitochondrial",59816.919583702,66601.920332669,54926.8846088698,53381.1156064367,53614.1026417095,41576.8639848308,47004.0541871842,45173.1090224143,51790.663574773,38227.7766908829,39667.0123338648,37996.4284890988,68552.0051994451,61184.7710336963,45298.825380703,45100.9388148907,0.0341716271686448,2.26,8227
"P48776","Tdo2","Tryptophan 2,3-dioxygenase",2311037.75624523,1620178.56389318,1639373.0428379,1978983.84486597,3180046.14877384,2390246.78899371,2597620.63813591,2886975.37156029,3474784.17293085,4650601.01266363,3356701.52125919,3451754.57604635,2174701.88512279,1980894.05643492,1948635.33153629,2545658.52203377,0.00704351167247589,14.74,964417
"P49290","Epx","Eosinophil peroxidase;Eosinophil peroxidase light chain;Eosinophil peroxidase heavy chain",108551.120424883,70127.8689806868,93180.1981697839,187878.196095497,54373.5490222656,40609.2448598557,99578.8173955131,125187.931760981,22214.444786889,32956.4436759907,39648.4982542077,60214.7036944127,41762.4210995086,25940.9217695711,75305.3841011747,60128.877549785,0.0341716271686448,5.03,26694
"P51830","Adcy9","Adenylate cyclase type 9",131168.370696074,131019.724746732,122856.753634372,118067.652889551,151590.884255273,133065.141993132,133664.003527361,122766.937682616,145822.738025826,151689.624948492,150102.01980769,155634.248492232,154345.061512057,134038.417816297,96798.4246993284,131552.162575086,0.0436840271864044,14.77,12019
"P52293","Kpna2","Importin subunit alpha-1",249203.346613173,207431.824591884,119553.176728463,213835.365955037,306647.243376011,422619.103256833,258752.709621965,326828.554387841,427717.783438688,470925.764948046,299590.024973916,362898.331465702,214744.994272466,272641.816040915,170164.238270659,212318.258066595,0.0175321223791074,11.88,101120
"P53996","Cnbp","Cellular nucleic acid-binding protein",28640.6323115496,23314.0346219543,26304.1979923342,23553.7134486457,37485.9918118586,40331.7673483956,29241.0919440575,30453.5827068956,28907.6013734478,38862.9717721363,26985.9752365012,38895.3766818583,27403.8877444369,22951.9278630062,25296.0879141353,19193.4144873044,0.0216262025533578,12.12,5871
"P54116","Stom","Erythrocyte band 7 integral membrane protein",1776464.0803518,2070840.12389695,1995127.36958368,1888292.49315004,1585594.84834018,1790128.8067146,1779358.65158452,1654442.08380487,1787210.24281966,1517215.88895605,1603909.26972647,1618192.48794543,1855015.16843909,1932311.67032697,2166436.93884269,1811824.82408966,0.0274583284381719,0.98,176328
"P54823","Ddx6","Probable ATP-dependent RNA helicase DDX6",1625181.80928005,1561128.67257321,1500678.18000989,1557161.23033764,1818479.47462936,1657530.231184,1611454.6585533,1663511.0836721,1661371.64184242,1803755.66667109,1618019.75180536,1717701.45235824,1578319.71085898,1640235.65579903,1572859.76848041,1576669.28802449,0.0231653424442385,13.51,75316
"P56593","Cyp2a12","Cytochrome P450 2A12",18687291.4104248,16382584.3151013,13442920.7926729,15155218.4434511,20434555.8044517,20556089.3070594,22165306.3469111,17169162.9040516,20423853.6173838,16308167.8543691,16281320.2976342,19256470.3203563,19100097.6040264,16411622.5343455,15776946.0645012,17978127.4774406,0.0380528357368757,12.27,1570539
"P60229","Eif3e","Eukaryotic translation initiation factor 3 subunit E",4623167.750236,4202542.50257345,3967749.12287417,4449653.63702667,4723661.14587989,4099813.84231233,4650120.01951691,4732948.34512934,4767932.50636413,5044480.81083695,4833351.52994865,4938576.16252147,4577874.10563794,4088243.40336286,4707766.09352425,4269120.78570605,0.0216262025533578,14.91,271734
"P60334","Cdo1","Cysteine dioxygenase type 1",256984.870131917,196277.622161477,323988.490181403,204006.968678004,257042.224150869,115816.634229653,157414.16819649,109975.549867948,177704.121600103,160496.631645412,181276.99103003,174067.042824039,222882.784995702,270779.368563288,251418.350981689,301013.919515365,0.0247840195162149,22.28,54045
"P60521","Gabarapl2","Gamma-aminobutyric acid receptor-associated protein-like 2",337386.79891797,333007.653280298,312346.259104902,324181.971480481,327882.596347783,368108.658369788,380327.609061612,344515.974605405,374311.871360159,334913.696546308,456528.754245285,345579.589783735,293002.843091387,353948.206712336,275323.840300685,304858.445065526,0.0313165056348466,13.08,31188
"P60824","Cirbp","Cold-inducible RNA-binding protein",137904.115281061,157736.121316109,91964.3015347822,100501.581532026,160430.544164475,171462.942985762,197192.60830612,160413.106712277,147342.069904562,166457.512750566,142446.885870278,139204.806834046,134770.427226462,140214.865445099,174547.680946321,142462.526918302,0.0380528357368757,12.92,16013
"P61222","Abce1","ATP-binding cassette sub-family E member 1",3150040.92328213,2818297.55296753,3216648.78599172,3097268.70368967,3210158.02358333,3008171.25676665,3231245.03426052,3299637.48126082,3138491.00675297,3340765.04640349,3308074.53518051,3433928.37908316,3089580.35814798,2803136.79971084,3056590.83544148,3061620.74151569,0.0247840195162149,13.57,132225
"P62196","Psmc5","26S protease regulatory subunit 8",6989831.61078758,6957877.30587586,6643715.59797947,6682752.76002601,7089290.55392742,6975341.43642775,7042814.43179955,6999128.70272515,7395854.38021208,7058383.82838638,7796516.0341415,6994979.14409482,6929645.66997704,6723004.60251338,7459889.89351608,6918205.0592707,0.0341716271686448,15.45,218089
"P62715","Ppp2cb","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform",78024.8394884867,88444.2312951869,74002.485967748,73297.9586348959,92234.0678033093,88897.3993301503,90270.6311850026,114979.110860346,93131.4040219031,94147.1850558832,91543.7652038603,83455.6106774142,120801.920557122,83716.1212260906,111949.501056243,110318.52280454,0.0380528357368757,18.06,5875
"P63017","Hspa8","Heat shock cognate 71 kDa protein",81216296.9049171,81978391.5943196,74320730.4037038,82065746.1661975,74165998.925946,76656331.5955326,74362253.2822533,76505954.8704071,86167209.915806,81962643.3682278,83016909.7843815,83700353.4089901,84237664.7407476,78040517.5540798,78033365.9085699,85416467.6333095,0.0313165056348466,19.91,3695763
"P68181","Prkacb","cAMP-dependent protein kinase catalytic subunit beta",200803.31328688,238970.13690896,211542.148762867,284785.814023509,214315.055955366,223358.360140086,244206.541477754,219660.850276777,213071.591900692,208446.535382942,207852.678471562,251181.128708836,162546.288909085,165657.834718479,192534.841120192,152792.323000809,0.0341716271686448,9.43,20616
"P70158","Smpdl3a","Acid sphingomyelinase-like phosphodiesterase 3a",920872.731781269,949917.980910931,912545.813786373,1012423.36205773,842242.227636511,860884.950036646,804387.896407387,880938.32883744,789555.937029543,651878.258179206,857962.243525661,837563.763876829,775824.167345143,785297.3697556,906333.240367428,780255.793687335,0.0231653424442385,4.4,56807
"P70274","Sepp1","Selenoprotein P",264424.145773661,308213.607445183,289744.686183242,271887.962038968,244202.791308891,242303.813280609,227151.534709344,196025.96712724,299027.829733265,235444.382577293,191148.022687563,208256.896257405,353656.473337002,310160.625156686,324476.098821965,237193.571651685,0.0313165056348466,0.45,40949
"P70315","Was","Wiskott-Aldrich syndrome protein homolog",51337.5273975023,64534.3690384169,50874.6193584403,58756.0308142229,40971.8355129025,47517.7186498997,46737.0182639073,46690.2692673749,39267.2274803444,35808.624880142,40890.3521300118,49704.2013686368,47694.2408113688,45135.0957415392,58081.1888627261,46140.1132278254,0.0247840195162149,2.72,6527
"P70324","Tbx3","T-box transcription factor TBX3",54500.0527806754,42184.055699071,53161.6129627335,61468.7370893787,54179.6409265692,47384.3633873719,43760.7953041269,66633.4987527434,38699.059308457,46255.0076630061,40860.5528508632,30531.6172485531,39580.7071106115,45436.8955338802,36352.9884257516,25936.0201130811,0.0341716271686448,7.39,5871
"P70398","Usp9x","Probable ubiquitin carboxyl-terminal hydrolase FAF-X",5791738.06818969,5673699.36894244,5436635.67419821,5416181.30876982,5738493.46757131,5606381.09653151,5964051.02485275,5786965.43311205,6135814.85972296,6121172.28749505,6055524.93763663,6347658.71114799,5756553.70094407,5518051.42505138,5928994.26441249,6031101.82598042,0.0231653424442385,15.89,249217
"P70459","Erf","ETS domain-containing transcription factor ERF",52266.4917794963,47318.1926648615,41755.8599984898,42104.1518401194,71369.0552862632,46034.5897846629,61233.8350008753,52270.1989460792,57913.5461805616,62293.9139818677,45512.5111217858,51672.4362125081,35782.9210573287,55456.494472503,29287.065243867,35602.657949424,0.0380528357368757,11.73,9096
"P97290","Serping1","Plasma protease C1 inhibitor",1608739.57255701,1597972.75510486,1568533.80822906,1608785.03625082,1481035.17966379,1458662.93468441,1357392.33865323,1384658.79388558,1339932.10666185,1285052.78233653,1526751.63916751,1546416.81890673,1794498.51308705,1330663.86790528,1595993.328573,1564658.8052061,0.0436840271864044,1.18,101743
"P97313","Prkdc","DNA-dependent protein kinase catalytic subunit",20346.1598665317,23754.3349966974,20910.6035002402,21170.6458861814,20965.360981243,16730.0445377658,20220.0477104345,19675.7004069292,17157.5139684268,15897.2933919143,18928.4065882581,18664.7778733139,20324.9372281429,17378.5793717795,20156.8659114862,17146.6504921056,0.0313165056348466,4.18,1384
"P97333","Nrp1","Neuropilin-1",291977.930222364,293035.89544291,300162.115790513,299970.274573106,238968.449243911,231656.606350784,299072.686511787,226935.69929674,252360.621876471,210093.607585487,247664.362709183,220323.924092727,272234.558438241,281032.074153469,331525.987077624,270355.15644497,0.0247840195162149,1.54,33648
"P97372","Psme2","Proteasome activator complex subunit 2",5868216.82945502,5428571.40443875,5709191.27622425,6178361.4820687,4514995.83722972,4873393.28187527,4769209.73018098,5126686.94111626,5195790.30621329,4515159.51301713,5474225.22958755,5920586.02922235,5173710.3433849,5107550.19153406,5581297.65498826,5712595.62343084,0.0380528357368757,0.19,343886
"P97426","Ear1","Eosinophil cationic protein 1;Eosinophil cationic protein 2",73964.3467465072,68230.7231883599,46444.2599463661,96311.2815772803,50910.2374736307,45130.0592644455,51142.1161322231,64173.2271918971,49546.074731065,43347.9779504973,32583.7983741581,29874.0602995008,45707.7150377611,40476.2838690951,60918.7115092126,41342.4114719708,0.0247840195162149,4.36,11815
"P97431","Irf6","Interferon regulatory factor 6",146529.330766998,142872.196685192,158834.557099903,194397.650982778,147164.070286277,135914.868503517,148693.130449747,144768.571450765,130687.690649419,124899.792102954,114032.649809625,143037.385276235,134269.693000879,130231.311048059,138902.743988638,125005.256572472,0.0231653424442385,5.08,10941
"P97449","Anpep","Aminopeptidase N",4175503.04806013,4436797.6623029,3932511.8511011,4436732.22884163,4540885.09477008,4557991.3059698,4370800.41748165,4506510.84098431,4923032.61566527,4751850.282762,4664716.72965478,4952475.71468648,4727184.09875371,4164927.83863861,5072995.54870189,4412256.57806755,0.0380528357368757,16.18,224183
"P97471","Smad4","Mothers against decapentaplegic homolog 4",211586.839804558,130632.102249303,210114.075239256,221326.051468992,213301.056435635,239294.407580998,235347.129500619,227226.310745775,210502.697782002,285034.32797575,227018.938468368,239256.207566861,193774.577171579,195570.719922157,208719.929095833,212529.454977555,0.0341716271686448,13.93,23751
"P97784","Cry1","Cryptochrome-1",55965.2378692787,56505.506731647,53278.9873476841,54307.4757684756,32547.0695194028,40568.0760973331,33669.5208049017,31331.8477974873,51008.6323402318,61750.0063262532,54869.0579587986,36666.6946782715,86072.5204153717,79463.1977441568,77223.3031029796,65507.525505022,0.00759048104868416,22.3,17111
"P97785","Gfra1","GDNF family receptor alpha-1",227739.09441883,226940.958664789,226058.872602655,233399.654912862,205997.864423872,212224.95861943,221255.290138697,241506.214493861,305513.897647268,306059.923805383,235944.133586464,311033.853818813,291442.133909559,341529.040068196,380607.596292612,353812.526969012,0.00950753017183405,19.88,42943
"P98064","Masp1","Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain",465843.261744156,463576.832520126,364094.310659617,398766.394817887,555055.188003193,519896.443326557,508860.535074085,447012.471144589,481904.798080992,464685.162444264,512646.527777413,565334.879782969,413332.264902619,433037.259676952,437992.032817489,396568.682593715,0.0341716271686448,12.68,53471
"Q03963","Eif2ak2","Interferon-induced, double-stranded RNA-activated protein kinase",135173.65580543,111731.507724031,137320.420777111,157054.428984527,185468.209998031,170450.917258589,146232.513069105,172863.689406622,162971.026175825,141270.379206884,178606.148011914,137600.555780389,156118.971238531,139337.266389587,81092.0274743086,129886.448771017,0.0341716271686448,11.78,20555
