"uniprot","main_gene","protein_name","U1_V3_1","U1_V3_2","U1_V9_1","U1_V9_2","U1_V15_1","U1_V15_2","U1_V21_1","U1_V21_2","U1_I3_1","U1_I3_2","U1_I9_1","U1_I9_2","U1_I15_1","U1_I15_2","U1_I21_1","U1_I21_2","U2_V3_1","U2_V3_2","U2_V9_1","U2_V9_2","U2_V15_1","U2_V15_2","U2_V21_1","U2_V21_2","U2_I3_1","U2_I3_2","U2_I9_1","U2_I9_2","U2_I15_1","U2_I15_2","U2_I21_1","U2_I21_2"
"Q8CGK3","Lonp1","Lon protease homolog, mitochondrial",8879086.91082761,8232483.56749598,9106101.68265982,9366456.00051691,8989404.77028634,8614357.4328121,8808805.08932513,9228155.99489822,8694753.8431658,8067886.34438789,8242024.2126746,8237844.31152677,9324892.90032983,10091667.7726117,8538904.23772719,8590931.39845619,9943743.11320987,8675452.1015088,8422396.16444073,10411016.6356975,9967500.15421009,9683262.89778261,9208127.67597526,8876587.00794051,9747739.69289591,9920997.58919608,8659370.90804312,9678968.21429582,9507752.44825937,8715038.73162237,9071336.26882851,9429217.24603054
"Q8CGR7","Upp2","Uridine phosphorylase 2",891547.58888363,797111.965294616,1360992.28768445,1078411.33107898,2104218.55489436,2500105.11609587,691865.954948921,989780.695740476,731233.541647978,716922.289634071,1140702.76706505,833351.412609262,792333.693088138,1303614.8929383,662121.415213638,723213.990779299,456556.514483916,547428.462226374,1245297.0535137,1817214.6385978,2725042.35588714,1944039.86748877,724367.893670624,894106.944877326,240019.552823431,284654.838700626,794886.157879505,503835.596115767,963950.428494277,559648.407588319,454599.155035408,443954.579246609
"Q8CGY8","Ogt","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",1945887.89276177,1818085.38258469,1850542.5357818,1757563.6971823,1723679.42038621,1647682.01325006,1830120.82068768,1924597.55006513,1792821.97047983,1602484.38542247,1697193.88319106,1703057.00954428,1673139.45617621,1634001.16525805,1761777.74379697,1650187.59601922,1993002.97213558,1952982.32153377,1833872.49913904,1875275.15328902,1853645.37161758,1740864.21428121,1870547.13802646,1918572.00949327,1722964.90646629,1858894.23314278,1761438.59976768,1801312.50484359,1707458.10276045,1672398.81650572,1712631.81543246,1782107.24694996
"Q8CGZ0","Cherp","Calcium homeostasis endoplasmic reticulum protein",730639.977314128,781257.708454173,828733.939495108,785874.447363709,840613.446161491,760987.021851072,752631.089751914,876458.552156229,851834.400314934,765497.433149904,850622.435634167,902883.904589122,858565.619839352,930896.469697825,762454.191952082,760168.092969343,878824.334281782,872568.181944338,734885.597872706,869161.702558157,911061.55091073,845555.991948205,838507.550950827,840690.615413495,842044.398553466,817769.572521801,925549.727561827,891950.212697144,775811.395531513,944667.518641029,750581.292013858,728937.539978307
"Q8CH02","Sugp1","SURP and G-patch domain-containing protein 1",94799.3434532047,90915.589424672,82804.283821755,75855.8389659051,73905.187262014,94786.1164605682,94220.5661369301,76952.3008670603,106274.943699283,110726.846407429,91126.4735506174,97586.6696693142,94450.7553613426,89082.8707679815,83469.124867197,78379.424745945,94952.7880720188,90172.7163040501,98850.2118998489,86115.0382157134,78313.7195092754,80726.4710206762,75618.4415657812,74272.8826884055,83519.5252016684,86228.8543708718,115043.441773291,83800.1265373544,80625.0383013266,89334.6589468344,88254.3565760567,85243.5532483097
"Q8CH18","Ccar1","Cell division cycle and apoptosis regulator protein 1",762203.473912662,758197.858084667,741637.156582506,785424.711256258,775486.955558327,693563.363115271,724426.489486636,763277.902438016,909635.821211968,954961.143477446,818250.330640063,901862.148756609,864402.708043961,987203.726796589,900582.859767508,826868.263669353,702634.865624673,789375.732176674,695153.872836893,783266.39583017,867691.31359443,770222.959566497,821363.408635709,864386.096711844,869781.584050387,798870.341583506,1029790.23963826,847978.515456717,845049.571168753,1005353.47371464,822908.806986508,852182.364359146
"Q8CH25","Sltm","SAFB-like transcription modulator",450387.047193817,510841.624068631,369362.832743571,405302.998573104,510241.105280844,296119.483911385,405963.456285155,414274.465772735,460977.288045721,372196.574046748,467444.496192445,451484.134926964,405370.624786512,512856.23542484,423038.458745577,449947.300969,465423.714743194,539110.528914475,464140.768356532,570480.698716857,519687.966314757,561996.480036343,572584.000992023,551351.330907267,552484.702522213,544948.46856494,600663.954602689,585964.309720681,554676.399020025,585575.19021945,474557.859677428,480303.079695699
"Q8CH40","Nudt6","Nucleoside diphosphate-linked moiety X motif 6",109537.25084716,106114.477585018,87657.6584902484,95932.0823788664,125031.708808994,119917.536415541,135652.030857512,102842.095285105,139066.98588769,142644.608326075,73602.7357587466,141556.496628807,123458.795060262,156446.867689738,133926.610676791,106358.661890992,115573.192214284,105250.301413387,103760.555610894,111862.327700137,116048.397957385,103478.746904237,86261.0529822739,109934.615793905,124522.061929767,121029.221466454,105277.150544744,122478.056353393,122698.192985497,108167.740265073,149957.768734028,130415.603552832
"Q8CH72","Trim32","E3 ubiquitin-protein ligase TRIM32",175094.886307785,148336.692520837,186612.627170967,159410.094269385,173447.056884486,169140.607897959,180710.619568259,184699.594086722,169446.183738599,174727.126050495,176807.73935471,185426.207738668,167297.28811964,139958.604851946,197153.342440087,133127.902936721,193946.398088201,199134.673513497,192282.636072515,202050.308381054,164184.508359244,151408.014880249,165942.288450293,168981.371899197,137284.180942013,194658.096702627,134877.141670932,157544.470821567,168506.513406792,167271.4396144,156607.332354922,174404.286011492
"Q8CHC4","Synj1","Synaptojanin-1",260224.66589776,305537.455280785,326976.877289659,308364.729931172,301934.705285836,352955.865196059,314822.021669924,297232.383348058,348730.35868822,369981.87502079,346984.465657562,330980.903042941,371829.842228932,330820.770015302,342961.281242575,375115.369380985,262552.599807641,280213.155826637,279026.004259566,274835.699607923,257904.020285876,265428.558778675,248766.872281798,235414.553075031,301756.184349849,297935.372458843,292322.861136388,298830.734647237,294268.078352634,317944.718148149,301291.048238286,242069.660366212
"Q8CHG3","Gcc2","GRIP and coiled-coil domain-containing protein 2",617475.901708058,578435.489134118,566720.553799855,564701.477868038,641955.431780523,548313.72371623,576003.243477819,591643.259035543,529009.492799622,445520.046480375,558524.950884958,508895.390667375,533613.482661353,511679.594977626,455104.743801467,499827.015085563,641602.528064599,797929.788564344,641654.940908214,683149.217691433,709457.926817039,628293.621593725,757680.349007097,845598.629672932,570962.444918689,557390.295498258,677429.134691914,542039.666669882,649202.206466905,621781.219107875,521667.82766919,531560.884818824
"Q8CHH9","Sept8","Septin-8",241160.025619052,223271.343413398,241878.787234481,224656.790991538,252138.958697562,216979.045152464,264272.333104154,256725.847437733,253983.833114965,276388.73357043,282708.350611937,286496.458910064,255394.713869505,318038.882872054,319396.548975266,242123.562710232,184339.816123273,207760.547646237,233492.743753081,261461.306038205,193891.55161909,209692.825110614,227409.702776497,196394.492482801,209201.868632231,231645.396310615,234179.079989958,186022.49956093,210615.594819455,282304.624369388,293426.637736577,206024.576644487
"Q8CHI8","Ep400","E1A-binding protein p400",122328.936203138,130527.36509756,127595.80229684,119714.074533973,118462.227037845,99987.6393217871,131675.711256053,116898.327696714,114418.025406888,125539.965720532,107004.61453694,135413.14067751,113216.851404176,157372.16870818,109890.304891273,128636.769613853,135357.468308166,126376.486816095,127959.651744624,140072.214390017,140017.305376255,128978.403532911,116888.783597167,115425.629430367,108466.092018669,145796.347256126,130774.19376364,129352.167658771,125581.823241179,139858.110291595,123591.670087656,120198.732691982
"Q8CHK3","Mboat7","Lysophospholipid acyltransferase 7",246076.13311903,266821.534753942,226997.278452886,234167.7775862,250613.808492695,249376.588375134,238342.263960029,231652.940524204,222508.622565792,239664.172659972,229225.58088073,215550.546990115,250318.046372708,259688.355613722,253329.065637902,214355.788461329,270128.759702963,138033.448800532,164308.204205911,182580.649394254,209209.43333497,193535.003906921,168867.199271679,244471.69975754,201615.2526527,166425.052615801,155666.51850225,202963.34524524,187012.910419459,210464.362543137,199609.674756032,179641.100463999
"Q8CHP5","Wibg","Partner of Y14 and mago",164327.067258054,145627.870783452,139774.104675953,152968.138495616,157003.255043751,112372.110643418,142114.124289248,165814.61326201,146918.07046628,105938.467895823,157912.975146437,142471.288703184,139219.903332484,174255.74680705,131116.827112385,130308.725981883,174677.103730475,196055.210177671,179669.373450895,161363.042025383,184085.956954089,187899.649599438,175608.353227547,177348.404523801,152482.978318868,171759.269832614,190047.650041798,188660.024281312,187545.607003941,154619.188307954,167728.706194586,194563.678071584
"Q8CHP6","Phc3","Polyhomeotic-like protein 3",68415.08259862,74698.0391442007,72983.8343215224,74730.1137613403,85624.4245381562,79272.5205446417,86429.2545796399,73386.8498104,82265.1837840677,90126.6457480538,81582.7379266405,81375.0590614316,72443.7689794549,75418.6785606926,88312.6920902704,82110.7258047581,96167.4903490316,97196.2532961341,89558.3327852363,100997.365182704,96514.0844443252,86332.0022081978,83168.3024878663,98957.8586551858,98418.7635298692,98649.1622977366,98359.0757259284,88321.1005468016,100435.383328091,93556.1542291589,124931.195533835,91207.9651678932
"Q8CHP8","Pgp","Phosphoglycolate phosphatase",729754.377419087,824521.729086543,893251.457567206,895621.449415712,975163.936899687,788077.544085552,866197.586526519,776294.042481897,866690.995394569,878341.641211332,702205.691755478,855491.515598545,827027.324958823,763616.076352056,752038.390736568,825677.557909698,857800.548899307,802086.349526059,857332.118888649,801241.032847372,849178.147698617,975128.683062652,778002.624510761,740712.245301095,808912.918057783,804529.726126556,732397.640337422,825073.574981717,926365.763500809,846075.359330792,1034524.8323147,781932.851246715
"Q8CHQ0","Fbxo4","F-box only protein 4",149726.626678258,146332.006958564,173104.338710381,146864.155624166,136976.914536768,167406.507618693,172521.464702852,149760.099141253,155021.110336336,172561.582120192,148274.955336956,137006.247499217,153451.463709218,170956.723896656,149505.085874351,126130.599161505,155253.527000651,150931.046281305,159860.911494282,158714.374623103,139816.084167012,155885.396244532,157751.925995769,145820.38756763,123099.231877492,139366.500425157,153269.926459276,130135.716256051,159245.125200918,136545.461257955,162572.309923388,187530.229736759
"Q8CHQ9","Cml2","Probable N-acetyltransferase CML2",2184004.90914542,2206665.63509466,1796416.06398614,1952711.12996643,2011422.43050955,2040824.31615875,1903874.818769,2072125.45713096,1801390.19317942,1882717.7732272,2165402.70535027,1725763.30873895,1822113.22745855,1484283.96503069,1578856.38004792,1737160.3281251,1767031.12984011,2205654.05861712,1934887.44785436,1790951.69016617,1824872.4885163,1956725.34768162,1955414.90322384,2205457.351994,1614691.93121688,1753798.52012797,1891563.9408425,1886374.08236958,1926855.00941457,1960430.91845816,1787175.12781385,1885838.68827896
"Q8CHR6","Dpyd","Dihydropyrimidine dehydrogenase [NADP(+)]",13835311.145156,13739025.7670964,13005859.5635178,12354920.4288034,12039882.0234248,12611979.0241592,11037221.8175326,11613982.042935,11742060.7477503,10101260.3167676,12662304.2230976,11363071.9400067,9757688.61478809,10707662.3080707,11101396.4193037,10812266.0744966,12352385.3222636,11744641.8025866,11832577.3247149,11178848.0148394,13624399.9177907,12385260.9869096,12359330.5475946,12086251.5441639,10698302.8741897,11934799.1045883,11787095.323247,11912222.6230494,12605615.3172667,11498029.3986479,12047621.6873657,14061638.1191807
"Q8CHS2","Dnajc22","DnaJ homolog subfamily C member 22",714569.28753038,810460.815002777,795563.775409903,665605.925466774,739323.974467003,687805.282954378,814523.814469307,885162.746534573,737524.082107705,760043.030325152,723467.99438093,847243.226049768,869677.22777411,724228.660101917,728181.262751136,746121.709984771,765411.698066128,728035.153609297,634669.604115515,628277.342265011,639090.445934269,661876.876436518,719222.355550379,682428.090720864,738361.787480881,729865.125779945,733839.770495409,743180.952446663,699187.748695497,671648.178475457,716081.740021076,764850.163484354
"Q8CHS8","Vps37a","Vacuolar protein sorting-associated protein 37A",152878.830371838,140685.13459488,125908.137932187,105011.54826495,169889.72174429,70292.2538564843,124784.023474749,127131.369922178,130892.058727944,67355.0030442324,118185.292974414,151401.066513257,121709.392893281,159238.023809027,96656.2358565676,141963.411609464,223906.640524624,222679.236611519,246518.589246223,226578.385823873,239590.682685572,227368.428332732,221005.57404316,256336.482045389,241287.672470373,225921.966704047,243319.667570503,246825.746480079,231793.176220724,246808.354968957,196895.580333036,207598.243374664
"Q8CHT0","Aldh4a1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",13851440.2501497,14336230.2977759,14986810.8006525,15157118.8403896,15755624.910151,15096196.5879418,14643348.0350112,14209368.1262546,15811424.8306122,13309763.7132897,14959267.8487593,14126756.4545938,14227245.1280686,17774174.6586711,14978658.5367358,15815326.1789794,15196713.7724972,13613033.2414549,13903125.8109029,13779520.1142773,15902614.5027122,14314143.9366855,15806614.86639,14769429.2048461,16077840.1819252,14990464.9863998,15844502.29803,15525394.6104405,13987285.8366378,14529508.8508972,12931339.2209268,15591704.4632736
"Q8CHT1","Ngef","Ephexin-1",446414.269037963,481019.925495036,449977.736154609,415092.85388437,501307.135302247,527711.79187814,463386.214245189,417149.030296826,433531.454249813,390589.906425703,440919.109687098,421242.354046819,416276.643696424,468670.512612283,444822.183089701,450779.777549992,393020.870303177,416072.990897222,372410.394818174,422785.60234053,424140.0669491,417335.082623114,383858.957768944,349221.792641315,328924.487214493,402572.197907842,409792.206409755,383210.943781831,332197.870319586,324332.521513115,343581.3502398,374254.97299914
"Q8CHT3","Ints5","Integrator complex subunit 5",201157.317900362,296893.838460863,240139.946565511,213991.158423839,239509.825139448,199357.837426974,223200.878252502,278523.186120217,219832.024925606,198625.693145904,269460.686025525,231867.479203574,235058.738518315,208382.953485773,240954.453258899,172675.899595582,238488.665598744,232999.695903695,211158.167375232,231787.82884622,207977.047313677,249502.002804349,203109.863848363,231268.711297325,240469.622564075,243953.983535371,204999.011280157,236999.714756681,188371.32404395,255799.532654917,223588.617205482,207876.234053264
"Q8CHT6","Fam169b","Protein FAM169B",76996.7431746535,90544.5314639138,61072.1974088671,64995.5309225332,76953.5190003811,69175.5662370261,57885.5757263124,91929.9236728563,89861.5542769318,77635.2944865742,69855.8806656406,91381.7688147589,54244.2956881749,72144.1069719558,93678.196649253,82773.7085677741,82758.8254436174,93860.4776863974,59082.4277670234,72792.7673342596,59005.903893191,65273.37531493,86090.0491652219,82646.908899697,71258.4005927255,71664.422500742,81920.6299163045,66415.8920423548,79365.8234990957,81392.6759816277,94329.7322996694,95569.6212374769
"Q8CHU3","Epn2","Epsin-2",222042.195450656,199856.639905207,197325.871292023,178064.967726871,201487.944953598,194060.688197885,200559.958292524,222677.584561129,243597.194613593,200952.255905559,200953.094465304,243197.338760947,201642.853794245,202464.941388744,242201.917585968,248026.406882184,293835.405589541,286496.425472228,283925.519898559,300215.733803862,282930.951964666,282395.703944554,291808.492044163,261830.277839971,282640.476375904,308649.625286471,330925.672848067,310162.832193751,295560.07286956,317251.069948195,285176.045045437,274099.601595087
"Q8CHW4","Eif2b5","Translation initiation factor eIF-2B subunit epsilon",479896.697214754,549993.873465914,536070.230859007,533831.955225082,533170.465104151,497501.837171324,492507.930413853,506279.232762986,443232.85642478,477164.98666098,514410.634537298,491154.561712927,461117.150860044,509378.875185355,471338.168277525,494457.734522154,509857.068444016,550471.275376168,519362.312995061,597293.209350148,558768.337021642,549912.656250507,568680.044284287,583770.213909992,414433.522568946,507826.619860556,498053.923326593,556491.990919663,461963.913974934,590971.077259685,529078.777652481,470678.669507482
"Q8CHY3","Dym","Dymeclin",167971.427801724,117632.11031225,161735.485247145,187636.47986809,133308.692453895,194048.623389242,105080.725554096,145768.898511602,126930.107871207,128022.93483604,120979.362649317,122076.710889748,125849.510665123,179168.719784452,138765.727275944,173008.945462576,100449.334766044,178258.996836057,83494.1686218606,120546.337793289,162207.494141483,137688.164382318,66787.2587830646,50383.1703741893,2233.53730622826,79303.0118217569,98346.667036434,99977.2439757471,81207.8816160561,117164.037873038,116955.97726343,115641.361826316
"Q8CHY6","Gatad2a","Transcriptional repressor p66 alpha",116758.064953339,100840.669218359,123505.261095365,108017.511870114,126684.322140834,82414.7199555204,91815.7358396224,102045.171354678,123899.071816922,81582.7444098952,129499.918941853,130294.32114333,104178.720881931,123312.108653192,120470.322575899,98536.1457892388,117209.452191319,139130.719960981,126814.073328937,128722.507045841,128965.252538241,123195.067229814,122719.072743037,133154.266178611,111955.467099914,115155.421693017,115667.009606743,123551.121504769,101860.840168389,135695.526919911,117974.520271269,110508.667153747
"Q8CI04","Cog3","Conserved oligomeric Golgi complex subunit 3",304948.181416138,272630.082028448,326827.367191606,304991.917063055,339614.569246279,350475.031183727,313312.736411889,339550.469324125,289859.868248036,276894.562971767,329557.718111923,298659.857188718,344184.627329753,269836.164969681,334892.123969587,262162.718172728,265833.213081231,349620.29721079,336520.441684345,347333.845476881,337874.221681081,341619.866801434,302703.1031246,327810.464429322,227337.934436621,295450.18720712,286466.609734226,277733.091516627,261353.394621807,301944.083991348,310860.799873976,266246.892893977
"Q8CI08","Slain2","SLAIN motif-containing protein 2",209204.223400394,215075.382321483,199687.916112744,208182.390325688,228106.734680501,193120.580902556,184718.757905632,217573.78947624,205888.732689332,166548.210571188,201320.752500943,205402.040616828,176397.477454216,250132.174289415,197065.42307542,194254.767241512,189239.743349173,231437.764782482,187009.239892784,183220.234131161,237914.682888639,254136.326854984,236824.704909946,222734.475702265,211298.667473496,198647.519050946,203350.890149545,178026.870636453,245818.091881784,209741.4478085,238653.942358884,176742.18704173
"Q8CI11","Gnl3","Guanine nucleotide-binding protein-like 3",336482.352901754,372827.190362618,395558.494128198,360927.33924186,404661.831702166,291944.213994486,353377.020360817,330362.999484051,399390.038065087,340224.782806938,461874.29895541,437166.714420082,470302.860597658,559657.811868109,444162.444725737,334579.121138462,380297.798294132,427658.229514225,463127.356561999,428880.179553455,456845.89639822,472873.832048055,397300.656711152,472175.253571269,402542.357061077,373328.123125773,467289.221505706,449933.899649749,453724.134515579,584315.4520771,508942.615936745,447571.305474571
"Q8CI32","Bag5","BAG family molecular chaperone regulator 5",1272926.70742358,1177910.53949558,1291366.29445636,1258870.85921825,1196484.88728047,1410500.12801806,1267604.84638916,1204083.48298939,1294616.81285666,1387892.3431996,1284558.93800244,1252764.75154076,1354921.42591531,1310011.60695627,1287080.89470579,1232664.58573147,1188546.41443071,1203046.37140549,1150679.10494018,1252050.36136951,1246095.62279043,1215252.88914199,1096180.16704789,1219905.88466022,1400270.35511033,1268561.62238381,1377104.82417722,1304558.55427887,1296727.86224251,1252071.84241852,1391026.08151862,1288590.77995975
"Q8CI33","Cwf19l1","CWF19-like protein 1",378732.016602178,379551.644133458,393736.866618335,428495.16488122,400141.223959562,350516.940868275,336121.132083413,435313.291532965,421722.633833024,449750.176115063,418366.641385564,433025.704801526,467425.937876869,468987.505400033,433577.839956381,389922.414617619,411412.363460657,367264.119958384,382482.6372092,408912.031017943,371847.41843041,404128.501935981,358385.475455652,361553.687643876,351260.082311421,396655.000706155,403992.299031206,412621.309076595,432367.798657793,385095.684422374,412407.839149208,455329.112955665
"Q8CI51","Pdlim5","PDZ and LIM domain protein 5",1716838.70254916,1694505.84970652,1786994.45556436,1727143.94490509,1702296.45121683,1755651.01187727,1947919.46761379,1849720.13034803,1784201.19780181,1757348.14582552,1809905.15565687,1956998.25676358,1919132.23285978,1883847.36326152,1976762.3074494,1965038.08447469,1797033.39524614,1784279.38154241,1774302.07224331,1734394.28529684,1757683.37125406,1780125.1828236,1780387.50844317,1623259.93855541,1706553.86942443,1692576.49894956,1665796.84617455,1728967.37456698,1654893.12188752,1745247.09143359,1845882.79068535,1706944.37530224
"Q8CI59","Steap3","Metalloreductase STEAP3",296341.471445892,337621.307252927,291271.195261249,325882.914690861,328712.787112862,280354.619728257,286593.027248844,319681.405954409,357795.043360024,352937.018100148,383909.024251772,407294.38837696,409747.572994865,485739.819960163,383668.666451006,370953.826178854,253653.041810544,300936.495765155,315351.487398913,309395.331133533,330761.699977426,242324.997192876,335376.77788088,383627.090120282,394220.791821988,362101.155716434,491411.745962546,365179.059963142,361760.403853471,464630.793527131,279848.811663849,401047.971717277
"Q8CI70","Lrrc20","Leucine-rich repeat-containing protein 20",21502.4204260507,16897.9689729214,18409.4458865125,19146.5336011642,22574.4092753504,12276.4710734702,18956.9605716313,17036.3635389877,15484.2737483354,13732.8952617481,12842.4759715436,22214.3562955325,11862.6673270302,12826.4715973926,14599.4894304696,18444.9631744758,28549.4837592831,36624.7437687436,38033.0239533815,16929.4833592783,26052.3996095278,39155.5123950861,33236.9014426238,25936.0102189686,33489.3043957,25884.0058850423,25008.1881307463,23734.6375236648,27143.1287854978,28859.86384377,35661.6300663214,48723.7314536342
"Q8CI71","Ccdc132","Coiled-coil domain-containing protein 132",121212.008110823,119745.665884383,116643.922530872,114562.721174679,133654.045289494,106647.225113315,121885.018876163,117475.319798361,112586.003997112,112077.934908966,122770.270398967,107494.077800678,123846.711775653,116663.776818721,105179.025992558,119892.998358247,96758.2248160517,74761.2192810245,74774.642847716,84437.2954405706,90454.2858605763,99257.668166077,79653.068887979,71501.7654324912,96931.0813342491,93110.2438378941,110551.366873747,79803.8098558611,104513.795029512,103348.119138114,117259.154733704,88347.0542913457
"Q8CI75","Dis3l2","DIS3-like exonuclease 2",371850.984832371,282721.638610398,325768.800054364,282066.670536214,349203.449083641,198169.395289883,221475.647445273,337325.445697294,326935.283097642,245765.422513015,329708.401367061,300853.055153776,274654.673898743,306754.142031543,270343.643454407,245987.686773129,407415.223565729,396656.615218264,381799.531166604,429138.901109928,418519.451153981,428874.808694284,373217.463547515,411138.009162101,321394.540872747,351486.326655142,408163.601429157,408348.549101695,421757.857541332,423515.80406656,382651.60300783,417563.919374323
"Q8CI78","Rmnd1","Required for meiotic nuclear division protein 1 homolog",647362.746872757,658816.131818615,693414.057775956,753098.070949173,694159.76891248,754125.590852007,641928.856585534,709528.641636085,708584.405809967,655299.672722674,717708.891506243,622495.674163074,674961.612529216,779046.941542858,671119.835956459,695668.179256035,597187.49857659,535481.090808536,621996.991418665,629774.066595896,579271.849894315,561009.820244469,612711.205141369,694258.984160226,516892.200790343,588227.61464739,564311.020119704,622712.203650307,562615.809151165,582679.204439699,551912.231199752,670411.48132803
"Q8CI94","Pygb","Glycogen phosphorylase, brain form",2880389.01943803,3286643.04943742,3121926.66404986,3120746.8419271,2959498.64168756,3481931.9232815,3473611.85076199,3071971.23989107,3906911.24411554,3775062.39074228,2751682.56081045,4165292.00691726,3405698.77630274,5075186.41587939,4106409.43584605,4071081.55870683,3291022.84044844,2625534.42493312,2989554.5340723,3482163.21029834,3158223.13804858,2777543.31540429,2389973.79170957,2083059.91631542,2841327.01944773,3093865.11199855,2582192.70813889,2871934.43966612,2310650.28318959,2712622.58745333,3664393.59849299,2349807.56976413
"Q8CI95","Osbpl11","Oxysterol-binding protein-related protein 11",107414.078468893,111556.470068374,97577.2858684191,102488.185136199,102584.687054299,86301.8355608027,93335.9284626333,111572.661091637,98900.4052038641,109679.570769296,119182.535557808,107464.230731073,93692.7516849273,99176.9663468221,110992.32786605,111115.049209512,112636.084322604,65011.8281815527,84206.6887070693,109021.81885305,84583.486804274,83877.601703211,117722.38730239,84677.4697839835,70900.6729867387,99848.774328348,102991.003243103,99659.2872711962,92164.5645788458,66372.1512892065,91639.2184947592,97862.2808029088
"Q8CIB5","Fermt2","Fermitin family homolog 2",1954888.07789147,2198331.61411831,1966221.53807859,1864132.11220525,2061802.39009254,1724845.44299636,1926259.33258944,1925312.47708957,2129927.74778605,2140994.99008855,2112705.14777338,2504307.52105979,2138781.91641122,2262433.58823858,2188106.66052446,2061990.31971244,1876524.46838169,1965470.9182459,1945003.51409053,2097731.95327542,1917572.09640484,1730302.88273608,1897285.78179772,1825699.2853256,2106086.10962708,2043081.83402594,2209088.82699779,2208175.13000875,1966693.00147673,2081848.46553812,2158653.9158006,2088383.92417598
"Q8CID3","Fam20a","Protein FAM20A",43784.774100362,57715.6068139218,57479.270353759,42777.8376487672,62405.2182806455,59201.6794918143,97401.7068697745,28368.2545210066,36101.8334499603,38527.6430829594,69874.3976369098,34884.3930153418,40721.3976776504,47818.6385081926,66794.882769711,40910.1279954301,39081.759893686,64294.8147941041,69011.5650137214,55193.3581310999,52910.5839212634,55100.2050934818,52480.9195546842,57632.2498082762,57535.5350502151,57970.5333437271,45278.3086402438,52775.4860737257,57417.697996096,56037.2014769085,55992.8849090205,44061.6435287166
"Q8CIE4","Parp10","",320703.386952675,327097.660558566,382010.877731107,290762.146224147,326417.129610713,314012.88910494,325235.302783095,277653.913485369,295286.126446142,286944.704311854,356341.700945785,317126.059801002,316745.404904832,348683.264773405,296996.997575854,280964.94537602,285406.109910966,304042.662034745,276201.48504485,291370.397570527,331537.386601618,319965.792084057,279233.119297178,271224.550532842,327742.624353056,306723.522941038,300273.876492473,320145.671815576,293343.574412835,303447.215244222,299700.418362351,276648.327152289
"Q8CIE6","Copa","Coatomer subunit alpha;Xenin;Proxenin",10290643.7286474,10528823.6153218,9347528.04596748,9549264.48768874,10297048.8838926,9082930.47564738,9668009.42226077,10170035.0810479,8340192.39916485,7866585.89303081,8759890.82863133,9272063.55313933,8872795.52242276,9390913.36296477,9313584.51851659,7869657.94150514,9209554.34377834,10683214.7822088,8704104.81624277,12243676.5124075,10034604.6439382,10243578.8453767,9888285.02239078,10753005.4748901,8391005.00483285,9283153.1840113,9053829.57316286,9440827.6782692,9536657.27252022,9971505.63036468,8464349.1138748,9487893.8516659
"Q8CIF4","Btd","Biotinidase",1147164.41437902,1182269.19534961,1160959.46069471,1357883.29602786,1128288.39001047,1218729.43379261,1130439.82622331,1125308.02394021,1583027.14866539,1572753.91229184,1378383.01896606,1385225.23422644,1401398.95669416,1215779.56286698,1425813.11200791,1459895.46918172,1484403.91579115,1250562.22737467,1342284.62161865,1224557.36293147,1192419.9653697,1474195.14240179,1154167.73819926,1321904.41015892,1658190.38041804,1899551.42141745,1428764.39477953,1512699.61375821,1534117.49731199,1395521.01259031,1798013.8372402,1572865.7098085
"Q8CIF6","Sidt2","SID1 transmembrane family member 2",39043.2311994145,52302.629153319,36980.0386171575,37971.5457602908,40756.9170869075,31947.5929896432,42125.9161439854,41672.2717091765,43299.3247655145,40581.4065738285,48348.2650001943,38478.4660348963,44388.2805421387,42420.311064789,37851.1841568902,36033.6740761846,44035.4885159434,22345.5784545155,47345.2960962947,21021.7027239175,39380.4766976615,27770.853922205,45902.7021445093,45858.3407533421,21726.7494680143,17088.9639625941,20658.8297676883,37639.7113266141,52492.2983572982,37701.139566836,25947.6627905813,41747.9866465155
"Q8CIG8","Prmt5","Protein arginine N-methyltransferase 5",326924.210207729,400369.974707242,339848.762188181,301967.990998125,336645.571041218,233076.10974386,346946.677599025,330689.523717289,344286.875667435,228129.511958986,327641.551072933,337055.427340469,298018.907957468,389656.931658098,358291.298763708,261476.752628949,368330.676376736,366177.435024483,408854.445424036,409623.354317322,362706.368037048,387184.05829298,326019.693274853,427865.66479374,382007.464544897,350357.760903525,336132.045507402,395549.563441229,323113.764256642,412329.571844689,307682.010383383,348314.325363322
"Q8CIG9","Fbxl8","F-box/LRR-repeat protein 8",160329.430042779,168933.352486682,198622.580921794,147662.034620083,173834.063032831,139572.513874985,154382.692492968,207458.644563724,205546.184537727,161477.463019647,184212.406725398,208016.768700153,148195.13431533,195409.329301356,132812.676714072,206727.89952115,170601.653424398,146080.000624523,158153.453498727,156690.130654275,177843.754817425,182850.548884975,172547.849824205,156749.923307169,170482.287873363,158377.281038876,166420.196910393,175569.352178442,155231.379054165,169825.904867751,149216.802474773,153957.672053007
