"uniprot","main_gene","protein_name","V3_1","V3_2","V3_3","V3_4","V9_1","V9_2","V9_3","V9_4","V15_1","V15_2","V15_3","V15_4","V21_1","V21_2","V21_3","V21_4","I3_1","I3_2","I3_3","I3_4","I9_1","I9_2","I9_3","I9_4","I15_1","I15_2","I15_3","I15_4","I21_1","I21_2","I21_3","I21_4"
"P51954","Nek1","Serine/threonine-protein kinase Nek1",16489.9671584946,18458.9824792548,15665.745646104,17417.0656157698,18253.4884984241,14515.4862057046,16871.0152710319,14622.5366942115,17136.6891067151,17243.6158722498,18890.0195712556,18802.4888507731,16352.0550011748,16965.9800546845,15915.7778144791,15231.3722727432,18549.5766825402,23298.2295813909,15791.0364806182,19620.6364085336,20959.2837093483,14595.2269556825,20284.965120375,18660.894193339,18145.0468728604,15016.5629319407,18247.2180181126,19894.6045319071,13102.9332320741,18269.1898949945,21029.4478967488,19335.1749162628
"P52189","Kcnj4","Inward rectifier potassium channel 4",55773.346873464,72236.6724487761,72119.6768293494,84402.7954365952,72048.2395797892,62648.7729938696,63939.5870624119,77611.8825259985,73048.690913486,67517.369287913,78755.9831826056,71364.1915975526,66478.7870045734,66927.4469769118,24299.7491358847,52368.5565404722,78604.7669449559,54578.3308649841,27403.4592224758,63829.0186359462,64255.7912498317,65629.6520593408,69555.5040565735,63861.5018056581,71946.9546586717,55072.0582183197,50923.971469563,83719.0744071512,46784.294964802,46486.6446684503,54902.802711369,70870.7471159537
"P52196","Tst","Thiosulfate sulfurtransferase",550730.918733575,592221.191358292,629503.463011836,659779.890239258,648054.650691441,721575.940531558,671468.34268369,652450.917793723,586202.774399926,652658.863011836,655531.525341491,660823.288122972,701374.935030631,720394.744520584,858789.349891145,616501.625757429,642272.805302282,684651.701248232,917477.463217893,757066.166882477,617669.255374269,711808.074173823,713384.694337245,690732.766941116,663644.555162667,632342.880196976,767873.539557102,678544.203421244,780678.47751844,770959.483457136,712401.094988719,624872.386977162
"P52293","Kpna2","Importin subunit alpha-1",13409.5060368295,15124.1238216011,15099.8219944328,15572.4890763689,13653.8870169137,15093.3445070518,14619.2107636804,16892.6965525249,15760.3222075669,16074.3477289479,19043.9399795613,14845.6088625158,15257.9942410084,16448.4427395082,13900.4783526757,15128.1642344309,14526.7921613775,16432.9488728111,15235.5161359959,16924.7064107833,14145.4530686312,12323.1526911968,16087.9228793382,20469.0595348706,17620.0222484467,11425.5786158412,18115.822703338,17603.5045904449,13377.1652517016,15122.580592799,14856.7137878508,15812.5533741931
"P52332","Jak1","Tyrosine-protein kinase JAK1",158144.956273672,162753.656551399,171787.477835512,179629.450299296,177866.234461691,168918.530148109,173116.142671763,167315.882216934,163468.812323281,163010.472026844,155254.568532989,161443.824399081,160046.616725752,163171.384339755,183791.262323164,161639.2771499,166495.300419441,178783.989457801,160656.515691866,172365.686304545,166817.097487244,176843.299948484,160684.895432941,133263.905720595,166419.670517799,163447.815598386,168051.337896658,157204.909581133,168375.130880202,166593.829971869,174596.355462334,135179.200319796
"P52430","Pon1","Serum paraoxonase/arylesterase 1",202552.823550413,46318.3864715996,81106.6981887637,43410.6259626972,29915.7669209865,71203.4793466244,82368.7661578184,67226.784502204,57770.4241165373,94004.6241309105,53374.847256713,76780.9729459111,73573.4301962473,73888.714411813,84231.8457688827,65834.1248547256,71598.9694235883,87252.6209614416,169497.90308161,65005.0352937895,91188.8483551778,68582.8302455198,55634.637224551,85000.2282816404,175994.021628451,89759.8948811599,80349.326333214,75615.6142750318,95323.8289883912,121332.659156588,90725.3259136464,115348.723609355
"P52431","Pold1","DNA polymerase delta catalytic subunit",15563.806337964,18463.692357513,17408.6150951922,20169.510463392,13559.7513370175,17556.4967653973,20986.2396037652,17012.5056351159,20214.6573436724,14674.3450117417,22281.7957430673,20352.0953419529,18853.6522874954,14653.0503204421,24776.0275937627,15347.3608693285,18374.0640446144,16574.1603461985,13663.5723454275,18659.5456520349,18147.5791835611,17633.4521179503,18167.5794249227,7693.67717973255,18070.7377305486,15666.787659819,16986.0997683203,17521.9457991648,18895.0781180963,17792.2337379297,18895.4352855548,12179.4020771291
"P52432","Polr1c","DNA-directed RNA polymerases I and III subunit RPAC1",11950.3845611675,11534.8497290569,11369.2598051467,11048.861738598,11956.0323326727,10123.7648449694,11719.6553453983,12122.4492245635,10031.3998181636,10545.3065405968,12221.6661619093,11676.8639419557,12317.5010051756,9487.831857798,11897.1688996674,11429.4914807368,9898.97162607708,10285.2828576566,11913.0921395269,12752.1538386289,11343.6118517138,11648.8308598786,10535.0242473647,10620.6631091428,11888.9044592406,10051.3135699514,12738.4554752578,12032.8774196552,12135.2773610075,12473.2834848141,13212.3149531239,11027.9476368096
"P52479","Usp10","Ubiquitin carboxyl-terminal hydrolase 10",95685.4098935161,114213.010698543,110882.497829414,103364.698319958,106398.050358712,110370.800004501,99991.5477166802,115686.644141558,103019.447296281,110370.65301462,105780.346320888,105274.385167493,105130.023510594,100928.380711701,98137.1890181672,102238.721728469,118279.853768215,97908.4652237647,102503.029803016,112650.412183255,99227.4383739739,110713.729512712,115139.461093032,92633.5836042616,106885.033782304,97352.576957915,113645.435116436,108363.146036916,101198.041485972,118747.762842403,109456.894955295,107852.439746257
"P52480","Pkm","Pyruvate kinase PKM",4380347.05590197,5468702.70012243,4997778.87652845,5145706.77033146,5616350.53445323,5087545.31309525,5078268.35934325,5234466.2094433,5566941.79387289,5916620.39509874,5676505.38004076,5919929.71184974,5522904.88103814,5493395.73462431,5641534.0396528,5770206.92792411,6143385.78624067,5949530.14305973,6962396.82421927,6289777.2711235,5750762.49364285,5711039.05748839,6304243.22154063,6630044.35291603,5735129.20294412,5979827.90540965,6184416.19138427,5829950.79787308,6013949.54041394,6155157.19320331,5878415.3135638,5939867.82682238
"P52480-2","Pkm","Pyruvate kinase PKM",842762.577147919,918613.176315023,998584.361753712,900034.28662333,1174179.08451535,936979.219086498,955488.16458159,935210.715305687,903124.231019448,1055939.61183753,1023930.41599312,1003732.59097625,839103.586911463,909712.085681134,954027.123147835,1087210.71243912,971985.138195818,1093605.58465951,649330.331771135,892938.695780363,955981.535515064,929581.518973901,954985.555823703,459930.84804202,940411.229126899,946730.435178249,830189.480279827,878093.785406368,969430.381282915,803318.696934062,863496.085342624,544974.042976435
"P52482","Ube2e1","Ubiquitin-conjugating enzyme E2 E1",9330.96850861981,9837.12584300632,8817.89380999138,9311.32155472345,7779.23531698581,8866.765711521,8971.82990459146,8447.22122848428,7931.41471694295,8876.31197869303,6873.18744248572,9683.90118576945,10785.0009764352,10005.098498152,10395.7106834853,7087.87636554044,10162.5447882607,7232.3049094634,9615.19410239456,10092.893431499,8579.48095403615,7354.45840256075,9333.86443329604,10964.8226224001,7905.16271050939,7122.48132847784,9477.00047783464,10453.3573962124,10099.4585148598,10805.0800862816,10496.2343282708,9624.07210724704
"P52503","Ndufs6","NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",1025609.78600442,1215352.0192781,1209690.99352591,1218987.64061364,1140259.14177723,1273791.89668429,1227224.57855625,1151210.22550565,1257690.73812122,1159467.01943157,1156231.35518702,1201152.99364896,1275382.95752052,1201506.59001539,1223076.85635543,1196079.7096793,1215782.62155999,1253201.97751806,1176219.28682763,1174528.05974107,1185233.94053838,1173866.10592228,1227550.06744412,832597.704840036,1219137.58354258,1248379.71541378,1219060.82162928,1193773.78301454,1269813.99354535,1178811.16312353,1213500.56576858,1048097.46432011
"P52623","Uck1","Uridine-cytidine kinase 1",109790.705043903,131640.810961732,124004.169267295,131674.918895658,123311.471808642,118881.905704565,131324.199918651,136895.100375681,122534.903817694,139745.805961226,135298.933584446,131707.063670362,117402.863549996,123379.505924612,144240.788498499,139783.885171415,150566.127116239,143429.337944493,173090.421935618,141061.819811451,144964.106656444,158121.37397881,138928.435079107,179701.629331979,158756.114604125,155254.627993956,138970.649853391,153502.583091964,137314.621919618,151860.312445105,135766.02118808,166133.124642242
"P52624","Upp1","Uridine phosphorylase 1",10790.4275006572,11883.6981426765,10582.5536355041,14130.0430399722,12085.2255961545,12636.3353091898,14840.6678636573,12079.1180404884,12668.6359389703,10558.9344132122,12461.8223991332,14163.7272988198,12300.834705673,12015.1959226282,9583.78983966688,12950.037935964,12217.3837276483,12965.0262298739,14799.5361162382,16053.0656580926,14502.7180548699,11281.4536197924,12260.4635046894,14984.2892915419,9985.24342226647,11458.1071481394,10867.912126584,10343.9170484371,10990.6690744908,12671.4259031558,12296.8520590962,15368.3238762199
"P52734","Fgd1","FYVE, RhoGEF and PH domain-containing protein 1",25675.506005762,31477.1504010129,29147.3183965115,29505.9342801497,32236.1724965809,25412.0076115513,29764.5865675815,32456.9100350632,31354.7456605613,28284.2668699615,30258.0816135351,30134.7500734455,27391.6906168727,27933.0504453408,28914.023586398,26792.9427471014,31434.2403107553,31318.4041800359,27242.261849451,31109.6684570695,32260.491286295,32756.0136363401,28008.2663417736,31587.571939536,29234.005706169,29617.0696157483,30176.3658324888,30249.3110811263,29254.5382310489,27486.9660579155,29953.8894190105,32766.4231675389
"P52760","Hrsp12","Ribonuclease UK114",1528088.0003138,1747268.73636412,1891518.07849041,1774640.05771651,1711158.06477255,1934049.28878324,2098548.60330531,1905248.37906549,1790448.06748398,1843675.53802969,1684068.29072225,2120092.70226871,1752629.48793658,1760728.56008943,3841588.73354755,2088949.16776046,1807653.57222177,1724952.81174497,3373473.98540061,1860815.38580067,1574785.54320825,1847362.07054266,1786141.89885871,2262216.42324363,1839206.6975899,2516036.52229787,2335845.14533138,2036822.05380967,2196353.17091108,2058784.3747841,2178492.02883079,2048385.88858635
"P52795","Efnb1","Ephrin-B1",71205.2093680596,87218.4910839884,73260.3507911449,68590.0226368184,66084.9799084847,74627.5054123137,74276.6507292865,77429.7518583101,84490.8179481795,87086.3997873774,74620.0905976757,65324.2474078438,59609.8891563417,78279.9744451095,49756.7938005355,80402.007526846,78741.0860045773,72933.3858809488,51206.4097753004,71178.805368325,72126.0884648884,71544.7412173864,69673.256287304,70605.3253280828,64176.6116623047,64023.9015907199,62022.9323394579,71891.6581533989,71705.2790988195,66848.6886980449,72418.8964138846,66199.6313582801
"P52800","Efnb2","Ephrin-B2",60886.6694287085,57477.2656439155,61416.0799700958,63110.8296656985,62546.1730035114,65161.7128146066,55459.0490536025,61192.3818964451,54701.8660395279,63551.5939105663,61476.7613471714,45201.9795337387,61403.8566022108,50888.868079911,40597.5203612817,57794.6836382335,54882.4270082365,46641.3335335135,42526.5093985119,54343.7394372866,64058.0436621408,53447.0373225257,53973.0990295419,42521.8756457914,49796.9990578358,47766.4040790223,50888.9064055364,60076.4712914925,49161.6692664597,51937.0018964739,50322.642174158,57368.5736185533
"P52825","Cpt2","Carnitine O-palmitoyltransferase 2, mitochondrial",232720.348152513,313005.680469256,281555.261834861,286407.038680076,289081.906480361,279935.777858611,319086.295301945,312275.326822693,300559.858391545,296659.259289761,322038.343909137,361413.438513758,254773.411196465,304283.06198621,475149.073156077,331050.809183901,281274.373114979,354224.433707908,434478.235463848,312602.122333294,280159.819324299,327310.497224776,309248.498337485,288427.20611294,306916.505329166,336834.509838447,326440.482727663,292370.348308821,286702.244569243,284718.429898314,290826.181588333,237614.643314962
"P52875","Tmem165","Transmembrane protein 165",33805.031229129,34149.94944499,40359.0057980867,44370.9337707278,33703.2538433495,39570.9084921439,37410.8688637077,33670.8031093313,46068.5586143056,45946.5555615258,44269.5723258945,41750.358442019,39704.6859671263,35001.602935256,48046.3486005311,38606.666269323,33311.2602907891,34550.7852156247,38125.0367801428,32630.1955345681,35791.1658152224,33405.5227340328,34039.6598878868,36816.449634123,33696.0609475922,35434.6029356605,37611.8125328588,38443.9867093857,38874.0936505079,37881.6286160816,35973.0941466999,41067.7823446708
"P53026","Rpl10a","60S ribosomal protein L10a",1246572.44192546,1049806.18110864,1066299.77136598,1093708.40620817,1272425.32650843,1188677.21784082,1121483.02538055,1124803.22608941,1237779.56246136,1292650.91592756,1126235.67959221,1151363.46544003,1259753.79410677,1246290.15891692,970625.2191036,1176242.00103845,1196174.88963824,1084265.81069074,1299035.12993485,1094831.57019043,1360125.06472266,1323496.75780871,1199290.04584873,1312976.74219824,1324220.65877585,1344389.75930229,1305306.2765361,1133867.1103064,1231364.85402686,1220147.63757987,1227457.39996404,1243544.4127601
"P53395","Dbt","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",351934.114666931,394569.727102216,377442.418426213,376456.989668348,376611.788635139,385789.94509751,388308.552480152,382474.00700457,395323.678905134,388865.832534529,389805.42086168,392880.026188505,370065.332780398,371377.158300105,415488.30871701,410508.687766788,375132.487848181,371586.081040881,401998.686291661,382007.966042046,369699.390926934,388695.079638754,386613.738347863,360385.514046976,376553.231888868,406445.577133853,403362.700243842,400626.32802287,394797.940991751,377569.658460671,379807.47486627,346694.645069461
"P53564","Cux1","Homeobox protein cut-like 1",23989.4249180092,23404.3738241094,21911.9563895866,22688.1134235694,20801.964553971,21160.7844071722,21232.8920063501,21852.6235515005,22868.5953390857,18161.1972865032,25750.0513869862,26355.4887998903,21338.0877263911,23750.2228143797,25175.078016331,15549.5504749936,17325.2409991154,20163.28852789,15284.4402211397,19360.1533667865,17273.8557806694,15992.7312812355,18784.6545384207,17906.8456375843,17721.5215813168,15115.7002231368,18467.8390476515,18163.710176416,17518.3156721107,18570.8215934917,16404.0243729823,17571.3037757129
"P53612","Rabggtb","Geranylgeranyl transferase type-2 subunit beta",349813.922230005,418483.148332388,428913.453223205,415946.788513668,422441.167015056,386251.554022028,418902.316938658,428455.933733528,403127.716437403,379223.975719749,438878.38763433,423800.676022928,403666.585709972,426940.27397669,396032.659418973,433957.829900631,366988.141768019,364380.172222668,381164.860596912,361360.799831954,350338.675591602,369142.064733585,366749.963676836,367622.243202967,347911.20244931,369669.145080007,354224.536383362,367732.834670676,359527.758352532,357846.935939627,347704.580050336,365892.824217797
"P53668","Limk1","LIM domain kinase 1",39058.6365184408,54896.7513199833,47328.6683730759,44918.3479112736,50858.3940726221,50898.1044720224,61501.7688958224,54450.3384274348,51450.0445480608,69862.1239905066,51787.6809408632,58739.1630329427,52858.2662574198,57034.8102527052,94022.9867252079,69118.7402868082,57028.672332184,68860.8754983461,131552.27632393,56722.6046730153,44025.1954964659,57044.1109296269,50811.892376157,73656.1217708896,61808.299693328,67160.1785928228,75249.5360588586,53721.6813171982,61893.6026590776,76371.321887779,65937.4882648613,54944.0240514633
"P53702","Hccs","Cytochrome c-type heme lyase",127002.852570955,143982.983175308,138426.696139738,146276.368836418,148046.146004343,157245.802404444,150746.218171877,153049.888041894,146765.024556531,137730.720780781,162157.411304671,159366.991926489,150161.792731138,155936.966525285,140675.455910067,145620.584093173,136860.849665342,134755.861941425,134448.844143901,137592.247121807,122701.172236211,128978.699442474,136021.654729263,141555.817451156,126813.326726129,126826.016173903,136964.806091165,129419.129543756,134125.102088969,135099.660719967,128324.47420981,139033.000542904
"P53798","Fdft1","Squalene synthase",24222.6472993617,25301.7502370349,22310.7609413952,22544.2663775395,27325.8837106188,25651.9248880569,23774.7203162158,26464.585534793,23766.1574503022,25044.0166381022,23941.4002687719,20830.6386321552,21574.3727524497,23793.3379722657,20379.3604211934,24691.7607915963,17788.8649318848,19327.2395004639,23919.1914954101,18835.0294067828,19251.6180313939,15384.5516685439,19172.8224526694,21614.2037692167,19295.9036876876,12646.3141610064,24039.5319023817,20726.6733643559,18031.818773544,18072.2719620691,15256.8754324081,20772.3144250182
"P53810","Pitpna","Phosphatidylinositol transfer protein alpha isoform",1855237.44421122,2479825.53666784,2345425.10003377,2411318.29820581,2493953.17766064,2292137.49247459,2443016.4547,2205141.35755143,2619455.41566202,2483077.78085523,2424306.52198638,2678115.0374217,2466009.39137967,2544854.16221701,2688521.1264356,2505794.63157335,2248459.24959546,2308908.280747,2359201.73499315,2264044.25057897,2219954.71946672,2421646.95322028,2258284.53498074,2096647.61922778,2101112.25136321,2395403.50181587,2226936.69696241,2340998.04428848,2411628.10323499,2305400.15432483,2386292.72942911,2134276.82468108
"P53811","Pitpnb","Phosphatidylinositol transfer protein beta isoform",484644.402563612,564300.891768353,557080.008812124,558149.016095028,549204.245952077,543104.989680564,576886.289647814,523592.055118894,573932.814495545,510418.196467763,585130.825240518,523833.563506966,533517.482680903,528875.624205619,503186.962051173,516973.185448338,518522.866449505,496712.33313113,500417.953683863,560126.08308985,538076.435024641,511769.208067895,557284.675548365,521612.08640574,487171.26723489,525269.471443929,494607.997830508,542553.496192665,503950.498354041,494281.721788033,520798.550454019,532689.669349906
"P53986","Slc16a1","Monocarboxylate transporter 1",172736.995167524,181639.245837897,190233.80266908,199902.425856122,184613.298135025,205861.53761036,216921.924821149,201288.165157754,201957.256671557,157051.118708008,174510.063969851,196982.187405093,187757.977318133,188527.186049658,281554.432978945,212457.225772395,164065.467632654,190579.544617381,292464.74144042,176584.438731594,163883.361135936,190855.63120955,177394.015637589,206114.279647411,173405.782377055,183438.718244973,195769.618668997,179323.468318372,197207.515597855,213846.860901215,209079.204239222,175655.985770275
"P53994","Rab2a","Ras-related protein Rab-2A",1799538.34555423,1993591.4149303,2151653.05803639,2069330.60713871,2120192.19797806,2111681.03306062,2122681.40997254,2145228.48243649,2128672.67668074,2163658.88664565,1992082.34724198,2040888.82179903,2057714.21082405,1949979.41153539,2042666.46366182,2138379.64470356,2010121.40258393,1852075.60626518,2131611.88509712,1962281.58992032,1900173.75717827,1912993.69854916,1899258.97696856,2234715.720184,1913028.29359415,2057315.41513485,2073135.00916891,2040589.95746649,2006003.49026129,2080441.2164391,2036323.36059865,2116343.21767865
"P53995","Anapc1","Anaphase-promoting complex subunit 1",133380.701134022,171637.240835668,140014.495834278,153158.87367507,148897.805555292,140754.732005022,150385.867981601,165736.32799635,158907.07470466,156457.284017603,157392.295753672,150481.704621404,136679.666848685,149096.835207563,142429.44360203,150919.832019749,146825.551599733,168143.350411719,72964.333480673,151894.804236304,176856.211443653,173470.609188185,135881.634100495,68368.4462365703,146824.502572881,164090.405476505,115553.357417351,116978.225480485,149656.430358709,111597.640973866,114676.906084156,70989.1242903762
"P54071","Idh2","Isocitrate dehydrogenase [NADP], mitochondrial",2240910.99895388,2567261.66278832,2324903.21966886,2518523.67746686,2245078.22813551,2228154.64278226,2416238.1686612,2480150.10901932,2167313.14777542,2417548.03979916,2438006.04124,2412091.5400626,2275581.13151313,2210385.72692179,2467974.37253778,2675803.27150898,2491678.53703813,2507541.64229188,2873583.2824214,2645374.26923213,2453232.57987169,2842695.53720546,2741081.27136448,2948525.05266404,2684300.79829629,2544738.45288758,2750686.62672035,2877316.7498326,2639118.70711707,2869507.0508276,2520538.05926856,2869362.27599661
