"uniprot","main_gene","protein_name","V3_1","V3_2","V3_3","V3_4","V9_1","V9_2","V9_3","V9_4","V15_1","V15_2","V15_3","V15_4","V21_1","V21_2","V21_3","V21_4","I3_1","I3_2","I3_3","I3_4","I9_1","I9_2","I9_3","I9_4","I15_1","I15_2","I15_3","I15_4","I21_1","I21_2","I21_3","I21_4"
"Q920Q4","Vps16","Vacuolar protein sorting-associated protein 16 homolog",185430.428402381,214753.34337809,200322.250025623,200129.175406962,208382.290638311,194188.334658248,199518.899539721,202940.089219196,215920.347196001,205406.067273212,212270.869239364,206649.06449803,204651.819366702,201084.592364678,182852.608180715,209579.818135749,201008.547708551,212254.414359018,203735.150087009,205759.115630445,206380.490911054,218388.309749033,216220.865564975,245848.301765392,203715.553365467,203038.702332334,217532.474244899,201182.334909016,206353.186617983,207163.399165115,227851.366317661,226265.299706582
"Q920Q6","Msi2","RNA-binding protein Musashi homolog 2",430632.209815253,477661.801103305,442539.421026501,531147.676825875,405351.722191023,461037.609931553,511826.187242522,483068.771253846,475583.966656833,538363.941956458,522285.647616344,526665.625861374,474096.916955633,499849.412791278,610907.293236397,475112.134511361,362492.816262144,417650.472363561,481996.40159007,420044.493908867,353436.710208053,418572.663413259,379633.795686961,406329.763318369,422600.697691524,387693.532787618,426916.876885719,385210.701540702,404046.100988366,440463.334784532,424064.49738211,444318.897138139
"Q920R0","Als2","Alsin",119661.182217589,151605.566858115,132645.881021092,131877.62182343,148969.424121109,136441.744800978,122183.045714644,135425.220648514,138544.701649131,136555.694138357,142892.695812678,129220.159593152,129692.37744207,138847.384468102,248381.837563896,140907.10090162,142902.994785013,151278.976288745,113928.225421201,148650.035972908,159891.653830129,137800.754322818,144660.445333149,122608.922357965,142298.886308057,136125.265231395,146688.098643323,135491.984571765,172450.216023922,136873.702246932,150889.051766352,125641.168525245
"Q921C5","Bicd2","Protein bicaudal D homolog 2",116920.965020192,132444.101474562,126391.221074194,124256.961061353,121966.265604738,126025.795225018,149171.879544366,126296.838101596,116675.616332266,124233.985935555,130590.232781373,118234.322641481,123299.619525423,115782.707387315,134537.725381568,127608.861555466,117850.593096224,118255.200195149,95559.8298606282,111070.778190113,112465.989395241,114304.186399989,109761.924994017,67371.7294959388,112657.469268802,108790.570796354,105450.196456978,100579.505607182,106314.651852794,106819.498001655,104717.910158602,76452.5401154395
"Q921E2","Rab31","Ras-related protein Rab-31",644944.111140376,746885.965939251,690839.476795763,701256.310411949,678832.774213126,777109.612977509,640839.134953375,684043.873249327,751074.808690408,650146.804001679,651885.338059536,714580.383103911,749164.013785751,731290.734693227,813835.822215847,751567.148303636,676384.88591805,719216.871401768,872522.810115012,772957.256857873,648231.058153295,667207.859314693,718308.135624873,894225.610798829,714937.73623497,747583.525806151,774372.538152033,716281.76403127,718473.632317908,797849.464255309,726603.316674308,758131.345634957
"Q921F2","Tardbp","TAR DNA-binding protein 43",765318.828185047,801838.641620058,801003.445646365,953767.306618897,753549.202314172,819727.20707772,887456.319928076,842315.712455098,849898.110120483,825838.128896731,864992.701615262,791851.606388715,808886.441278946,803851.482918406,936729.058872688,770263.679920352,642824.532040331,729321.27924845,575199.638214567,718661.310738804,634955.917771412,748927.694825439,679873.761670861,795626.584913368,685990.865941974,575705.600164324,688827.191570108,639815.124248355,654016.208514465,635736.81031034,737875.381801611,697045.669834014
"Q921F4","Hnrnpll","Heterogeneous nuclear ribonucleoprotein L-like",696159.019374474,710962.780182798,687541.382635692,810272.41683552,792404.703547893,746232.858856896,705436.452689657,715483.077082262,728656.162704742,745739.349414051,801319.931438793,712428.067544781,766948.221326667,752313.505490391,819524.637907619,662182.268795988,708525.86946052,688927.741726152,657195.916666907,772093.815875702,736065.096749913,668955.609778258,786216.348809448,760902.941906511,675762.107991761,679850.870669616,746876.161871674,729525.031363041,758085.557310246,716642.055121207,719569.378482752,750295.212085509
"Q921G7","Etfdh","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",1054251.68415494,1216220.60044073,1284193.89072478,1312809.94316334,1252381.36351736,1334627.79246029,1287616.56560725,1337843.0042616,1217982.12405985,1257917.71001741,1347589.45386121,1338186.2981839,1283776.31353778,1237137.83157769,1422192.95269514,1204210.93476771,1384013.84094955,1392231.55818653,1246239.35303167,1385281.92873461,1345591.37168898,1413005.36007663,1328532.11382293,910347.256811313,1362170.38463576,1513517.72878986,1349529.69485434,1295985.50780711,1411306.11179898,1268601.41581184,1256524.76107151,1003165.78133431
"Q921G8","Tubgcp2","Gamma-tubulin complex component 2",176237.162254744,223379.74541794,187762.634973443,196416.528671202,228751.131283368,189969.738580049,192175.491969015,205016.549305525,208142.630634061,224370.673837291,207937.746025258,215875.182680757,193260.111886941,180117.728019685,196557.567714463,207884.72499486,216560.858281,210133.481894625,198563.290314355,197461.578560756,205133.879272369,208341.492464777,209962.488975843,246199.731778202,209446.828237974,204506.093115872,204097.507171661,226330.602504601,191385.542887439,208272.905739223,206500.408195286,226993.819595542
"Q921H8","Acaa1a","3-ketoacyl-CoA thiolase A, peroxisomal",535559.798545806,606008.85254225,579289.856559904,579095.947593196,583099.088313973,604314.961714835,645006.759103257,582420.39677321,592274.176046487,623420.359024884,576682.61426393,605344.261332935,574693.169579923,597790.373117439,642522.127454309,609095.696322845,588116.269144879,606909.571258711,669518.715640488,593770.500107679,552499.24416469,559930.502770828,562178.046489306,725218.490045514,592816.049762241,638477.989022898,589412.196297704,603821.190034459,596693.682356966,586378.759534777,594491.51994957,628955.630358486
"Q921H9","Coa7","Cytochrome c oxidase assembly factor 7",94753.4755944689,140353.563835058,127474.279812273,128178.003344971,122244.915305284,142903.86718236,126166.711051374,109248.385535048,145755.822522036,135812.43227241,135973.352013501,119248.477395243,142556.652209127,135620.569456718,131230.932577229,129381.158025472,137296.73548211,137736.656905853,145017.390965367,137783.682744815,130729.963197898,136831.836631647,139450.617998088,149406.227112693,125330.488016544,129623.2296444,138489.078445141,122944.83261841,140222.558936939,138645.553897999,130191.83030585,137857.036397996
"Q921I1","Tf","Serotransferrin",8226428.38480312,3110183.8527136,3917361.57133404,3236138.90558,2527042.80172873,3921528.20468506,4370957.80851569,3401780.69476307,3312307.67184471,4346478.68870356,2915692.96606315,3464254.70083252,5415651.15652419,4800748.09092178,4342836.22748171,4135480.37021132,3037043.22707035,3817045.1616661,4129017.55755704,2661950.44910176,4816873.25729525,3254020.05277403,2396922.41933397,1954752.45982523,4954218.49530699,3488776.31781317,3002999.21668486,2657971.22918567,3796334.25511188,4383813.06911113,3016099.46115544,2716881.72913876
"Q921I9","Exosc4","Exosome complex component RRP41",29510.5439648757,36216.4681058663,32492.9764704812,36271.0571223538,33504.4625407207,31731.3885526247,34053.3545132083,35859.7494450753,32309.2627906916,36248.990076053,34510.1974796727,35022.2639825612,30557.6956370939,34252.9536345306,38025.9725549705,35412.4896452885,33965.1530324296,32225.7252923218,30613.4368464065,37233.5658767951,28967.5871463404,29772.6418279346,27837.2472341554,28834.789359955,33987.5666272429,25950.1905124266,35880.4226704008,33521.768761724,32816.7422293376,29680.7745707988,31982.9185364859,30744.3797816296
"Q921J2","Rheb","GTP-binding protein Rheb",980622.932885612,1066703.60408152,1032087.79694489,1091756.13995861,1051960.00596507,1108432.1176932,1062837.3314882,1071671.0604247,1059794.92742838,1056719.09679177,1039586.09222969,1056815.55541105,1066786.73948321,1059776.63095391,1035619.74309754,1014738.5605256,1044959.50706684,1001098.42405978,913472.329922389,1022405.44922503,996492.624750299,989242.390271653,1127901.59116265,1246426.24002462,1019509.043628,997136.002716771,1073517.73744193,1075421.96478097,990646.154649845,1072200.91735084,1048090.78405389,1157789.33849932
"Q921K9","Bcl7b","B-cell CLL/lymphoma 7 protein family member B",21715.8725337059,26953.9520079922,23790.8846609411,24276.5063461352,22159.5653465922,22688.8480614327,23424.7828746844,23602.5513212561,25116.0203793464,23699.0437955409,25294.1869264538,25999.9735474881,24984.0597790356,23885.9971158167,29755.7055049724,23838.5264629214,18331.8423239665,20306.2455139695,22135.1341684144,21005.8055437234,18954.1832406366,19624.2838200288,18877.0567656238,22049.5783750796,18420.711141925,16981.4250478371,17054.3446347897,17249.7112097454,20721.0487606962,18060.7434697233,23682.4164526315,22784.7078177577
"Q921L3","Tmco1","Transmembrane and coiled-coil domain-containing protein 1",139154.25670952,127009.708182477,139715.178493722,132386.421781812,131987.410882464,150884.222218061,141349.556363279,116215.592217203,153172.225134045,116896.653544281,130962.007259808,141939.057851485,136058.099792918,128126.297491794,148141.600048691,130995.074425231,123151.280678257,133977.392043485,141313.891842148,126918.125857016,122600.025265741,115257.576409939,124845.978800203,123743.310916647,121474.255410607,123418.694314952,129819.933602901,123781.543015523,125738.617841461,127285.764358765,127477.310014745,128365.916240984
"Q921L5","Cog2","Conserved oligomeric Golgi complex subunit 2",65024.8339006255,74054.0986125086,70261.2820286036,70005.5132747417,76934.3524735376,73108.4647462812,67555.7504214394,75762.2042362485,66828.7925797529,72031.4184815999,77914.7656727231,76415.1460432615,67300.9657361232,70118.6802416451,85522.1109898449,75082.1196059287,65568.1578910004,78267.3534018966,71475.5647647347,65702.1234530617,63659.0448807839,61332.8153099671,67775.2930158864,71822.6007239434,59959.9159753534,56240.9362123637,67562.6817683513,70464.0914183187,56900.6190513879,65122.6310360137,73495.2242036995,71590.7601319941
"Q921M3","Sf3b3","Splicing factor 3B subunit 3",620420.342516478,698206.212875101,669139.141496692,754606.437588956,704696.142591941,703065.584451023,717807.94937788,716801.220901239,665144.223785965,682981.059615465,715503.431860862,684779.668834306,669405.201408016,704923.441069836,799641.717324228,654757.273029109,701154.539799168,706886.483022233,640538.838088736,712175.806467532,723518.141728071,680581.048988404,768802.376077859,710397.073539909,699068.637498325,669461.520754326,701403.905905212,717845.945614362,742079.81861407,715612.885654816,706849.684633006,730554.548503709
"Q921M4","Golga2","Golgin subfamily A member 2",165561.264259458,174699.116490096,166040.2267535,178038.519453448,173213.255925796,174043.88905315,168554.636473737,184341.002386176,174029.550143642,181872.094807739,175923.162906263,178696.230916881,175675.024818838,181884.345703332,170281.706498506,172870.951468275,162034.602782981,160484.481526196,162660.315808562,161082.35717524,171489.482426166,163266.207765544,167414.708998815,155207.152137986,157637.949988257,163276.906533781,168197.023153814,160977.398009062,162974.768002246,163429.381981816,159308.716888825,160219.05225832
"Q921M7","Fam49b","Protein FAM49B",1419169.90611229,1662903.35069712,1496551.13959755,1524013.9164406,1576768.17028808,1582153.06757621,1230858.49906228,1352896.45559157,1717831.46813068,1658671.18514201,1459472.35405678,1486571.19296743,1610944.15879989,1683660.29105083,1297267.05612381,1367453.48474615,1617160.07597036,1567565.48233747,1268767.79765388,1356096.79749232,1768684.62679817,1727142.96234151,1695956.71708394,1760120.20430402,1621372.95147685,1654251.4136978,1568868.83797626,1680069.05005875,1620016.26604309,1545443.42818115,1643966.26045725,1569749.56090465
"Q921N7","Tmem70","Transmembrane protein 70, mitochondrial",11909.2842672843,14467.0793073171,13975.4390800401,13260.4963774753,16123.3763889884,10316.7951855661,11109.033319614,14779.8202165441,14079.4931861545,12193.4159227878,14498.1511758347,11797.2277048187,12422.798526261,13909.6368181672,15739.5773183254,11420.8046546516,13569.4828980161,13624.432417403,14520.5238342674,15229.8396366065,11270.8523730669,9782.03299517918,13449.4294086635,12621.6253206145,14436.4440578382,12499.2670485435,14499.9613665409,14015.6939281301,14446.1125111765,15782.4103887493,8683.19718563171,12713.7059920487
"Q921Q3","Alg1","Chitobiosyldiphosphodolichol beta-mannosyltransferase",49153.118558613,66125.0531132412,68935.0819880738,75481.6754293732,65557.93672236,47172.0269056093,72658.2826375638,70720.6792769155,76585.8046306611,70043.4412175275,66837.7871776784,78031.0820534294,64456.3734585151,67485.0875371149,65993.9634964244,58143.35659666,60797.6080295855,65231.5782583822,30966.7884637946,55830.2569323385,64139.2203980372,64376.6723270551,55816.4814371395,21500.1300418781,57513.4768525082,57322.7695499472,42178.8830903357,55299.1370492437,59762.1905644712,51361.5217195662,53785.0508341276,33669.5472418108
"Q921Q7","Rin1","Ras and Rab interactor 1",113891.631226027,131562.122332483,116056.371150073,131965.92212439,135797.497440842,112835.94288167,113544.312150426,125464.311729611,114959.234494415,130986.650339955,115021.370033986,89652.1615484326,119211.581106649,125743.114835539,57132.5564451908,100072.068197278,134008.00621714,127345.115243326,71981.8734684215,122476.226409624,150168.511258706,127888.236343943,126231.831176738,118901.668769731,124687.729514002,113699.786350584,85880.8128714373,107291.500545413,99390.8245042835,115167.250007225,97965.368601711,102545.894245366
"Q921S7","Mrpl37","39S ribosomal protein L37, mitochondrial",244936.672346917,295591.506136419,274418.784659472,275444.726701023,285901.702205924,282521.953347564,272666.753882457,284095.155255303,286802.924098078,281073.488556541,281250.995315928,270714.377200269,279466.634234398,281576.354789245,257033.101637631,269783.832634846,288253.583225818,279746.82128494,282014.427429206,287218.787961618,255459.246928865,268401.109102965,275869.894939073,251583.871039701,266421.760066178,260435.44260105,274147.984849693,264659.812212748,262912.090980065,269043.918486678,269464.371854891,271302.632109158
"Q921T2","Tor1aip1","Torsin-1A-interacting protein 1",74324.4057387941,72969.2823145185,76463.3240850205,78724.1569543123,84192.1610601895,74330.1117436695,80114.5330635695,75267.489581476,81263.7477267795,79317.1458916868,83678.8010762468,87264.9832462145,72959.978904185,79819.8460687215,105982.356609733,78250.7022938623,82512.8451892445,97913.9374542718,106114.873356893,89517.6588770679,79025.5410562181,102765.902857556,93475.6949661284,111982.024810023,93471.1571220529,89628.3294026899,108286.069301213,92501.0688379018,99253.4494570188,92201.3654602338,92292.1431892491,82882.4727020598
"Q921U8","Smtn","Smoothelin",6632.87454402896,11721.5514856521,9818.21001499674,13108.221740935,7017.1818470544,10578.9607748822,15684.6041772152,12039.330272393,12067.8215141091,16995.8578947966,12948.6035113783,10776.3480796469,9530.52720586352,8953.60687993172,13597.1134267881,14002.464839876,7719.04936225333,12363.5769409069,6432.36910058694,8050.45451121699,9532.55995506533,14271.3006552171,9634.25597704986,2893.46713091287,10184.0370104298,9870.42891143856,9692.89208889513,10912.7985895162,11563.1800309171,7482.45987548869,8766.18444932107,3474.1000760621
"Q921W0","Chmp1a","Charged multivesicular body protein 1a",14498.9281617033,16046.0614557741,15359.0400625222,15990.1526093088,15803.9105600177,14542.1778420131,15478.1127764935,15983.2730684087,15181.7013053438,16153.2786142627,15532.1223307832,14863.1382771727,16167.4100407898,16534.5450820927,12957.8365298772,16790.2498744167,20437.2846159079,18614.2904578197,9912.27029133511,21135.5887635364,20219.6768425842,16364.2723811132,14695.4411453873,4445.5877999256,16867.6556973173,20292.1907237792,12054.4151870711,13991.7909069405,18129.6189398469,14168.143689824,17452.8837818571,9214.47754329276
"Q921W4","Cryzl1","Quinone oxidoreductase-like protein 1",204633.231258717,240150.690917428,198775.870370559,216238.888985947,224097.325040684,212508.156343536,195370.647411205,229030.308435475,245811.05605382,262760.766191723,259757.036772213,266750.712342317,227844.217733027,237868.526334554,233169.237864649,236543.987665002,245492.666586959,225918.169077017,201163.399513297,246124.727660429,244035.536973976,218203.160647177,218120.097727115,244003.394101776,209217.332519261,237949.631964259,199444.795980677,239538.449636431,227425.617075556,196504.437371871,226513.772237926,214955.842192684
"Q921X9","Pdia5","Protein disulfide-isomerase A5",1191.64675724637,4934.18160791818,3719.13749571065,3421.80614619681,2611.72568545407,2480.85683510391,2183.12555487922,3819.4719373919,3976.22320376134,6516.75096316206,3968.75438409526,7800.00618267647,3070.11154009689,4916.94004606818,4858.90561887691,3222.15799042997,3102.16338250579,2979.16837239152,2813.38087225067,3445.43989249077,2796.74942114604,2176.33036265682,2219.81602180849,3930.70896206359,2739.76946987045,2977.34622422884,2477.56816447814,3375.25719632739,3199.08284735397,2384.78687607863,1984.0014381499,3081.91143989674
"Q921Y4","Mfsd5","Molybdate-anion transporter",10299.2501231578,10268.9341681128,11193.4709627979,11889.5242316357,9561.0488538272,8784.0832253436,11607.6332726488,10483.5364575584,12482.390456845,10132.1202520181,10310.6555327518,9356.41395505934,10366.0649452147,12303.2256132803,12273.4804392782,9827.44208550967,11716.7723837567,10942.6087338673,12755.9937096292,9140.70010977471,9165.41882765521,10675.1978190216,8771.71515688501,13452.8628498733,10841.0712801303,9302.2780174943,10509.2764537354,9804.21897918464,9118.93341633726,11373.8485800925,10107.5541630115,10294.3525499801
"Q921Z5","Tnfaip8","Tumor necrosis factor alpha-induced protein 8",45465.237600136,45526.0164386168,46280.135882142,43114.0326628473,37456.8349240195,45549.4785733471,47178.4647119373,45517.9094965596,42941.1772365502,49694.7530177812,49909.5189562079,47211.7561148846,42794.5804810142,43029.176250285,51943.6427578378,50829.3876484237,42115.4915004499,40761.6608612583,41661.1389066252,35749.6183259402,37278.4456476487,46494.0375972079,37258.6810575979,36865.7336279554,39455.943997341,40013.9034830583,45151.2808870972,45355.5478466045,35358.1261802979,34759.3014631245,42933.8116021767,39684.1572391038
"Q922B1","Macrod1","O-acetyl-ADP-ribose deacetylase MACROD1",231932.334001036,250690.818543933,268267.189722311,278262.327891105,271412.882395035,298222.936546029,320839.361592621,288558.120543094,274254.183759566,291449.724336432,267957.524637272,332244.259764801,282342.051843689,277353.87218296,439114.836375763,317039.580670905,256312.0997971,250231.931493526,380428.850391986,300523.131233724,257229.437677309,262459.213607078,299950.440487424,328795.842335271,269196.278968682,313839.723905625,326702.601346869,266075.322901442,284652.485908597,313662.004569207,339157.506339578,258700.831150022
"Q922B2","Dars","Aspartate--tRNA ligase, cytoplasmic",1244256.18417436,1248005.21875212,1307351.79843742,1269031.23998861,1307067.38292256,1328357.90323747,1334211.91862671,1227304.27915611,1247966.49757678,1313610.53093331,1164585.68050309,1223322.95460813,1327284.84948718,1258038.39782775,1390580.89907302,1217927.94502388,1152710.17339485,1149188.03924745,1284280.3388099,1168054.30954467,1165481.18824715,1184347.96206456,1146354.85435352,1163482.2443702,1245811.2150053,1202177.75599198,1217027.68294467,1230329.11324479,1232396.70279385,1207835.68025057,1183004.42337678,1187945.54495094
"Q922B6","Traf7","E3 ubiquitin-protein ligase TRAF7",9414.01587588944,11779.6374623164,11289.24842397,10677.153514325,11745.8487948125,10539.4817010869,10638.5384441212,11325.9716505713,11844.4554475927,9942.34185200916,11613.1034863363,11749.2186446642,11188.9596551874,10790.6350048518,11326.1715696812,10139.6133344193,10452.257738044,8421.345676276,8548.4537739061,9941.75448073236,8868.66307693217,9928.32631109054,9509.4538315023,6216.72891326312,9084.65543549951,8847.75336052967,8716.82070611721,11124.6177165044,8931.48963287005,9456.61638333443,8928.70761535975,8692.15156902253
"Q922D4","Ppp6r3","Serine/threonine-protein phosphatase 6 regulatory subunit 3",506964.224096128,526845.402637665,552788.637479498,552687.69103261,530518.058356905,536178.15804045,525956.585603895,544442.758976194,525728.860166235,493088.285524016,574965.743238259,556939.077932125,568647.582877297,530441.234978239,489636.638195978,518832.490432499,506788.94096328,491933.817375587,464757.409119898,528202.853071901,513251.129518188,497693.412723458,519086.273578644,506055.759462972,512205.373075647,499612.641171954,513896.346241044,532035.232089561,467921.256375843,518658.386928157,520194.017829686,565467.775707359
"Q922D8","Mthfd1","C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",2528347.3842843,2694765.70109838,2581936.03143874,2692638.40870059,2601505.40278873,2587801.90192532,2856931.66829426,2771023.61335148,2545620.71141357,2856245.55108745,2607867.68770957,2789707.95272563,2547054.90735498,2749868.88184635,3441416.388786,2777153.38061904,2516319.9663978,2771639.48249786,3058886.13224825,2638103.62609668,2460300.64335217,2761954.28373315,2618199.15735949,3114323.01321405,2638387.98673714,2713729.17048198,2812808.72684705,2739759.05216064,2857962.42714421,2928125.33952552,2780491.36096537,2779641.49456592
"Q922E4","Pcyt2","Ethanolamine-phosphate cytidylyltransferase",281495.310748341,332517.190832636,307909.206695141,324053.68829279,333982.67424672,322786.464016566,331535.519300899,319256.041603239,338499.60373488,338931.188121493,316609.147095306,326757.86380938,340771.686191149,333659.565249954,372891.150221413,349672.975644199,337179.269719142,345205.24555415,371418.093567637,347380.556694336,325764.27399846,352495.917053351,324544.787669465,326469.514560394,330721.614484139,360513.875549226,346851.515828353,324833.173884561,351670.747445827,345384.748321969,354432.40829183,317151.559729586
"Q922E6","Fastkd2","FAST kinase domain-containing protein 2",39520.9608225944,62042.5577197649,48059.7535350103,61472.5083092887,59304.503429289,52339.6430785191,53493.0395493286,57153.629555229,55852.9186415887,61442.5338603908,54871.147439818,60478.2836442852,55947.0139976379,52452.9806330351,61794.4865967243,56444.2915426564,59056.6148362694,62209.655560124,70041.4364130575,50127.4793917823,60512.2528378043,57559.8352019365,54411.6972113968,66026.6886781889,59088.6532707097,54371.2169588469,63442.5408193196,63796.3136681198,53411.3489550468,59947.9982451001,62779.4136046709,65277.5792454416
"Q922F4","Tubb6","Tubulin beta-6 chain",101080.567053635,120110.90944771,113024.158868217,127834.203349878,89179.6026590144,95028.253088998,236015.919895398,144301.189319817,106269.923550076,143052.23996868,156175.77141382,134579.496332706,83749.0787290905,113998.452000649,97635.0439483583,115117.217773746,83531.6065896517,85826.456063329,99221.8960850285,84210.9463501543,80301.8599503293,76069.6701670108,85196.3857307798,106766.606103046,88996.9715389525,69375.3802485573,91038.258447771,88487.3352471304,84150.478972068,85336.7203272153,99029.7265140479,91253.2417259411
"Q922G0","Slc25a36","Solute carrier family 25 member 36",16229.9238655136,20829.0912858433,17066.0973441506,17586.1257685838,16144.4200119026,15889.2310644814,16884.5921623631,15395.8924772018,17189.328289365,18969.5640624106,18870.5101433315,17304.922277686,18018.6417166215,16545.7724747653,21466.0551094623,18290.9128243948,13837.6493024641,14035.1247391836,19464.2353695919,14423.2045589126,14379.5769629394,14305.1465573256,14433.4460515436,17779.8351866469,13039.1549123841,14522.3627133301,13868.5295019049,14546.2554455899,17992.3524397808,13987.8200350366,13914.4727165615,18048.5739774807
"Q922H1","Prmt3","Protein arginine N-methyltransferase 3",94323.1412598109,115409.460806854,103348.427899289,108564.502299648,112506.880729032,125674.699918908,112612.136431028,116918.643589516,107172.401519111,112124.250388021,112416.206497052,105762.076720107,109611.402969792,113406.901010143,125982.758089148,118198.624860311,99722.2114478736,107938.868616708,121207.028702616,106954.150246505,102354.521554758,102517.30505835,102118.681245464,95525.5018193952,94233.9817052788,95322.1515926974,99419.6481658919,101591.664941876,104252.777136866,97078.9745626685,102988.96215399,91226.7007893841
"Q922H2","Pdk3","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",321964.163558493,405984.539351417,369598.197763116,373858.766155109,420101.630433166,340618.008459009,326596.683260101,389242.207337546,385386.730235879,332754.993046302,374111.191957414,346354.37315664,364424.163430471,359198.74106333,386861.246249191,421697.2260914,368811.669776112,368064.401700885,427965.712036239,384896.054483624,369560.913862492,380127.3566957,384946.207643394,350440.752078214,392328.223994415,394704.584029163,434097.959019135,399339.169641344,397848.948648579,384616.730662948,407310.271967003,398138.902441442
"Q922H4","Gmppa","Mannose-1-phosphate guanyltransferase alpha",73889.001632963,91301.1651390376,77045.282907812,82659.9540199545,86715.142741891,79649.653836915,83512.857259798,76058.6134957727,86550.0735791897,73185.2380853417,85986.2080134395,82059.0927376549,79701.3863979338,74612.0058181448,81834.6330234085,85787.7229808229,81654.7324908223,83476.7972082736,73401.3571526847,77645.1596322546,80605.6606953677,79942.6322101168,82165.5864127117,85651.9553451081,75768.0156146565,86456.7671820141,82108.4993278832,86227.7006518877,91012.2960777717,68911.2791761361,81455.2588436208,88787.5369017598
"Q922H9","Znf330","Zinc finger protein 330",14180.9908372762,15903.0368467588,14859.7172614077,14520.8678011832,15773.337582345,15099.0025842001,11753.9969953435,12902.2449766705,13452.8812168399,17314.2733881335,14757.8770543344,18726.5115160364,14745.250389591,16855.7622576593,14389.7911698282,16842.6688326457,15445.8250031796,15250.8310997838,16038.0950770412,11958.9151581668,14899.4624211645,13184.8870145642,13549.589289273,16679.3987107152,14521.9148526359,13818.7393190865,16512.8709993859,13306.9778463434,13042.1026140378,13997.4370121501,15447.4324068999,13751.3916358497
"Q922J3","Clip1","CAP-Gly domain-containing linker protein 1",1801335.63607933,1876298.49005884,1972766.98340624,2045162.29937725,2018425.76942398,1986963.84752611,1940961.18381781,1838690.61431381,1936547.93862613,1930672.63185389,1943835.45187002,1903505.23327244,2019791.10406688,1893729.31824628,1679907.00457671,1843159.74452573,1744674.30555369,1649088.52400485,1358038.75587672,1861921.36514473,1786981.05959524,1708415.09904502,1761512.93478506,1407651.30437217,1684581.18803761,1664781.46328332,1692777.80256978,1748513.82400619,1716017.06447452,1695446.16567058,1738891.95815133,1640064.62407303
"Q922J6","Tspan2","Tetraspanin-2",376279.661195151,423100.400689337,447552.20645354,413220.5690152,476218.589285434,422663.169534726,456647.075231453,412125.307294037,506599.868466247,378399.591338904,362258.095153262,499680.352642884,493675.614090377,507335.373566247,525198.897787967,449920.707588788,439835.791507839,623258.726537719,423714.668348315,537208.90791694,450891.065995126,544699.74290029,356084.280942842,335603.57157254,499191.481702763,596536.745285353,462023.533434186,368082.114090064,442977.721667625,419027.819944206,448314.373211184,252437.905797659
"Q922J9","Far1","Fatty acyl-CoA reductase 1",13280.2522824403,15276.9468408088,14514.6397381912,14130.5744615596,16746.4185147477,16974.8719120801,13657.2948167395,14636.7970589182,16359.5273354406,14257.047613718,16378.4287880518,13878.6866520667,13582.313977465,13568.0090134413,14164.3771463711,13893.2353227533,15726.9627078387,18743.3002841398,11038.817771885,17932.4957973547,15115.9999920977,16648.5712519521,16361.4722613712,11420.9386764776,13408.1048362858,16642.2985287703,16966.8813542821,14784.4933941401,17388.0388577498,19254.2484960593,13586.1250887887,13001.9255470149
"Q922L6","Nelfcd","Negative elongation factor D",13772.6626897908,21654.5862359283,20481.7255358596,19551.2650582994,16892.484121595,20150.7675783962,20081.6925846745,22313.8789629107,18605.6048480307,19145.7120343861,22804.2393911442,21330.2276295049,17725.6436832974,16329.6140537201,21143.3522359559,23850.8664457644,19241.9968166477,19065.8045565448,13551.5698054082,18828.5862122709,18986.9906819215,19729.9696920286,19405.7211244008,12413.1766814133,20328.7048767188,16389.4628921452,17415.0677901602,18593.5242828013,18011.3406853135,17993.2956416128,15875.6327675133,15014.0243840747
"Q922M7",NA,"Ashwin",54904.3707053861,65240.7297771023,64439.2579850364,65581.6384081616,64692.2728909365,61634.9381562197,67439.0892868825,69612.705094993,63219.5093160378,69064.4762389816,64160.0609849199,62394.0554048689,56666.3396937426,55199.4542117492,76535.7264987382,67049.5313768501,67578.0618688148,68023.9743491582,67405.2660009704,59446.5084417037,67273.4782514428,63970.5609426838,68584.879799575,71524.4877621176,61056.5161323943,67105.8230118111,65418.9612412771,66695.8903263108,67212.5392097977,66693.4461878458,66561.4295269931,62251.5890214
"Q922P8","Tmem132a","Transmembrane protein 132A",149696.725945788,166965.484554356,154323.618461146,144152.457601009,164847.317091313,150935.126819311,142243.464790895,139199.27394975,153707.70017101,143798.3358702,141338.176133746,142711.849255574,158222.417811227,157567.264720028,117119.67211511,155862.053930967,129685.768159848,137569.67601921,89483.5726921876,132607.182165157,135992.070890651,125150.095016716,128572.788355346,130074.604973057,129624.638226356,130382.819835824,124625.389416288,137487.224264789,120867.816613653,126707.502283281,120571.836476943,144444.485630121
