"uniprot","main_gene","protein_name","I3_1","I3_2","I3_3","I3_4","I9_1","I9_2","I9_3","I9_4","I15_1","I15_2","I15_3","I15_4","I21_1","I21_2","I21_3","I21_4","pval","Phase","Amplitude"
"A2A8U2","Tmem201","Transmembrane protein 201",100326.393085857,103565.780778224,113123.747617162,110539.509960647,90935.0850305663,91140.9016652908,105973.186275995,115295.987358203,101109.66714177,97840.7217427692,98796.5117333839,98409.1888354477,126146.31032766,108464.775275481,103589.937742459,97708.677574614,0.148229518552551,0.36,5134
"A2A8Z1","Osbpl9","Oxysterol-binding protein-related protein 9",82032.4045579975,66624.3784053274,75583.9898022159,73074.3735233843,68300.6364750162,75788.7980310239,70005.6366402099,82154.5525794104,79175.2619492694,74090.8767561075,73862.5027520932,70445.7388952669,64194.1137000409,74212.952964589,69121.1594554071,77399.5658725102,0.24191058471304,10.18,1021
"A2A9T0","Tbkbp1","TANK-binding kinase 1-binding protein 1",2371.09864037701,2803.63660778603,1903.2718881431,2658.94048481016,3316.11954736026,3551.52292525309,2648.3369248504,1730.26717627299,2941.06818786994,3774.26360182092,3499.35744449344,2338.57427852776,3412.02808776836,3944.3189353197,2318.97923580979,2703.36788187818,0.148229518552551,16.69,243.5
"A2AAE1","Kiaa1109","Uncharacterized protein KIAA1109",137657.464094877,124691.362425549,87387.0000596971,130142.384825915,133090.713591051,118039.281370249,120098.437296849,59787.0890144984,119159.772968355,105257.557287076,113422.71417633,109429.194641801,108486.976272137,117673.97114924,111502.284874908,72202.525589438,0.129851554065088,3.93,3583
"A2AAX3","Klhl15","",4230.99536999599,3476.30817773871,1968.05110961407,4198.75164466855,4520.28284548576,2217.76242429643,3847.30318548392,659.855017808152,3262.36333740424,3857.67202662131,3388.18256576291,3711.0471011701,4247.34147288885,2760.72558904828,3001.58999094173,1611.31604643685,0.24191058471304,19.59,121.7
"A2AAY5","Sh3pxd2b","SH3 and PX domain-containing protein 2B",33290.7164137146,38259.1258004515,38597.9151829211,35745.4635984163,27355.5833654556,34620.4049766604,30423.5278366363,26455.684335117,30304.5656743017,30135.1999504638,32740.6904334869,32259.9953946788,33748.4446713619,33060.0564149577,37056.757474017,26286.951436763,0.109084134584998,0.69,2508
"A2ADY9","Ddi2","Protein DDI1 homolog 2",220091.080986397,213371.967037238,221591.735350461,208306.760724665,213290.071315551,183605.718398482,208554.446467762,209349.998193457,210537.190782019,207741.210354865,200449.088530756,190648.148947737,197130.624259175,208558.910806146,206034.946874902,198595.671897716,0.117102556919065,3.08,4818
"A2AF47","Dock11","Dedicator of cytokinesis protein 11",130954.853000443,132774.385116651,304164.403902118,136018.30462009,121823.119632044,154748.745022178,147393.863426617,160917.746746323,164929.448601124,133538.559970703,199166.279964204,173726.999585087,169524.771022612,167731.338099142,187014.056674541,154126.207107027,0.140045879596742,21.25,15054
"A2AFR3","Frmpd4","FERM and PDZ domain-containing protein 4",28324.2541224051,28877.3060865847,19694.9926123135,28093.4480329704,36149.2700730809,27570.1377624101,31981.0855692713,19730.5489546472,27781.6360208961,26408.3001393312,29623.8760185193,26304.889466441,25610.0450551618,23125.5186325195,30766.4188813237,24085.9303456992,0.168355309004035,11.6,1428
"A2AFS3","Kiaa1324","UPF0577 protein KIAA1324",15274.7787066822,12647.0183325276,11675.7175234011,14196.3788900354,14973.2904055607,11790.8443165478,12201.3266353281,13861.1892724125,14125.3939131471,11957.8400220578,13672.5046529687,13996.1040385285,12209.7326513289,13645.2570291591,13492.0630001233,15817.3423270222,0.317733336078364,21.55,229.7
"A2AG50","Map7d2","MAP7 domain-containing protein 2",279456.191979966,308900.945387296,357388.720235617,285017.470146406,265644.153402436,331075.852173679,278247.479646255,260229.514393158,284569.197868645,302698.098748913,324924.014638439,286303.992055071,276946.305403819,315225.318320529,302281.383104571,238146.122892534,0.22266957601014,1.68,2991
"A2AGL3","Ryr3","Ryanodine receptor 3",39498.5816981791,39880.4908256695,12778.1890368539,31017.6037922153,40945.6816602364,36457.090978678,29475.2961311983,16853.2082353204,41224.5827037569,36572.7735694373,23264.8228826629,23194.944460409,28464.6299224205,22887.1237845606,24796.7406638152,14271.5925631542,0.160911641897455,10.73,2982
"A2AGT5","Ckap5","Cytoskeleton-associated protein 5",1412718.88839489,1424120.73217242,1328932.30121307,1488391.72515097,1426461.96875656,1375443.09571551,1448029.90943365,1392101.20230764,1384865.10605261,1453852.05435022,1429970.82133511,1431348.79427593,1408075.74724411,1427705.81069311,1376495.36596934,1397206.48685779,0.179889036712624,13.55,6476
"A2AHC3","Camsap1","Calmodulin-regulated spectrin-associated protein 1",517067.126722293,497120.351190008,351816.127397219,502632.161139076,493441.088848505,491046.319244187,474489.302768197,334783.920683739,483893.518905933,468480.947322801,439763.537023869,454127.55716764,463996.142126534,454332.129763768,469896.508685138,377685.960709912,0.129851554065088,14.53,2499
"A2AHG0","Lzts3","Leucine zipper putative tumor suppressor 3",111167.186173978,96167.4461992119,66127.3756255676,103994.744654043,121519.10425167,88674.0742362066,118717.524334014,115126.113546683,97429.3987090589,92631.84001475,91987.0367342051,102166.116206447,80982.6146178638,94515.4138387345,96800.2811586224,121161.394692048,0.160911641897455,10.17,6452
"A2AHL1","Ano3","Anoctamin-3",32407.212157398,34130.5103624557,24039.9361895295,33178.5215577922,35318.4060838155,29044.1640696773,28797.1387311237,26775.4948678719,27384.0463360408,27616.6297612411,30082.5888647068,37214.4485580851,26363.2908103369,30010.7453668462,35366.32525544,31755.1423024134,0.290007450451567,22.73,449.5
"A2AI08","Tprn","Taperin",2540.31731523485,3576.93211899978,4700.42938889307,2607.5984979181,2830.03789120678,2199.76270873631,2558.80691492992,954.432146469198,3700.99406775278,3659.62086457099,2874.43653324984,1945.05937836969,4537.51832615587,3529.0138450926,3086.76990211969,3320.40871861312,0.129851554065088,21.97,679
