"uniprot","main_gene","protein_name","V3_1","V3_2","V3_3","V3_4","V9_1","V9_2","V9_3","V9_4","V15_1","V15_2","V15_3","V15_4","V21_1","V21_2","V21_3","V21_4","pval","Phase","Amplitude"
"A2A8Z1","Osbpl9","Oxysterol-binding protein-related protein 9",75770.8237030356,95842.4129684855,89830.5364507294,85928.1087370703,93579.7300434022,76353.415863382,87867.7032553538,97506.3149439295,94854.9495362299,84527.5036412817,95252.1515132408,90710.8438727035,84181.4557751748,85685.0919467958,95530.1276714369,98922.596230225,0.233713061441298,16.77,1622
"A2A9T0","Tbkbp1","TANK-binding kinase 1-binding protein 1",3850.67821657336,4935.99755174814,5980.39558853442,3991.05199760733,8055.12092871966,5412.95781515519,6468.39068573034,4845.11905764518,5654.99389242963,4466.70417414647,5072.33815231461,5217.52907646664,4486.87008958312,4820.18846356967,7311.93111280911,6080.07621368557,0.103064156649108,11.42,318.9
"A2AAE1","Kiaa1109","Uncharacterized protein KIAA1109",103440.622257047,125422.030561357,117392.980074948,123490.706269222,125268.871679591,112067.587888987,108362.7519291,119348.668139952,129734.917660426,119236.719616319,122206.116977108,118284.439141646,114423.098050308,119146.347064757,125491.434331455,119192.036130269,0.158995409219089,17.44,2353
"A2AAX3","Klhl15","",2373.97714421015,3594.76937733293,2108.45550621604,2835.19986487818,2908.73184352823,2407.90231745367,2635.68304585061,2349.81889253341,2479.87297503277,2219.82541633874,2344.11815212678,1997.81240488467,2661.21439301802,2510.90370364037,1731.25555677196,1920.92992340578,0.103064156649108,6.25,172.1
"A2AAY5","Sh3pxd2b","SH3 and PX domain-containing protein 2B",31845.8598517532,39783.5483578751,42144.109092769,69185.3377244313,38212.7571639519,48469.0872018133,39627.7941735235,36396.2330767084,37444.9993496611,39890.925105992,40586.8431024559,42016.4962442477,34411.6044180971,38116.7441461585,40769.4078467397,34865.2743383119,0.158995409219089,6.18,2409
"A2ADY9","Ddi2","Protein DDI1 homolog 2",200871.045673143,204404.745315507,199744.523500652,229787.512523396,204472.040364896,211872.177693835,193328.793323533,201920.592513555,200767.733249924,189760.972193579,208766.14664612,198938.688778523,206757.677413337,209906.832975451,191640.291225516,208707.52544497,0.158995409219089,2.34,3804
"A2AF47","Dock11","Dedicator of cytokinesis protein 11",105911.467770436,179445.016987328,150370.530222161,171341.753795815,136359.850957454,112900.718458249,172459.286280587,174173.669624213,154164.281996209,155435.14512274,154000.208313193,187486.471896671,123636.585063749,144005.574543687,188886.167339697,160184.474523593,0.28478166684765,16.81,8065
"A2AFR3","Frmpd4","FERM and PDZ domain-containing protein 4",23925.9380494948,33243.198233883,27562.8940492334,28993.1944839589,33002.4439090643,26439.9118975519,25118.9482497514,27048.1282463934,31615.7874819058,27512.7600986828,33995.6004705702,30934.7454853566,30630.6088312548,33232.757801684,28845.1871244413,27629.8673781859,0.0886980335892281,17.99,1321
"A2AFS3","Kiaa1324","UPF0577 protein KIAA1324",13529.790463254,14900.917583102,16624.0658495741,13626.4407124709,15083.8325525242,16063.4868618389,12324.9206276752,14481.6233910929,16025.1787912156,14732.0819242682,17231.1374094477,13771.7016976658,14780.111842161,14059.7953696315,9120.19051602671,15419.5086958339,0.175006217189221,11.88,591
"A2AGL3","Ryr3","Ryanodine receptor 3",25983.3713028159,35968.0737616566,35458.7203050239,34098.7838414608,38052.6412858953,29412.4029367053,33175.9849338014,35412.236814485,34805.665580089,35379.3637181158,27889.065015291,32458.6953988464,30644.3194523246,32457.3812181935,22317.026050401,32971.5129239314,0.0886980335892281,9.76,1638
"A2AGT5","Ckap5","Cytoskeleton-associated protein 5",1221552.63004382,1411865.30545137,1336967.64252784,1391384.11846133,1480528.91296945,1378385.77922157,1373836.19838565,1375770.26882397,1365939.79254915,1431669.40478411,1404147.2029333,1389724.1413565,1363938.67701428,1436617.5093344,1460455.68173387,1346474.95122032,0.158995409219089,14.64,20458
"A2AHC3","Camsap1","Calmodulin-regulated spectrin-associated protein 1",446408.228313724,516492.851766506,508764.825834266,476817.517750114,551099.814130329,488801.492178975,456381.359029967,505379.078110404,533401.675863,491255.44770016,514406.971630887,503820.145164597,472561.378838269,494483.538609108,397955.501815883,505816.816609552,0.111568025456355,12.13,17973
