Experiment ID,22141.0,
Experiment name,Liver digitonin prot log2,
Job,9e336919-5e29-48b2-a126-7133a830f7db,
Submitted,2022-08-22T16:31:46.852642503,Finished,2022-08-22T16:31:52.364037939,
Method,MFourFit,
Params,amp&baseline dtr min-48.0 p(23.0-25.0),


Summary statistics,
Phase/Amplitude method,by fit,

Group Label,N,,Period,Period Std,,Circ. Phase To Zero,Circ. Phase To Window,Circ. Phase Std,Abs Phase To Zero,Abs Phase To Window,Abs Phase Std,,Amplitude,Amplitude Std,,GOF,ERR,
O09172,1,,23.1,0.0,,15.37,15.37,0.0,14.79,14.79,0.0,,0.1,0.0,,1.0,1.0,
O09173,1,,23.1,0.0,,20.58,20.58,0.0,19.81,19.81,0.0,,0.02,0.0,,1.0,1.0,
O09174,1,,23.1,0.0,,0.49,0.49,0.0,0.47,0.47,0.0,,0.07,0.0,,1.0,1.0,
O35071,1,,23.1,0.0,,23.72,23.72,0.0,22.83,22.83,0.0,,0.05,0.0,,1.0,1.0,
O35074,1,,23.1,0.0,,7.08,7.08,0.0,6.81,6.81,0.0,,0.15,0.0,,1.0,1.0,
O35075,1,,23.1,0.0,,5.94,5.94,0.0,5.72,5.72,0.0,,0.03,0.0,,1.0,1.0,
O35083,1,,23.1,0.0,,4.31,4.31,0.0,4.15,4.15,0.0,,0.08,0.0,,1.0,1.0,
O35099,1,,23.1,0.0,,22.21,22.21,0.0,21.38,21.38,0.0,,0.03,0.0,,1.0,1.0,
O35114,1,,23.1,0.0,,22.95,22.95,0.0,22.09,22.09,0.0,,0.09,0.0,,1.0,1.0,
O35129,1,,23.1,0.0,,19.49,19.49,0.0,18.76,18.76,0.0,,0.05,0.0,,1.0,1.0,
O35134,1,,23.1,0.0,,9.59,9.59,0.0,9.23,9.23,0.0,,0.1,0.0,,1.0,1.0,
O35144,1,,23.1,0.0,,0.96,0.96,0.0,0.92,0.92,0.0,,0.17,0.0,,1.0,1.0,
O35153,1,,23.1,0.0,,0.5,0.5,0.0,0.48,0.48,0.0,,0.12,0.0,,1.0,1.0,
O35166,1,,23.1,0.0,,2.28,2.28,0.0,2.19,2.19,0.0,,0.15,0.0,,1.0,1.0,
O35215,1,,23.1,0.0,,19.31,19.31,0.0,18.59,18.59,0.0,,0.09,0.0,,1.0,1.0,
O35218,1,,23.1,0.0,,13.24,13.24,0.0,12.74,12.74,0.0,,0.03,0.0,,1.0,1.0,
O35239,1,,23.1,0.0,,22.96,22.96,0.0,22.1,22.1,0.0,,0.04,0.0,,1.0,1.0,
O35245,1,,23.1,0.0,,4.28,4.28,0.0,4.12,4.12,0.0,,0.15,0.0,,1.0,1.0,
O35250,1,,23.1,0.0,,6.65,6.65,0.0,6.4,6.4,0.0,,0.04,0.0,,1.0,1.0,
O35286,1,,23.1,0.0,,12.26,12.26,0.0,11.8,11.8,0.0,,0.02,0.0,,1.0,1.0,
O35295,1,,23.1,0.0,,14.36,14.36,0.0,13.82,13.82,0.0,,0.05,0.0,,1.0,1.0,
O35309,1,,23.1,0.0,,18.38,18.38,0.0,17.69,17.69,0.0,,0.04,0.0,,1.0,1.0,
O35326,1,,23.1,0.0,,9.44,9.44,0.0,9.09,9.09,0.0,,0.07,0.0,,1.0,1.0,
O35343,1,,23.04,0.0,,12.22,12.22,0.0,11.73,11.73,0.0,,0.08,0.0,,0.62,0.62,
O35344,1,,23.1,0.0,,12.73,12.73,0.0,12.25,12.25,0.0,,0.04,0.0,,1.0,1.0,
O35345,1,,23.1,0.0,,23.28,23.28,0.0,22.41,22.41,0.0,,0.01,0.0,,1.0,1.0,
O35350,1,,23.1,0.0,,7.54,7.54,0.0,7.26,7.26,0.0,,0.06,0.0,,1.0,1.0,
O35381,1,,23.1,0.0,,11.53,11.53,0.0,11.1,11.1,0.0,,0.02,0.0,,1.0,1.0,
O35382,1,,23.1,0.0,,6.39,6.39,0.0,6.15,6.15,0.0,,0.05,0.0,,1.0,1.0,
O35386,1,,23.1,0.0,,4.01,4.01,0.0,3.86,3.86,0.0,,0.07,0.0,,1.0,1.0,
O35387,1,,23.1,0.0,,11.23,11.23,0.0,10.81,10.81,0.0,,0.08,0.0,,1.0,1.0,
O35405,1,,23.1,0.0,,9.25,9.25,0.0,8.9,8.9,0.0,,0.09,0.0,,1.0,1.0,
O35423,1,,23.1,0.0,,18.14,18.14,0.0,17.46,17.46,0.0,,0.04,0.0,,1.0,1.0,
O35435,1,,23.1,0.0,,5.64,5.64,0.0,5.43,5.43,0.0,,0.05,0.0,,1.0,1.0,
O35448,1,,23.1,0.0,,3.21,3.21,0.0,3.09,3.09,0.0,,0.03,0.0,,1.0,1.0,
O35453,1,,23.1,0.0,,19.29,19.29,0.0,18.57,18.57,0.0,,0.04,0.0,,1.0,1.0,
O35459,1,,23.1,0.0,,17.96,17.96,0.0,17.29,17.29,0.0,,0.04,0.0,,1.0,1.0,
O35465,1,,23.1,0.0,,21.72,21.72,0.0,20.91,20.91,0.0,,0.03,0.0,,1.0,1.0,
O35488,1,,23.1,0.0,,22.98,22.98,0.0,22.12,22.12,0.0,,0.1,0.0,,1.0,1.0,
O35490,1,,23.1,0.0,,21.36,21.36,0.0,20.56,20.56,0.0,,0.07,0.0,,1.0,1.0,
O35492,1,,23.1,0.0,,8.5,8.5,0.0,8.18,8.18,0.0,,0.13,0.0,,1.0,1.0,
O35516,1,,23.1,0.0,,4.34,4.34,0.0,4.18,4.18,0.0,,0.05,0.0,,1.0,1.0,
P28076,1,,23.1,0.0,,4.23,4.23,0.0,4.07,4.07,0.0,,0.1,0.0,,1.0,1.0,
O35551,1,,23.1,0.0,,7.6,7.61,0.0,7.32,7.32,0.0,,0.05,0.0,,1.0,1.0,
O35593,1,,23.1,0.0,,4.29,4.29,0.0,4.13,4.13,0.0,,0.03,0.0,,1.0,1.0,
O35598,1,,23.1,0.0,,1.02,1.02,0.0,0.98,0.98,0.0,,0.01,0.0,,1.0,1.0,
O35604,1,,23.1,0.0,,15.04,15.04,0.0,14.48,14.48,0.0,,0.13,0.0,,1.0,1.0,
O35609,1,,23.1,0.0,,3.03,3.03,0.0,2.92,2.92,0.0,,0.15,0.0,,1.0,1.0,
O35623,1,,23.1,0.0,,22.47,22.47,0.0,21.63,21.63,0.0,,0.08,0.0,,1.0,1.0,
O35632,1,,23.1,0.0,,17.07,17.07,0.0,16.43,16.43,0.0,,0.16,0.0,,1.0,1.0,
O35638,1,,23.1,0.0,,16.44,16.44,0.0,15.82,15.82,0.0,,0.02,0.0,,1.0,1.0,
O35639,1,,23.1,0.0,,8.4,8.41,0.0,8.08,8.08,0.0,,0.08,0.0,,1.0,1.0,
O35643,1,,23.1,0.0,,10.46,10.46,0.0,10.07,10.07,0.0,,0.02,0.0,,1.0,1.0,
O35654,1,,23.1,0.0,,9.05,9.05,0.0,8.71,8.71,0.0,,0.13,0.0,,1.0,1.0,
O35657,1,,23.1,0.0,,10.15,10.15,0.0,9.77,9.77,0.0,,0.14,0.0,,1.0,1.0,
O35658,1,,23.1,0.0,,14.84,14.84,0.0,14.28,14.28,0.0,,0.04,0.0,,1.0,1.0,
O35660,1,,23.1,0.0,,13.14,13.14,0.0,12.65,12.65,0.0,,0.1,0.0,,1.0,1.0,
O35678,1,,23.1,0.0,,23.93,23.93,0.0,23.03,23.03,0.0,,0.07,0.0,,1.0,1.0,
O35682,1,,23.1,0.0,,21.33,21.33,0.0,20.53,20.53,0.0,,0.02,0.0,,1.0,1.0,
O35683,1,,23.1,0.0,,19.26,19.26,0.0,18.54,18.54,0.0,,0.07,0.0,,1.0,1.0,
O35685,1,,23.1,0.0,,0.14,0.14,0.0,0.13,0.13,0.0,,0.08,0.0,,1.0,1.0,
O35691,1,,23.1,0.0,,6.48,6.48,0.0,6.24,6.24,0.0,,0.02,0.0,,1.0,1.0,
O35704,1,,23.1,0.0,,8.33,8.33,0.0,8.02,8.02,0.0,,0.11,0.0,,1.0,1.0,
O35711,1,,23.1,0.0,,4.93,4.94,0.0,4.75,4.75,0.0,,0.01,0.0,,1.0,1.0,
O35728,1,,23.1,0.0,,13.31,13.31,0.0,12.81,12.81,0.0,,0.34,0.0,,1.0,1.0,
O35730,1,,23.1,0.0,,16.01,16.01,0.0,15.41,15.41,0.0,,0.1,0.0,,1.0,1.0,
O35737,1,,23.1,0.0,,1.08,1.08,0.0,1.04,1.04,0.0,,0.02,0.0,,1.0,1.0,
O35744,1,,23.52,0.0,,5.45,5.45,0.0,5.34,5.34,0.0,,0.31,0.0,,0.78,0.78,
O35841,1,,23.1,0.0,,13.27,13.27,0.0,12.77,12.77,0.0,,0.02,0.0,,1.0,1.0,
O35857,1,,23.3,0.0,,7.0,7.0,0.0,6.8,6.8,0.0,,0.03,0.0,,0.75,0.75,
O35864,1,,23.1,0.0,,16.21,16.21,0.0,15.6,15.6,0.0,,0.02,0.0,,1.0,1.0,
O35887,1,,23.1,0.0,,4.18,4.18,0.0,4.02,4.02,0.0,,0.06,0.0,,1.0,1.0,
O35900,1,,23.1,0.0,,10.07,10.07,0.0,9.69,9.69,0.0,,0.08,0.0,,1.0,1.0,
O35930,1,,23.1,0.0,,2.4,2.4,0.0,2.31,2.31,0.0,,0.21,0.0,,1.0,1.0,
O35943,1,,23.1,0.0,,6.57,6.57,0.0,6.32,6.32,0.0,,0.06,0.0,,1.0,1.0,
O35945,1,,23.1,0.0,,14.32,14.32,0.0,13.78,13.78,0.0,,0.11,0.0,,1.0,1.0,
O35955,1,,23.1,0.0,,10.56,10.56,0.0,10.16,10.16,0.0,,0.04,0.0,,1.0,1.0,
O35963,1,,23.1,0.0,,1.9,1.9,0.0,1.83,1.83,0.0,,0.06,0.0,,1.0,1.0,
O35969,1,,23.1,0.0,,12.46,12.46,0.0,11.99,11.99,0.0,,0.06,0.0,,1.0,1.0,
O35972,1,,23.1,0.0,,10.77,10.77,0.0,10.37,10.37,0.0,,0.01,0.0,,1.0,1.0,
O35988,1,,23.1,0.0,,21.49,21.49,0.0,20.68,20.68,0.0,,0.25,0.0,,1.0,1.0,
O54692,1,,23.1,0.0,,1.82,1.82,0.0,1.75,1.75,0.0,,0.09,0.0,,1.0,1.0,
O54724,1,,23.1,0.0,,10.38,10.38,0.0,9.99,9.99,0.0,,0.3,0.0,,1.0,1.0,
O54734,1,,23.1,0.0,,2.69,2.69,0.0,2.59,2.59,0.0,,0.03,0.0,,1.0,1.0,
O54749,1,,23.1,0.0,,22.7,22.7,0.0,21.85,21.85,0.0,,0.06,0.0,,1.0,1.0,
O54750,1,,23.1,0.0,,14.74,14.74,0.0,14.19,14.19,0.0,,0.05,0.0,,1.0,1.0,
O54754,1,,23.1,0.0,,3.97,3.97,0.0,3.82,3.82,0.0,,0.02,0.0,,1.0,1.0,
O54774,1,,23.1,0.0,,9.72,9.72,0.0,9.36,9.36,0.0,,0.02,0.0,,1.0,1.0,
O54781,1,,23.1,0.0,,23.92,23.92,0.0,23.02,23.02,0.0,,0.17,0.0,,1.0,1.0,
O54782,1,,23.1,0.0,,11.05,11.05,0.0,10.64,10.64,0.0,,0.08,0.0,,1.0,1.0,
O54784,1,,23.1,0.0,,22.48,22.48,0.0,21.64,21.64,0.0,,0.03,0.0,,1.0,1.0,
O54804,1,,23.52,0.0,,3.35,3.35,0.0,3.28,3.28,0.0,,0.28,0.0,,0.64,0.64,
O54824,1,,23.1,0.0,,6.98,6.98,0.0,6.72,6.72,0.0,,0.1,0.0,,1.0,1.0,
O54825,1,,23.1,0.0,,1.42,1.42,0.0,1.37,1.37,0.0,,0.1,0.0,,1.0,1.0,
O54833,1,,23.1,0.0,,1.27,1.27,0.0,1.22,1.22,0.0,,0.03,0.0,,1.0,1.0,
O54865,1,,23.1,0.0,,9.46,9.46,0.0,9.1,9.1,0.0,,0.02,0.0,,1.0,1.0,
O54879,1,,23.1,0.0,,10.18,10.18,0.0,9.8,9.8,0.0,,0.17,0.0,,1.0,1.0,
O54890,1,,23.1,0.0,,4.04,4.04,0.0,3.89,3.89,0.0,,0.06,0.0,,1.0,1.0,
O54909,1,,23.1,0.0,,13.89,13.89,0.0,13.37,13.37,0.0,,0.06,0.0,,1.0,1.0,
O54931,1,,23.1,0.0,,6.28,6.28,0.0,6.04,6.04,0.0,,0.09,0.0,,1.0,1.0,
O54941,1,,23.1,0.0,,13.78,13.78,0.0,13.26,13.26,0.0,,0.04,0.0,,1.0,1.0,
O54946,1,,23.1,0.0,,8.47,8.47,0.0,8.15,8.15,0.0,,0.06,0.0,,1.0,1.0,
O54950,1,,23.1,0.0,,15.51,15.51,0.0,14.93,14.93,0.0,,0.03,0.0,,1.0,1.0,
O54962,1,,23.1,0.0,,9.26,9.26,0.0,8.91,8.91,0.0,,0.06,0.0,,1.0,1.0,
O54984,1,,23.1,0.0,,3.81,3.81,0.0,3.67,3.67,0.0,,0.06,0.0,,1.0,1.0,
O54988,1,,23.1,0.0,,9.31,9.31,0.0,8.96,8.96,0.0,,0.04,0.0,,1.0,1.0,
O55013,1,,23.1,0.0,,7.26,7.26,0.0,6.99,6.99,0.0,,0.05,0.0,,1.0,1.0,
O55022,1,,23.1,0.0,,1.24,1.24,0.0,1.19,1.19,0.0,,0.05,0.0,,1.0,1.0,
O55023,1,,23.1,0.0,,4.64,4.64,0.0,4.47,4.47,0.0,,0.06,0.0,,1.0,1.0,
O55028,1,,23.1,0.0,,9.31,9.31,0.0,8.96,8.96,0.0,,0.04,0.0,,1.0,1.0,
O55029,1,,23.1,0.0,,20.57,20.57,0.0,19.8,19.8,0.0,,0.01,0.0,,1.0,1.0,
O55033,1,,23.1,0.0,,12.55,12.55,0.0,12.08,12.08,0.0,,0.02,0.0,,1.0,1.0,
O55060,1,,23.1,0.0,,21.51,21.51,0.0,20.7,20.7,0.0,,0.05,0.0,,1.0,1.0,
O55091,1,,23.1,0.0,,3.91,3.91,0.0,3.76,3.76,0.0,,0.03,0.0,,1.0,1.0,
O55102,1,,23.1,0.0,,23.43,23.43,0.0,22.55,22.55,0.0,,0.09,0.0,,1.0,1.0,
O55106,1,,23.1,0.0,,11.12,11.12,0.0,10.7,10.7,0.0,,0.05,0.0,,1.0,1.0,
O55111,1,,23.1,0.0,,19.97,19.97,0.0,19.22,19.22,0.0,,0.03,0.0,,1.0,1.0,
O55125,1,,23.1,0.0,,10.98,10.98,0.0,10.57,10.57,0.0,,0.03,0.0,,1.0,1.0,
O55126,1,,23.1,0.0,,9.72,9.72,0.0,9.36,9.36,0.0,,0.19,0.0,,1.0,1.0,
O55128,1,,23.1,0.0,,0.84,0.84,0.0,0.81,0.81,0.0,,0.02,0.0,,1.0,1.0,
O55131,1,,23.1,0.0,,11.66,11.66,0.0,11.22,11.22,0.0,,0.02,0.0,,1.0,1.0,
O55135,1,,23.1,0.0,,15.37,15.37,0.0,14.79,14.79,0.0,,0.02,0.0,,1.0,1.0,
O55137,1,,23.1,0.0,,14.95,14.95,0.0,14.39,14.39,0.0,,0.08,0.0,,1.0,1.0,
O55142,1,,23.1,0.0,,2.3,2.3,0.0,2.21,2.21,0.0,,0.05,0.0,,1.0,1.0,
O55143,1,,23.1,0.0,,4.66,4.66,0.0,4.49,4.49,0.0,,0.09,0.0,,1.0,1.0,
O55201,1,,23.1,0.0,,12.15,12.15,0.0,11.69,11.69,0.0,,0.01,0.0,,1.0,1.0,
O55222,1,,23.1,0.0,,22.92,22.92,0.0,22.06,22.06,0.0,,0.04,0.0,,1.0,1.0,
O55229,1,,23.1,0.0,,11.24,11.24,0.0,10.82,10.82,0.0,,0.04,0.0,,1.0,1.0,
O55234,1,,23.1,0.0,,15.76,15.76,0.0,15.17,15.17,0.0,,0.04,0.0,,1.0,1.0,
O55236,1,,23.1,0.0,,23.99,23.99,0.0,23.09,23.09,0.0,,0.11,0.0,,1.0,1.0,
O55239,1,,23.1,0.0,,1.04,1.04,0.0,1.0,1.0,0.0,,0.2,0.0,,1.0,1.0,
O55242,1,,23.1,0.0,,16.44,16.44,0.0,15.82,15.82,0.0,,0.02,0.0,,1.0,1.0,
O70131,1,,23.1,0.0,,10.17,10.17,0.0,9.79,9.79,0.0,,0.08,0.0,,1.0,1.0,
O70152,1,,23.1,0.0,,9.95,9.95,0.0,9.58,9.58,0.0,,0.11,0.0,,1.0,1.0,
O70165,1,,23.1,0.0,,20.56,20.56,0.0,19.79,19.79,0.0,,0.03,0.0,,1.0,1.0,
O70172,1,,23.1,0.0,,8.18,8.18,0.0,7.87,7.87,0.0,,0.08,0.0,,1.0,1.0,
O70194,1,,23.1,0.0,,8.14,8.14,0.0,7.84,7.84,0.0,,0.04,0.0,,1.0,1.0,
O70200,1,,23.1,0.0,,9.43,9.43,0.0,9.08,9.08,0.0,,0.12,0.0,,1.0,1.0,
O70228,1,,23.1,0.0,,1.59,1.59,0.0,1.53,1.53,0.0,,0.05,0.0,,1.0,1.0,
O70250,1,,23.1,0.0,,13.46,13.46,0.0,12.96,12.96,0.0,,0.51,0.0,,1.0,1.0,
O70251,1,,23.1,0.0,,3.34,3.34,0.0,3.22,3.22,0.0,,0.03,0.0,,1.0,1.0,
O70252,1,,23.1,0.0,,7.34,7.34,0.0,7.06,7.06,0.0,,0.02,0.0,,1.0,1.0,
O70274,1,,23.1,0.0,,1.89,1.89,0.0,1.82,1.82,0.0,,0.09,0.0,,1.0,1.0,
O70281,1,,23.1,0.0,,23.1,23.1,0.0,22.23,22.23,0.0,,0.09,0.0,,1.0,1.0,
O70303,1,,23.1,0.0,,22.85,22.85,0.0,21.99,21.99,0.0,,0.08,0.0,,1.0,1.0,
O70305,1,,23.1,0.0,,22.41,22.41,0.0,21.57,21.57,0.0,,0.03,0.0,,1.0,1.0,
O70309,1,,23.1,0.0,,10.09,10.09,0.0,9.71,9.71,0.0,,0.08,0.0,,1.0,1.0,
O70310,1,,23.1,0.0,,0.7,0.7,0.0,0.67,0.67,0.0,,0.03,0.0,,1.0,1.0,
O70311,1,,23.1,0.0,,15.54,15.54,0.0,14.96,14.96,0.0,,0.11,0.0,,1.0,1.0,
O70318,1,,23.1,0.0,,10.57,10.57,0.0,10.17,10.17,0.0,,0.08,0.0,,1.0,1.0,
O70325,1,,23.1,0.0,,0.5,0.5,0.0,0.48,0.48,0.0,,0.02,0.0,,1.0,1.0,
O70348,1,,23.3,0.0,,12.65,12.65,0.0,12.28,12.28,0.0,,0.19,0.0,,0.69,0.69,
O70362,1,,23.1,0.0,,17.87,17.87,0.0,17.2,17.2,0.0,,0.05,0.0,,1.0,1.0,
O70370,1,,23.1,0.0,,10.44,10.44,0.0,10.05,10.05,0.0,,0.07,0.0,,1.0,1.0,
O70378,1,,23.1,0.0,,0.36,0.36,0.0,0.35,0.35,0.0,,0.01,0.0,,0.99,0.99,
O70400,1,,23.1,0.0,,4.8,4.8,0.0,4.62,4.62,0.0,,0.06,0.0,,1.0,1.0,
O70404,1,,23.1,0.0,,22.47,22.47,0.0,21.63,21.63,0.0,,0.15,0.0,,1.0,1.0,
O70422,1,,23.1,0.0,,17.48,17.48,0.0,16.82,16.82,0.0,,0.05,0.0,,1.0,1.0,
O70435,1,,23.1,0.0,,22.23,22.23,0.0,21.4,21.4,0.0,,0.03,0.0,,1.0,1.0,
O70439,1,,23.1,0.0,,3.93,3.93,0.0,3.78,3.78,0.0,,0.05,0.0,,1.0,1.0,
O70472,1,,23.1,0.0,,7.36,7.36,0.0,7.08,7.08,0.0,,0.05,0.0,,1.0,1.0,
O70475,1,,23.1,0.0,,11.24,11.24,0.0,10.82,10.82,0.0,,0.03,0.0,,1.0,1.0,
O70481,1,,23.1,0.0,,8.94,8.94,0.0,8.6,8.6,0.0,,0.04,0.0,,1.0,1.0,
O70492,1,,23.1,0.0,,1.83,1.83,0.0,1.76,1.76,0.0,,0.04,0.0,,1.0,1.0,
O70493,1,,23.1,0.0,,3.14,3.14,0.0,3.02,3.02,0.0,,0.05,0.0,,1.0,1.0,
O70496,1,,23.1,0.0,,18.69,18.69,0.0,17.99,17.99,0.0,,0.07,0.0,,1.0,1.0,
O70503,1,,23.1,0.0,,6.04,6.04,0.0,5.81,5.81,0.0,,0.04,0.0,,1.0,1.0,
O70551,1,,23.1,0.0,,15.5,15.5,0.0,14.92,14.92,0.0,,0.06,0.0,,1.0,1.0,
O70570,1,,23.1,0.0,,7.77,7.77,0.0,7.48,7.48,0.0,,0.16,0.0,,1.0,1.0,
O70572,1,,23.1,0.0,,1.34,1.34,0.0,1.29,1.29,0.0,,0.04,0.0,,1.0,1.0,
O70579,1,,23.1,0.0,,0.95,0.95,0.0,0.91,0.91,0.0,,0.14,0.0,,1.0,1.0,
O70585,1,,23.1,0.0,,13.43,13.43,0.0,12.93,12.93,0.0,,0.04,0.0,,1.0,1.0,
O70591,1,,23.1,0.0,,10.08,10.08,0.0,9.7,9.7,0.0,,0.02,0.0,,1.0,1.0,
O88271,1,,23.1,0.0,,9.36,9.36,0.0,9.01,9.01,0.0,,0.19,0.0,,1.0,1.0,
O88286,1,,23.1,0.0,,11.38,11.38,0.0,10.95,10.95,0.0,,0.2,0.0,,1.0,1.0,
O88291,1,,23.1,0.0,,19.43,19.43,0.0,18.7,18.7,0.0,,0.09,0.0,,1.0,1.0,
O88322,1,,23.1,0.0,,9.52,9.52,0.0,9.16,9.16,0.0,,0.1,0.0,,1.0,1.0,
O88342,1,,23.1,0.0,,14.55,14.55,0.0,14.0,14.0,0.0,,0.04,0.0,,1.0,1.0,
O88343,1,,23.1,0.0,,16.08,16.08,0.0,15.48,15.48,0.0,,0.06,0.0,,1.0,1.0,
O88351,1,,23.1,0.0,,21.41,21.41,0.0,20.61,20.61,0.0,,0.02,0.0,,1.0,1.0,
O88384,1,,23.1,0.0,,18.94,18.94,0.0,18.23,18.23,0.0,,0.04,0.0,,1.0,1.0,
O88425,1,,23.1,0.0,,16.52,16.52,0.0,15.9,15.9,0.0,,0.07,0.0,,1.0,1.0,
O88428,1,,23.1,0.0,,15.79,15.79,0.0,15.2,15.2,0.0,,0.07,0.0,,1.0,1.0,
O88441,1,,23.1,0.0,,16.49,16.49,0.0,15.87,15.87,0.0,,0.03,0.0,,1.0,1.0,
O88447,1,,23.1,0.0,,9.2,9.21,0.0,8.86,8.86,0.0,,0.08,0.0,,1.0,1.0,
O88451,1,,23.1,0.0,,0.16,0.16,0.0,0.15,0.15,0.0,,0.03,0.0,,1.0,1.0,
O88455,1,,23.1,0.0,,6.68,6.68,0.0,6.43,6.43,0.0,,0.03,0.0,,1.0,1.0,
O88456,1,,23.1,0.0,,5.97,5.97,0.0,5.75,5.75,0.0,,0.02,0.0,,1.0,1.0,
O88487,1,,23.1,0.0,,22.74,22.74,0.0,21.89,21.89,0.0,,0.04,0.0,,1.0,1.0,
O88492,1,,23.1,0.0,,11.65,11.65,0.0,11.21,11.21,0.0,,0.38,0.0,,1.0,1.0,
O88520,1,,23.1,0.0,,12.19,12.19,0.0,11.73,11.73,0.0,,0.03,0.0,,1.0,1.0,
O88522,1,,23.1,0.0,,2.03,2.03,0.0,1.95,1.95,0.0,,0.06,0.0,,1.0,1.0,
O88531,1,,23.1,0.0,,5.11,5.11,0.0,4.92,4.92,0.0,,0.01,0.0,,1.0,1.0,
O88532,1,,23.1,0.0,,1.65,1.65,0.0,1.59,1.59,0.0,,0.08,0.0,,1.0,1.0,
O88533,1,,23.1,0.0,,2.95,2.95,0.0,2.84,2.84,0.0,,0.05,0.0,,1.0,1.0,
O88543,1,,23.1,0.0,,13.35,13.35,0.0,12.85,12.85,0.0,,0.04,0.0,,1.0,1.0,
O88544,1,,23.1,0.0,,3.19,3.19,0.0,3.07,3.07,0.0,,0.01,0.0,,1.0,1.0,
O88545,1,,23.1,0.0,,11.48,11.48,0.0,11.05,11.05,0.0,,0.05,0.0,,1.0,1.0,
O88552,1,,23.1,0.0,,6.12,6.12,0.0,5.89,5.89,0.0,,0.09,0.0,,1.0,1.0,
O88569,1,,23.1,0.0,,12.84,12.84,0.0,12.36,12.36,0.0,,0.01,0.0,,1.0,1.0,
O88587,1,,23.1,0.0,,1.56,1.56,0.0,1.5,1.5,0.0,,0.06,0.0,,1.0,1.0,
O88597,1,,23.1,0.0,,7.28,7.28,0.0,7.01,7.01,0.0,,0.09,0.0,,1.0,1.0,
O88622,1,,23.1,0.0,,5.51,5.51,0.0,5.3,5.3,0.0,,0.06,0.0,,1.0,1.0,
O88623,1,,23.1,0.0,,17.27,17.27,0.0,16.62,16.62,0.0,,0.1,0.0,,1.0,1.0,
O88630,1,,23.1,0.0,,20.71,20.71,0.0,19.93,19.93,0.0,,0.01,0.0,,1.0,1.0,
O88653,1,,23.1,0.0,,13.52,13.52,0.0,13.01,13.01,0.0,,0.05,0.0,,1.0,1.0,
O88668,1,,23.1,0.0,,11.02,11.02,0.0,10.61,10.61,0.0,,0.03,0.0,,1.0,1.0,
O88685,1,,23.1,0.0,,16.34,16.34,0.0,15.73,15.73,0.0,,0.02,0.0,,0.99,0.99,
O88696,1,,23.1,0.0,,2.51,2.51,0.0,2.42,2.42,0.0,,0.02,0.0,,1.0,1.0,
O88697,1,,23.1,0.0,,19.86,19.86,0.0,19.12,19.12,0.0,,0.04,0.0,,1.0,1.0,
O88712,1,,23.1,0.0,,6.88,6.88,0.0,6.62,6.62,0.0,,0.05,0.0,,1.0,1.0,
O88735,1,,23.1,0.0,,13.23,13.23,0.0,12.73,12.73,0.0,,0.17,0.0,,1.0,1.0,
O88736,1,,23.1,0.0,,0.11,0.11,0.0,0.11,0.11,0.0,,0.07,0.0,,1.0,1.0,
O88738,1,,23.1,0.0,,6.0,6.01,0.0,5.77,5.77,0.0,,0.02,0.0,,1.0,1.0,
O88746,1,,23.1,0.0,,17.85,17.85,0.0,17.18,17.18,0.0,,0.09,0.0,,0.99,0.99,
O88783,1,,23.1,0.0,,15.5,15.5,0.0,14.92,14.92,0.0,,0.15,0.0,,1.0,1.0,
O88792,1,,23.1,0.0,,2.99,2.99,0.0,2.88,2.88,0.0,,0.07,0.0,,1.0,1.0,
O88796,1,,23.1,0.0,,6.52,6.52,0.0,6.28,6.28,0.0,,0.09,0.0,,1.0,1.0,
O88811,1,,23.1,0.0,,7.11,7.11,0.0,6.84,6.84,0.0,,0.05,0.0,,1.0,1.0,
O88822,1,,23.1,0.0,,2.88,2.88,0.0,2.77,2.77,0.0,,0.27,0.0,,1.0,1.0,
O88829,1,,23.1,0.0,,20.47,20.47,0.0,19.7,19.7,0.0,,0.16,0.0,,1.0,1.0,
O88833,1,,23.1,0.0,,13.83,13.83,0.0,13.31,13.31,0.0,,0.19,0.0,,1.0,1.0,
O88843,1,,23.1,0.0,,1.74,1.74,0.0,1.67,1.67,0.0,,0.02,0.0,,1.0,1.0,
O88844,1,,23.1,0.0,,13.88,13.88,0.0,13.36,13.36,0.0,,0.07,0.0,,1.0,1.0,
O88845,1,,23.1,0.0,,9.12,9.12,0.0,8.78,8.78,0.0,,0.04,0.0,,1.0,1.0,
O88848,1,,23.1,0.0,,5.52,5.52,0.0,5.31,5.31,0.0,,0.14,0.0,,1.0,1.0,
O88851,1,,23.1,0.0,,12.92,12.92,0.0,12.44,12.44,0.0,,0.06,0.0,,1.0,1.0,
O88874,1,,23.1,0.0,,8.4,8.41,0.0,8.08,8.08,0.0,,0.11,0.0,,1.0,1.0,
O88876,1,,23.1,0.0,,6.76,6.76,0.0,6.51,6.51,0.0,,0.14,0.0,,1.0,1.0,
O88888,1,,23.1,0.0,,14.4,14.4,0.0,13.86,13.86,0.0,,0.12,0.0,,1.0,1.0,
O88895,1,,23.1,0.0,,7.11,7.11,0.0,6.84,6.84,0.0,,0.09,0.0,,1.0,1.0,
O88908,1,,23.1,0.0,,14.2,14.2,0.0,13.67,13.67,0.0,,0.12,0.0,,1.0,1.0,
