uniprot,3.00,3.00,3.00,3.00,9.00,9.00,9.00,9.00,15.00,15.00,15.00,15.00,21.00,21.00,21.00,21.00,27.00,27.00,27.00,27.00,33.00,33.00,33.00,33.00,39.00,39.00,39.00,39.00,45.00,45.00,45.00,45.00
A0JNU3,2171308.063,1834083.192,1977693.067,1971148.993,2018628.696,2077223.736,2124951.284,2422930.496,2353154.285,2389314.592,2219827.625,2172714.526,1955618.899,1831119.652,2025671.888,1938104.144,2171308.063,1834083.192,1977693.067,1971148.993,2018628.696,2077223.736,2124951.284,2422930.496,2353154.285,2389314.592,2219827.625,2172714.526,1955618.899,1831119.652,2025671.888,1938104.144
A1A5B6,9328.856431,6457.796036,10065.53781,9220.982852,12681.12243,14175.08908,7865.881304,9477.892919,8115.752801,10587.29223,9202.313664,14310.70566,9751.179595,13428.49964,8839.302893,10350.55951,9328.856431,6457.796036,10065.53781,9220.982852,12681.12243,14175.08908,7865.881304,9477.892919,8115.752801,10587.29223,9202.313664,14310.70566,9751.179595,13428.49964,8839.302893,10350.55951
A1IGU4,35052.07399,41097.57014,31225.45557,37397.49304,39099.59262,29317.17482,30132.30353,33828.76192,37421.01088,53002.79861,29445.47065,32727.49559,39945.893,40817.83914,37077.22192,36482.32607,35052.07399,41097.57014,31225.45557,37397.49304,39099.59262,29317.17482,30132.30353,33828.76192,37421.01088,53002.79861,29445.47065,32727.49559,39945.893,40817.83914,37077.22192,36482.32607
A2A432,371354.226,389734.3743,249385.8222,280785.2122,357497.7786,332150.7864,270142.3448,320392.7535,346830.6958,405550.5723,313741.8748,297308.9745,355579.979,351408.6817,303305.7195,288034.6037,371354.226,389734.3743,249385.8222,280785.2122,357497.7786,332150.7864,270142.3448,320392.7535,346830.6958,405550.5723,313741.8748,297308.9745,355579.979,351408.6817,303305.7195,288034.6037
A2A4P0,40407.10337,52205.28903,52800.14537,46146.9688,50976.36745,44068.64021,45495.15672,42012.96153,53946.39351,30154.63985,49753.6377,54598.35336,54967.32401,36245.65138,53592.61952,48404.40945,40407.10337,52205.28903,52800.14537,46146.9688,50976.36745,44068.64021,45495.15672,42012.96153,53946.39351,30154.63985,49753.6377,54598.35336,54967.32401,36245.65138,53592.61952,48404.40945
A2A5R2,1544175.41,1474294.234,1392125.98,1431331.003,1528037.636,1447201.867,1485931.52,1299463.729,1500568.4,1743330.593,1329071.519,1362997.712,1651278.969,1497245.74,1343868.747,1429202.692,1544175.41,1474294.234,1392125.98,1431331.003,1528037.636,1447201.867,1485931.52,1299463.729,1500568.4,1743330.593,1329071.519,1362997.712,1651278.969,1497245.74,1343868.747,1429202.692
A2A6A1,23480.81355,13536.4296,21923.03704,20193.23376,22552.00985,20815.9743,19655.37591,18547.04118,19445.03994,31545.90263,23362.35569,21206.6765,20279.6371,21160.5222,18548.028,20796.20689,23480.81355,13536.4296,21923.03704,20193.23376,22552.00985,20815.9743,19655.37591,18547.04118,19445.03994,31545.90263,23362.35569,21206.6765,20279.6371,21160.5222,18548.028,20796.20689
A2A6Q5,115100.5589,105891.93,85156.91045,88486.78557,137363.1319,109323.4903,80678.79151,81734.06133,124506.3379,128002.4604,83051.26593,76307.51887,95153.31249,101282.1397,115438.8062,75992.53881,115100.5589,105891.93,85156.91045,88486.78557,137363.1319,109323.4903,80678.79151,81734.06133,124506.3379,128002.4604,83051.26593,76307.51887,95153.31249,101282.1397,115438.8062,75992.53881
A2A8L5,1605245.156,1537277.026,1207209,1270902.407,1385797.813,1446130.984,1356737.023,1423923.02,1493647.208,1545523.055,1401663.238,1265136.781,1475627.848,1359315.208,1053627.396,1308009.839,1605245.156,1537277.026,1207209,1270902.407,1385797.813,1446130.984,1356737.023,1423923.02,1493647.208,1545523.055,1401663.238,1265136.781,1475627.848,1359315.208,1053627.396,1308009.839
