Experiment ID,22047.0,
Experiment name,Liver digitonin ,
Job,142cac7e-28e9-41ae-9c4f-cb9f2d1f8d5c,
Method,BD2 eJTK,
Submitted,2022-08-22T15:34:18.601947980,Finished,2022-08-22T15:34:19.712018939,
NULL_SIZE,100000,
DW_END,24.0,
PERIOD_MIN,24.0,
DATA_SET_ID,22047_NO_DTR,
PERIOD_MAX,24.0,
DW_START,0.0,
PRESET,EJTK_CLASSIC,
METHOD,BD2EJTK,
DATA_SET_TYPE_NAME,no dtr,
PARAMS_SUMMARY,no dtr min-24.0 p(24.0),
DATA_SET_TYPE,NO_DTR,


Individual Results,

Data Id,Data Label,,tau,emp p,emp p BH Corrected,Pattern Shape,Pattern Period,Pattern Peak,P. Trough,P. Circ. Peak,P. Circ. Trough,P. Width,P. Asym,,JTK p from tau,JTK p BH Corrected,bf corrected JTK p,BH bf corrected p,
14,A2ADY9,,0.24224069756247738,0.6250137498625014,0.9847242960466459,ACOS,24.0,14.0,6.0,14.0,6.0,24.0,0.33,,0.0953088004769263,0.15267556732156237,7.434086437200252,1.0,
15,A2AGT5,,0.24224069756247738,0.6250137498625014,0.9847242960466459,ACOS,24.0,8.0,8.0,8.0,8.0,24.0,0.0,,0.0953088004769263,0.15267556732156237,7.434086437200252,1.0,
16,A2AHC3,,0.577650894187446,0.015639843601563983,0.4362949116622823,ACOS,24.0,20.0,2.0,20.0,2.0,24.0,0.75,,9.015710203196908E-4,0.02515056152021355,0.07032253958493588,1.0,
17,A2AIL4,,0.42857969568745996,0.15626843731562684,0.9182088806669916,COS,24.0,2.0,14.0,2.0,14.0,24.0,0.5,,0.010293111274975088,0.06123548188338771,0.8028626794480569,1.0,
18,A2AIV2,,0.3913118960624634,0.21876781232187678,0.9182088806669916,ACOS,24.0,2.0,8.0,2.0,8.0,24.0,0.75,,0.017251591034782986,0.07319351152976485,1.345624100713073,1.0,
19,A2AJ15,,0.4472135954999582,0.12501874981250188,0.8844953337588832,COS,24.0,20.0,8.0,20.0,8.0,24.0,0.5,,0.007842546279573382,0.05548524200949158,0.6117186098067239,1.0,
20,A2AJ88,,0.16770509831248434,0.8437615623843762,0.9847242960466459,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.1824518756760124,0.21742383768031226,14.231246302728968,1.0,
21,A2AJI0,,0.14907119849998607,0.8750112498875011,0.9847242960466459,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.21029812498078254,0.2383673905045333,16.403253748501037,1.0,
22,A2AJL3,,0.3167762968124704,0.37501624983750165,0.9232224458733923,ACOS,24.0,14.0,18.0,14.0,18.0,24.0,0.83,,0.04349923101882863,0.10708727014420365,3.392940019468633,1.0,
23,A2AKG8,,0.14907119849998607,0.8750112498875011,0.9847242960466459,ACOS,24.0,10.0,20.0,10.0,20.0,24.0,0.58,,0.21029812498078254,0.2383673905045333,16.403253748501037,1.0,
24,A2AKK5,,0.5962847939999443,0.011739882601173987,0.4359139856877293,ACOS,24.0,22.0,20.0,22.0,20.0,24.0,0.08,,6.374983385533969E-4,0.02367097279152751,0.04972487040716496,1.0,
25,A2AKQ0,,0.07453559924999303,0.984390156098439,0.9947365991805548,ACOS,24.0,8.0,8.0,8.0,8.0,24.0,0.0,,0.34358681309626693,0.34719808590658807,26.799771421508822,1.0,
26,A2ALK8,,0.14907119849998607,0.8750112498875011,0.9847242960466459,COS,24.0,4.0,16.0,4.0,16.0,24.0,0.5,,0.21029812498078254,0.2383673905045333,16.403253748501037,1.0,
27,A2ALU4,,0.37267799624996517,0.25001749982500177,0.9182088806669916,ACOS,24.0,22.0,22.0,22.0,22.0,24.0,0.0,,0.02203270318362918,0.08091683079171862,1.718550848323076,1.0,
28,A2ALW5,,0.18633899812498259,0.8125118748812512,0.9847242960466459,ACOS,24.0,22.0,14.0,22.0,14.0,24.0,0.33,,0.15703129585716225,0.19781387386405277,12.248441076858654,1.0,
29,A2AN08,,0.48448139512495475,0.07814921850781492,0.7900667159212601,ACOS,24.0,8.0,10.0,8.0,10.0,24.0,0.92,,0.004428713520216645,0.04541751160542175,0.3454396545768983,1.0,
30,A2APT9,,0.24224069756247738,0.6250137498625014,0.9847242960466459,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.0953088004769263,0.15267556732156237,7.434086437200252,1.0,
31,A2APY7,,0.3913118960624634,0.21876781232187678,0.9182088806669916,ACOS,24.0,8.0,2.0,8.0,2.0,24.0,0.25,,0.017251591034782986,0.07319351152976485,1.345624100713073,1.0,
32,A2AQ07,,0.29814239699997214,0.43751562484375156,0.964612663455675,ACOS,24.0,22.0,14.0,22.0,14.0,24.0,0.33,,0.05361444160464873,0.11820645110541719,4.181926445162601,1.0,
33,A2AQ19,,0.07453559924999303,0.984390156098439,0.9947365991805548,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.34358681309626693,0.34719808590658807,26.799771421508822,1.0,
34,A2AQ25,,0.24224069756247738,0.6250137498625014,0.9847242960466459,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.0953088004769263,0.15267556732156237,7.434086437200252,1.0,
35,A2AR02,,0.2236067977499791,0.6875131248687513,0.9847242960466459,ACOS,24.0,2.0,8.0,2.0,8.0,24.0,0.75,,0.11350807917025535,0.16566210307743423,8.853630175279918,1.0,
36,A2AS89,,0.2795084971874739,0.5000149998500015,0.9771618000698395,COS,24.0,20.0,8.0,20.0,8.0,24.0,0.5,,0.06550881647134288,0.1280215854380073,5.1096876847647446,1.0,
37,A2ASQ1,,0.14907119849998607,0.8750112498875011,0.9847242960466459,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.21029812498078254,0.2383673905045333,16.403253748501037,1.0,
38,A2ASS6,,0.26087459737497565,0.5625143748562514,0.9847242960466459,ACOS,24.0,8.0,2.0,8.0,2.0,24.0,0.25,,0.07935437224874475,0.13912209058523015,6.189641035402091,1.0,
39,A2ASZ8,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,2.0,20.0,2.0,20.0,24.0,0.25,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
40,A2AT37,,0.2236067977499791,0.6875131248687513,0.9847242960466459,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.11350807917025535,0.16566210307743423,8.853630175279918,1.0,
41,A2ATU0,,0.42857969568745996,0.15626843731562684,0.9182088806669916,ACOS,24.0,16.0,10.0,16.0,10.0,24.0,0.25,,0.010293111274975088,0.06123548188338771,0.8028626794480569,1.0,
42,A2AVZ9,,0.4472135954999582,0.12501874981250188,0.8844953337588832,ACOS,24.0,2.0,2.0,2.0,2.0,24.0,0.0,,0.007842546279573382,0.05548524200949158,0.6117186098067239,1.0,
43,A2AWA9,,0.07453559924999303,0.984390156098439,0.9947365991805548,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.34358681309626693,0.34719808590658807,26.799771421508822,1.0,
44,A2AWP8,,0.26087459737497565,0.5625143748562514,0.9847242960466459,ACOS,24.0,8.0,8.0,8.0,8.0,24.0,0.0,,0.07935437224874475,0.13912209058523015,6.189641035402091,1.0,
45,A2BDX3,,0.2795084971874739,0.5000149998500015,0.9771618000698395,ACOS,24.0,8.0,8.0,8.0,8.0,24.0,0.0,,0.06550881647134288,0.1280215854380073,5.1096876847647446,1.0,
46,A2BE28,,0.3913118960624634,0.21876781232187678,0.9182088806669916,ACOS,24.0,2.0,2.0,2.0,2.0,24.0,0.0,,0.017251591034782986,0.07319351152976485,1.345624100713073,1.0,
47,A2BH40,,0.11180339887498955,0.937510624893751,0.9860436031310715,ACOS,24.0,8.0,8.0,8.0,8.0,24.0,0.0,,0.2729083801775865,0.2870362803039902,21.286853653851747,1.0,
48,A2BIM8,,0.3167762968124704,0.37501624983750165,0.9232224458733923,ACOS,24.0,22.0,14.0,22.0,14.0,24.0,0.33,,0.04349923101882863,0.10708727014420365,3.392940019468633,1.0,
49,A2CG49,,0.16770509831248434,0.8437615623843762,0.9847242960466459,ACOS,24.0,22.0,22.0,22.0,22.0,24.0,0.0,,0.1824518756760124,0.21742383768031226,14.231246302728968,1.0,
50,A2CG63,,0.2795084971874739,0.5000149998500015,0.9771618000698395,ACOS,24.0,20.0,2.0,20.0,2.0,24.0,0.75,,0.06550881647134288,0.1280215854380073,5.1096876847647446,1.0,
51,A2RSJ4,,0.29814239699997214,0.43751562484375156,0.964612663455675,ACOS,24.0,14.0,22.0,14.0,22.0,24.0,0.67,,0.05361444160464873,0.11820645110541719,4.181926445162601,1.0,
52,A2RSQ0,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,14.0,22.0,14.0,22.0,24.0,0.67,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
53,A2RSX7,,0.46584749531245645,0.0937690623093769,0.7900667159212601,ACOS,24.0,8.0,16.0,8.0,16.0,24.0,0.67,,0.005920711107451196,0.04988592895542604,0.4618154663811933,1.0,
54,A2RSY1,,0.3540440964374669,0.3125168748312517,0.9232224458733923,ACOS,24.0,10.0,6.0,10.0,6.0,24.0,0.17,,0.027887169552556004,0.08915945419890826,2.175199225099368,1.0,
55,A2RSY6,,0.5962847939999443,0.011739882601173987,0.4359139856877293,ACOS,24.0,22.0,8.0,22.0,8.0,24.0,0.58,,6.374983385533969E-4,0.02367097279152751,0.04972487040716496,1.0,
56,A3KGB4,,0.07453559924999303,0.984390156098439,0.9947365991805548,ACOS,24.0,8.0,14.0,8.0,14.0,24.0,0.75,,0.34358681309626693,0.34719808590658807,26.799771421508822,1.0,
57,A3KGS3,,0.3167762968124704,0.37501624983750165,0.9232224458733923,ACOS,24.0,4.0,0.0,4.0,0.0,24.0,0.17,,0.04349923101882863,0.10708727014420365,3.392940019468633,1.0,
58,A3KMP2,,0.055901699437494776,0.99220007799922,0.9957139272968873,ACOS,24.0,4.0,4.0,4.0,4.0,24.0,0.0,,0.3813183256938952,0.3826687540607515,29.742829404123825,1.0,
59,A6H5Y3,,0.6521864934374391,0.003919960800391996,0.3197737719592501,ACOS,24.0,8.0,22.0,8.0,22.0,24.0,0.42,,2.1288795232688796E-4,0.017366495989817647,0.01660526028149726,1.0,
60,A6H5Z3,,0.29814239699997214,0.43751562484375156,0.964612663455675,ACOS,24.0,18.0,12.0,18.0,12.0,24.0,0.25,,0.05361444160464873,0.11820645110541719,4.181926445162601,1.0,
61,A6H611,,0.14907119849998607,0.8750112498875011,0.9847242960466459,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.21029812498078254,0.2383673905045333,16.403253748501037,1.0,
62,A6H630,,0.5403830945624495,0.031269687303126965,0.5668552068688066,ACOS,24.0,4.0,10.0,4.0,10.0,24.0,0.75,,0.0017528052122483628,0.0317747584604215,0.1367188065553723,1.0,
63,A6H6A9,,0.2236067977499791,0.6875131248687513,0.9847242960466459,ACOS,24.0,2.0,2.0,2.0,2.0,24.0,0.0,,0.11350807917025535,0.16566210307743423,8.853630175279918,1.0,
64,A6H8H2,,0.3540440964374669,0.3125168748312517,0.9232224458733923,ACOS,24.0,10.0,4.0,10.0,4.0,24.0,0.25,,0.027887169552556004,0.08915945419890826,2.175199225099368,1.0,
65,A6X8Z5,,0.42857969568745996,0.15626843731562684,0.9182088806669916,ACOS,24.0,8.0,22.0,8.0,22.0,24.0,0.42,,0.010293111274975088,0.06123548188338771,0.8028626794480569,1.0,
66,A6X919,,0.14907119849998607,0.8750112498875011,0.9847242960466459,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.21029812498078254,0.2383673905045333,16.403253748501037,1.0,
67,A6X935,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,22.0,20.0,22.0,20.0,24.0,0.08,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
68,A7MCT6,,0.3540440964374669,0.3125168748312517,0.9232224458733923,ACOS,24.0,16.0,12.0,16.0,12.0,24.0,0.17,,0.027887169552556004,0.08915945419890826,2.175199225099368,1.0,
69,B1AR13,,0.26087459737497565,0.5625143748562514,0.9847242960466459,ACOS,24.0,16.0,12.0,16.0,12.0,24.0,0.17,,0.07935437224874475,0.13912209058523015,6.189641035402091,1.0,
70,B1AUE5,,0.3354101966249687,0.34376656233437664,0.9232224458733923,ACOS,24.0,22.0,8.0,22.0,8.0,24.0,0.58,,0.03498372787327912,0.09851066468082363,2.7287307741157716,1.0,
71,B1AY13,,0.46584749531245645,0.0937690623093769,0.7900667159212601,ACOS,24.0,14.0,8.0,14.0,8.0,24.0,0.25,,0.005920711107451196,0.04988592895542604,0.4618154663811933,1.0,
72,B1AZI6,,0.3354101966249687,0.34376656233437664,0.9232224458733923,ACOS,24.0,14.0,8.0,14.0,8.0,24.0,0.25,,0.03498372787327912,0.09851066468082363,2.7287307741157716,1.0,
73,B1AZP2,,0.5962847939999443,0.011739882601173987,0.4359139856877293,ACOS,24.0,8.0,14.0,8.0,14.0,24.0,0.75,,6.374983385533969E-4,0.02367097279152751,0.04972487040716496,1.0,
74,B2RQC6,,0.37267799624996517,0.25001749982500177,0.9182088806669916,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.02203270318362918,0.08091683079171862,1.718550848323076,1.0,
75,B2RQE8,,0.2795084971874739,0.5000149998500015,0.9771618000698395,ACOS,24.0,6.0,10.0,6.0,10.0,24.0,0.83,,0.06550881647134288,0.1280215854380073,5.1096876847647446,1.0,
76,B2RR83,,0.29814239699997214,0.43751562484375156,0.964612663455675,ACOS,24.0,2.0,20.0,2.0,20.0,24.0,0.25,,0.05361444160464873,0.11820645110541719,4.181926445162601,1.0,
77,B2RSH2,,0.26087459737497565,0.5625143748562514,0.9847242960466459,ACOS,24.0,8.0,2.0,8.0,2.0,24.0,0.25,,0.07935437224874475,0.13912209058523015,6.189641035402091,1.0,
78,B2RX12,,0.3913118960624634,0.21876781232187678,0.9182088806669916,ACOS,24.0,14.0,8.0,14.0,8.0,24.0,0.25,,0.017251591034782986,0.07319351152976485,1.345624100713073,1.0,
79,B2RXC1,,0.26087459737497565,0.5625143748562514,0.9847242960466459,ACOS,24.0,22.0,20.0,22.0,20.0,24.0,0.08,,0.07935437224874475,0.13912209058523015,6.189641035402091,1.0,
80,B2RXR6,,0.3354101966249687,0.34376656233437664,0.9232224458733923,ACOS,24.0,4.0,22.0,4.0,22.0,24.0,0.25,,0.03498372787327912,0.09851066468082363,2.7287307741157716,1.0,
81,B2RXS4,,0.3354101966249687,0.34376656233437664,0.9232224458733923,ACOS,24.0,4.0,10.0,4.0,10.0,24.0,0.75,,0.03498372787327912,0.09851066468082363,2.7287307741157716,1.0,
82,B2RY56,,0.26087459737497565,0.5625143748562514,0.9847242960466459,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.07935437224874475,0.13912209058523015,6.189641035402091,1.0,
83,B5X0G2,,0.26087459737497565,0.5625143748562514,0.9847242960466459,ACOS,24.0,22.0,14.0,22.0,14.0,24.0,0.33,,0.07935437224874475,0.13912209058523015,6.189641035402091,1.0,
84,B7ZMP1,,0.055901699437494776,0.99220007799922,0.9957139272968873,ACOS,24.0,16.0,12.0,16.0,12.0,24.0,0.17,,0.3813183256938952,0.3826687540607515,29.742829404123825,1.0,
85,B8JK39,,0.24224069756247738,0.6250137498625014,0.9847242960466459,ACOS,24.0,14.0,6.0,14.0,6.0,24.0,0.33,,0.0953088004769263,0.15267556732156237,7.434086437200252,1.0,
86,B8ZXI1,,0.16770509831248434,0.8437615623843762,0.9847242960466459,ACOS,24.0,4.0,4.0,4.0,4.0,24.0,0.0,,0.1824518756760124,0.21742383768031226,14.231246302728968,1.0,
87,B9EJ80,,0.3354101966249687,0.34376656233437664,0.9232224458733923,ACOS,24.0,20.0,2.0,20.0,2.0,24.0,0.75,,0.03498372787327912,0.09851066468082363,2.7287307741157716,1.0,
88,B9EJ86,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
89,B9EJR8,,0.42857969568745996,0.15626843731562684,0.9182088806669916,ACOS,24.0,16.0,10.0,16.0,10.0,24.0,0.25,,0.010293111274975088,0.06123548188338771,0.8028626794480569,1.0,
90,B9EKI3,,0.29814239699997214,0.43751562484375156,0.964612663455675,COS,24.0,20.0,8.0,20.0,8.0,24.0,0.5,,0.05361444160464873,0.11820645110541719,4.181926445162601,1.0,
91,Q8CGP5,,0.2795084971874739,0.5000149998500015,0.9771618000698395,ACOS,24.0,8.0,8.0,8.0,8.0,24.0,0.0,,0.06550881647134288,0.1280215854380073,5.1096876847647446,1.0,
92,D3YXK2,,0.11180339887498955,0.937510624893751,0.9860436031310715,ACOS,24.0,20.0,20.0,20.0,20.0,24.0,0.0,,0.2729083801775865,0.2870362803039902,21.286853653851747,1.0,
93,D3YYU8,,0.3540440964374669,0.3125168748312517,0.9232224458733923,ACOS,24.0,2.0,12.0,2.0,12.0,24.0,0.58,,0.027887169552556004,0.08915945419890826,2.175199225099368,1.0,
94,D3YZP9,,0.2795084971874739,0.5000149998500015,0.9771618000698395,ACOS,24.0,4.0,22.0,4.0,22.0,24.0,0.25,,0.06550881647134288,0.1280215854380073,5.1096876847647446,1.0,
95,D3Z4S3,,0.18633899812498259,0.8125118748812512,0.9847242960466459,ACOS,24.0,12.0,20.0,12.0,20.0,24.0,0.67,,0.15703129585716225,0.19781387386405277,12.248441076858654,1.0,
96,D3Z6P0,,0.07453559924999303,0.984390156098439,0.9947365991805548,ACOS,24.0,8.0,14.0,8.0,14.0,24.0,0.75,,0.34358681309626693,0.34719808590658807,26.799771421508822,1.0,
97,D3Z6Q9,,0.5962847939999443,0.011739882601173987,0.4359139856877293,ACOS,24.0,8.0,10.0,8.0,10.0,24.0,0.92,,6.374983385533969E-4,0.02367097279152751,0.04972487040716496,1.0,
98,D3Z7P3,,0.09316949906249129,0.968760312396876,0.9947365991805548,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.30735312441432305,0.315980374612701,23.973543704317198,1.0,
99,D3Z7Q2,,0.2795084971874739,0.5000149998500015,0.9771618000698395,ACOS,24.0,22.0,22.0,22.0,22.0,24.0,0.0,,0.06550881647134288,0.1280215854380073,5.1096876847647446,1.0,
100,E0CYR6,,0.26087459737497565,0.5625143748562514,0.9847242960466459,ACOS,24.0,8.0,8.0,8.0,8.0,24.0,0.0,,0.07935437224874475,0.13912209058523015,6.189641035402091,1.0,
101,E9PV24,,0.4099457958749617,0.18751812481875182,0.9182088806669916,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.013386385243419103,0.06698168973101158,1.04413804898669,1.0,
102,E9PVA8,,0.2795084971874739,0.5000149998500015,0.9771618000698395,ACOS,24.0,22.0,14.0,22.0,14.0,24.0,0.33,,0.06550881647134288,0.1280215854380073,5.1096876847647446,1.0,
103,E9PVB5,,0.18633899812498259,0.8125118748812512,0.9847242960466459,ACOS,24.0,16.0,10.0,16.0,10.0,24.0,0.25,,0.15703129585716225,0.19781387386405277,12.248441076858654,1.0,
104,E9PW74,,0.5962847939999443,0.011739882601173987,0.4359139856877293,ACOS,24.0,14.0,8.0,14.0,8.0,24.0,0.25,,6.374983385533969E-4,0.02367097279152751,0.04972487040716496,1.0,
105,E9PXF8,,0.11180339887498955,0.937510624893751,0.9860436031310715,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.2729083801775865,0.2870362803039902,21.286853653851747,1.0,
106,E9PYK3,,0.4472135954999582,0.12501874981250188,0.8844953337588832,ACOS,24.0,12.0,18.0,12.0,18.0,24.0,0.75,,0.007842546279573382,0.05548524200949158,0.6117186098067239,1.0,
107,E9PZJ8,,0.503115294937453,0.06251937480625194,0.7900667159212601,ACOS,24.0,8.0,0.0,8.0,0.0,24.0,0.33,,0.0032820864904672107,0.04148064240534146,0.2560027462564424,1.0,
108,E9PZM4,,0.3167762968124704,0.37501624983750165,0.9232224458733923,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.04349923101882863,0.10708727014420365,3.392940019468633,1.0,
109,E9Q1P8,,0.24224069756247738,0.6250137498625014,0.9847242960466459,ACOS,24.0,2.0,8.0,2.0,8.0,24.0,0.75,,0.0953088004769263,0.15267556732156237,7.434086437200252,1.0,
110,E9Q394,,0.3540440964374669,0.3125168748312517,0.9232224458733923,ACOS,24.0,16.0,12.0,16.0,12.0,24.0,0.17,,0.027887169552556004,0.08915945419890826,2.175199225099368,1.0,
111,E9Q3C1,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,14.0,6.0,14.0,6.0,24.0,0.33,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
112,E9Q3L2,,0.18633899812498259,0.8125118748812512,0.9847242960466459,ACOS,24.0,16.0,8.0,16.0,8.0,24.0,0.33,,0.15703129585716225,0.19781387386405277,12.248441076858654,1.0,
113,E9Q414,,0.5962847939999443,0.011739882601173987,0.4359139856877293,ACOS,24.0,4.0,10.0,4.0,10.0,24.0,0.75,,6.374983385533969E-4,0.02367097279152751,0.04972487040716496,1.0,
114,E9Q4N7,,0.14907119849998607,0.8750112498875011,0.9847242960466459,ACOS,24.0,22.0,20.0,22.0,20.0,24.0,0.08,,0.21029812498078254,0.2383673905045333,16.403253748501037,1.0,
115,E9Q4P1,,0.14907119849998607,0.8750112498875011,0.9847242960466459,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.21029812498078254,0.2383673905045333,16.403253748501037,1.0,
116,E9Q4Z2,,0.3354101966249687,0.34376656233437664,0.9232224458733923,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.03498372787327912,0.09851066468082363,2.7287307741157716,1.0,
117,E9Q555,,0.29814239699997214,0.43751562484375156,0.964612663455675,ACOS,24.0,2.0,18.0,2.0,18.0,24.0,0.33,,0.05361444160464873,0.11820645110541719,4.181926445162601,1.0,
118,E9Q557,,0.3540440964374669,0.3125168748312517,0.9232224458733923,ACOS,24.0,8.0,22.0,8.0,22.0,24.0,0.42,,0.027887169552556004,0.08915945419890826,2.175199225099368,1.0,
119,E9Q5C9,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,22.0,14.0,22.0,14.0,24.0,0.33,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
120,E9Q5K4,,0.03726779962499652,0.998060019399806,0.9986164550173863,ACOS,24.0,22.0,22.0,22.0,22.0,24.0,0.0,,0.42021370096225497,0.4204479773240625,32.77666867505589,1.0,
121,E9Q5K9,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,14.0,22.0,14.0,22.0,24.0,0.67,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
122,E9Q634,,0.20497289793748086,0.7500124998750013,0.9847242960466459,COS,24.0,2.0,14.0,2.0,14.0,24.0,0.5,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
123,E9Q6P5,,0.37267799624996517,0.25001749982500177,0.9182088806669916,ACOS,24.0,22.0,14.0,22.0,14.0,24.0,0.33,,0.02203270318362918,0.08091683079171862,1.718550848323076,1.0,
124,E9Q735,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,4.0,10.0,4.0,10.0,24.0,0.75,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
125,E9Q7D5,,0.3913118960624634,0.21876781232187678,0.9182088806669916,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.017251591034782986,0.07319351152976485,1.345624100713073,1.0,
126,E9Q7G0,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,8.0,18.0,8.0,18.0,24.0,0.58,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
127,E9Q8D0,,0.29814239699997214,0.43751562484375156,0.964612663455675,COS,24.0,4.0,16.0,4.0,16.0,24.0,0.5,,0.05361444160464873,0.11820645110541719,4.181926445162601,1.0,
128,E9QAM5,,0.20497289793748086,0.7500124998750013,0.9847242960466459,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.13405890065957154,0.1802180077780607,10.45659425144658,1.0,
